zone,scenario,year,q,d,exporter,direction,variant,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,n_floored,raw_mean_usd
Greece,EU_HIGH,2052,Q2,d5,Türkiye,export,CBAM,81.9385,71.1782,70.8794,69.3063,72.4367,68.0635,67.7174,66.0813,14.2466,0.0100,0.0100,0.0100,0.0100,54.2357,61.3934,67.9062,177.9153,177.9153,177.9153,132.3102,72.3267,68.0164,55.9347,55.9347,4,67.2153
Greece,EU_HIGH,2052,Q2,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,25.4788,33.9422,14.1680,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.3968,23.9372,13.8376,61.9911,92.5413,55.6516,15.8198,0.0100,0.0100,0.0100,14,2.3066
Greece,EU_HIGH,2052,Q2,d7,Türkiye,export,CBAM,14.2466,14.2466,16.1502,17.5502,32.8096,45.5364,56.0133,0.0100,29.0655,17.8492,4.5719,4.5719,7.3250,17.3457,27.3823,33.1243,49.1544,81.8126,129.8561,54.2829,36.5222,30.7645,34.2726,12.7993,1,31.9077
Greece,EU_HIGH,2052,Q3,d1,Türkiye,export,CBAM,8.2531,6.0192,5.2799,20.4605,71.8705,87.9165,42.9405,21.1371,4.1473,0.0100,0.0100,0.0100,0.0100,45.2687,33.0457,65.0902,108.4615,265.4444,104.2297,40.6596,21.1998,7.5924,8.3317,4.8394,4,37.8076
Greece,EU_HIGH,2052,Q3,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,11.1005,24.7708,75.8348,81.8912,43.0664,22.9618,29.9466,14.2466,0.0100,0.0100,1.7718,10.2510,46.4959,138.8858,183.8774,104.4029,53.4177,22.5056,0.0100,35.0749,26.8159,6,34.7223
Greece,EU_HIGH,2052,Q3,d3,Türkiye,export,CBAM,18.3054,7.8283,16.7322,12.9881,11.1005,6.2867,6.3810,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.3968,12.4060,30.1354,115.7609,143.0705,143.0705,77.8013,45.7093,41.5721,32.8412,7,26.4149
Greece,EU_HIGH,2052,Q3,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,1.1425,28.0903,61.4406,55.1481,18.4627,10.0465,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,19.1863,66.9938,81.4509,88.3569,22.8989,11.6667,0.0100,0.0100,0.0100,12,10.6370
Greece,EU_HIGH,2052,Q3,d5,Türkiye,export,CBAM,2.7000,3.2348,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.3764,10.0149,28.2162,55.3053,93.6112,100.7689,0.0100,45.5520,14.2309,21.9235,11.6983,12,-4.1753
Greece,EU_HIGH,2052,Q3,d6,Türkiye,export,CBAM,15.7884,10.8015,11.8555,15.2063,41.3517,87.2715,47.6285,29.9779,30.4185,32.9512,48.8713,48.8556,48.8713,55.1638,121.9432,171.5913,209.8969,210.4161,202.8967,159.3523,70.6434,86.6264,29.3802,112.9606,0,79.1967
Greece,EU_HIGH,2052,Q3,d7,Türkiye,export,CBAM,19.9256,18.2739,19.9100,33.9422,70.9737,20.4291,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,13.1769,28.5622,61.2047,145.9178,265.7432,144.5964,71.8548,38.7088,4.4461,24.3934,14.0894,7,20.1538
Greece,EU_HIGH,2052,Q4,d1,Türkiye,export,CBAM,25.4788,16.4491,19.3279,51.6557,124.3659,170.9462,94.6493,43.9632,19.0448,0.0100,0.0100,0.0100,0.0100,24.5034,115.1002,149.3629,207.9620,249.9961,163.6783,93.4067,79.5787,29.0498,24.1731,14.2466,4,69.2505
Greece,EU_HIGH,2052,Q4,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,22.1595,48.8713,48.8713,45.5991,45.9294,48.8713,48.8713,43.3338,39.5899,44.9856,66.5375,90.4176,88.1210,99.1014,54.2513,48.8556,0.0100,0.0100,6.3968,7,23.8185
Greece,EU_HIGH,2052,Q4,d3,Türkiye,export,CBAM,10.1251,0.0100,0.0100,0.0100,0.0100,0.0100,1.7875,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.3810,42.8147,48.8556,19.9256,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,18,-46.5522
Greece,EU_HIGH,2052,Q4,d4,Türkiye,export,CBAM,0.0100,2.7470,7.4193,20.1931,98.4564,124.3659,124.3659,63.1867,5.5001,0.0100,0.0100,0.0100,0.0100,0.0100,80.4755,129.4313,328.9673,313.2518,133.8047,80.9790,35.0119,0.0100,0.0100,0.0100,9,57.3190
Greece,EU_HIGH,2052,Q4,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,14.2466,62.5103,89.4581,100.2498,91.3301,87.1929,77.1719,63.1867,38.3155,45.0801,53.5749,65.4835,80.4126,118.5453,133.0182,79.5317,49.6422,41.0843,21.8764,21.4202,9.5273,3,55.5604
Greece,EU_HIGH,2052,Q4,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,44.4823,71.9805,40.2977,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23.0720,29.7891,48.8556,37.2615,6.6643,0.0100,0.0100,0.0100,0.0100,0.0100,16,-17.1196
Greece,EU_HIGH,2052,Q4,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,19.9729,48.8713,125.1995,138.3509,65.1375,48.8556,42.7361,45.6150,48.8556,74.2303,128.0469,203.4945,137.0768,89.8671,52.0490,72.7987,48.8713,24.4564,3.6752,0.0100,5,44.5760
Greece,EU_HIGH,2053,Q1,d1,Türkiye,export,CBAM,91.0154,3.2348,0.0100,77.4709,96.9934,125.2154,164.4492,156.3162,111.1043,98.2362,104.2141,103.9780,101.7443,112.5989,127.3076,155.7970,206.5777,243.2947,217.1807,166.5257,152.9653,129.5101,113.3855,97.5440,1,121.9911
Greece,EU_HIGH,2053,Q1,d2,Türkiye,export,CBAM,197.1861,101.0520,61.4406,93.1077,261.7159,267.1905,267.8039,199.4357,157.7478,146.1223,129.8718,123.4378,127.5121,197.4064,331.9405,426.8947,375.2488,355.6161,258.5225,259.3405,155.9229,140.0814,73.8683,94.4449,0,200.1213
Greece,EU_HIGH,2053,Q1,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,95.0899,102.2792,95.0899,67.5443,0.0100,0.0100,0.0100,0.0100,0.0100,53.5749,109.4998,117.0508,106.9042,102.0274,100.2970,95.0899,18.2739,0.0100,0.0100,12,-6.3895
Greece,EU_HIGH,2053,Q1,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,46.9364,70.8794,81.8756,76.5426,53.1816,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,10.1094,66.9781,0.0100,87.1140,64.4924,57.0044,33.1243,4.8237,0.0100,0.0100,12,-2.7071
Greece,EU_HIGH,2053,Q1,d5,Türkiye,export,CBAM,279.0518,220.3268,209.0790,236.0582,267.5208,267.5208,280.9081,223.9923,127.4964,121.5656,88.6872,84.3926,88.6715,97.0564,118.9857,153.7519,216.2996,180.3064,195.2355,134.5598,118.8600,115.2102,102.8140,61.3304,0,166.2367
Greece,EU_HIGH,2053,Q1,d6,Türkiye,export,CBAM,58.5776,37.2301,33.8793,54.3772,74.5134,108.3199,147.9629,198.4446,38.6931,124.3973,109.9560,6.9946,20.6493,16.8424,90.0559,98.1890,110.0662,147.2549,139.7510,97.1663,70.1872,50.5231,42.5631,74.1830,0,81.2824
Greece,EU_HIGH,2053,Q1,d7,Türkiye,export,CBAM,66.1599,29.9779,45.7093,52.6468,65.7196,92.2898,141.6704,139.9714,89.8357,66.2229,6.4911,14.2466,16.2917,35.5627,62.9981,69.7309,90.9368,118.3565,148.4505,94.1774,82.7880,48.1004,58.4674,39.6056,0,69.8503
Greece,EU_HIGH,2053,Q2,d1,Türkiye,export,CBAM,60.1035,58.8450,60.1664,60.8744,74.6077,74.6077,74.6077,74.6077,56.9887,52.8040,34.6975,0.0100,0.0100,36.1132,0.0100,74.6077,41.7450,150.4013,145.5088,58.0898,98.0474,76.3853,63.0138,14.2466,3,55.5984
Greece,EU_HIGH,2053,Q2,d2,Türkiye,export,CBAM,53.8424,49.7838,52.7097,61.4406,77.6438,162.2469,67.9219,68.9916,3.2505,0.0100,0.0100,0.0100,0.0100,26.3597,41.4146,61.2361,54.5188,129.7616,185.8439,170.1126,177.9782,68.3781,47.2824,42.6102,4,65.1165
Greece,EU_HIGH,2053,Q2,d3,Türkiye,export,CBAM,0.0100,0.0100,0.0100,10.6756,14.9232,19.2336,19.5639,19.4694,0.0100,0.0100,0.0100,0.0100,0.0100,16.9840,23.1663,26.7059,23.3078,50.2557,80.0822,22.8516,18.0380,22.5842,25.4474,18.6042,8,14.9100
Greece,EU_HIGH,2053,Q2,d4,Türkiye,export,CBAM,16.4805,18.8716,27.9329,50.9636,79.6417,120.9208,92.9033,64.6183,41.9338,29.3645,17.1255,9.9206,6.3968,11.2893,42.1855,76.3381,151.1720,76.9202,89.7885,69.8568,53.4648,24.3148,0.0100,0.0100,2,47.7701
Greece,EU_HIGH,2053,Q2,d5,Türkiye,export,CBAM,81.9385,71.1782,70.8794,69.3063,72.4367,68.0635,67.7174,66.0813,14.2466,0.0100,0.0100,0.0100,0.0100,54.2357,61.3934,67.9062,177.9153,177.9153,177.9153,132.3102,72.3267,68.0164,55.9347,55.9347,4,67.2153
Greece,EU_HIGH,2053,Q2,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,25.4788,33.9422,14.1680,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.3968,23.9372,13.8376,61.9911,92.5413,55.6516,15.8198,0.0100,0.0100,0.0100,14,2.3066
Greece,EU_HIGH,2053,Q2,d7,Türkiye,export,CBAM,14.2466,14.2466,16.1502,17.5502,32.8096,45.5364,56.0133,0.0100,29.0655,17.8492,4.5719,4.5719,7.3250,17.3457,27.3823,33.1243,49.1544,81.8126,129.8561,54.2829,36.5222,30.7645,34.2726,12.7993,1,31.9077
Greece,EU_HIGH,2053,Q3,d1,Türkiye,export,CBAM,8.2531,6.0192,5.2799,20.4605,71.8705,87.9165,42.9405,21.1371,4.1473,0.0100,0.0100,0.0100,0.0100,45.2687,33.0457,65.0902,108.4615,265.4444,104.2297,40.6596,21.1998,7.5924,8.3317,4.8394,4,37.8076
Greece,EU_HIGH,2053,Q3,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,11.1005,24.7708,75.8348,81.8912,43.0664,22.9618,29.9466,14.2466,0.0100,0.0100,1.7718,10.2510,46.4959,138.8858,183.8774,104.4029,53.4177,22.5056,0.0100,35.0749,26.8159,6,34.7223
Greece,EU_HIGH,2053,Q3,d3,Türkiye,export,CBAM,18.3054,7.8283,16.7322,12.9881,11.1005,6.2867,6.3810,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.3968,12.4060,30.1354,115.7609,143.0705,143.0705,77.8013,45.7093,41.5721,32.8412,7,26.4149
Greece,EU_HIGH,2053,Q3,d4,Türkiye,export,CBAM,0.0100,0.0100,0.0100,1.1425,28.0903,61.4406,55.1481,18.4627,10.0465,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,19.1863,66.9938,81.4509,88.3569,22.8989,11.6667,0.0100,0.0100,0.0100,12,10.6370
Greece,EU_HIGH,2053,Q3,d5,Türkiye,export,CBAM,2.7000,3.2348,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,3.3764,10.0149,28.2162,55.3053,93.6112,100.7689,0.0100,45.5520,14.2309,21.9235,11.6983,12,-4.1753
Greece,EU_HIGH,2053,Q3,d6,Türkiye,export,CBAM,15.7884,10.8015,11.8555,15.2063,41.3517,87.2715,47.6285,29.9779,30.4185,32.9512,48.8713,48.8556,48.8713,55.1638,121.9432,171.5913,209.8969,210.4161,202.8967,159.3523,70.6434,86.6264,29.3802,112.9606,0,79.1967
Greece,EU_HIGH,2053,Q3,d7,Türkiye,export,CBAM,19.9256,18.2739,19.9100,33.9422,70.9737,20.4291,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,13.1769,28.5622,61.2047,145.9178,265.7432,144.5964,71.8548,38.7088,4.4461,24.3934,14.0894,7,20.1538
Greece,EU_HIGH,2053,Q4,d1,Türkiye,export,CBAM,25.4788,16.4491,19.3279,51.6557,124.3659,170.9462,94.6493,43.9632,19.0448,0.0100,0.0100,0.0100,0.0100,24.5034,115.1002,149.3629,207.9620,249.9961,163.6783,93.4067,79.5787,29.0498,24.1731,14.2466,4,69.2505
Greece,EU_HIGH,2053,Q4,d2,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,22.1595,48.8713,48.8713,45.5991,45.9294,48.8713,48.8713,43.3338,39.5899,44.9856,66.5375,90.4176,88.1210,99.1014,54.2513,48.8556,0.0100,0.0100,6.3968,7,23.8185
Greece,EU_HIGH,2053,Q4,d3,Türkiye,export,CBAM,10.1251,0.0100,0.0100,0.0100,0.0100,0.0100,1.7875,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,6.3810,42.8147,48.8556,19.9256,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,18,-46.5522
Greece,EU_HIGH,2053,Q4,d4,Türkiye,export,CBAM,0.0100,2.7470,7.4193,20.1931,98.4564,124.3659,124.3659,63.1867,5.5001,0.0100,0.0100,0.0100,0.0100,0.0100,80.4755,129.4313,328.9673,313.2518,133.8047,80.9790,35.0119,0.0100,0.0100,0.0100,9,57.3190
Greece,EU_HIGH,2053,Q4,d5,Türkiye,export,CBAM,0.0100,0.0100,0.0100,14.2466,62.5103,89.4581,100.2498,91.3301,87.1929,77.1719,63.1867,38.3155,45.0801,53.5749,65.4835,80.4126,118.5453,133.0182,79.5317,49.6422,41.0843,21.8764,21.4202,9.5273,3,55.5604
Greece,EU_HIGH,2053,Q4,d6,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,0.0100,44.4823,71.9805,40.2977,0.0100,0.0100,0.0100,0.0100,0.0100,0.0100,23.0720,29.7891,48.8556,37.2615,6.6643,0.0100,0.0100,0.0100,0.0100,0.0100,16,-17.1196
Greece,EU_HIGH,2053,Q4,d7,Türkiye,export,CBAM,0.0100,0.0100,0.0100,0.0100,19.9729,48.8713,125.1995,138.3509,65.1375,48.8556,42.7361,45.6150,48.8556,74.2303,128.0469,203.4945,137.0768,89.8671,52.0490,72.7987,48.8713,24.4564,3.6752,0.0100,5,44.5760
Greece,EU_HIGH,2024,Q1,d1,EU,import,CBAM,132.5354,83.6465,65.7643,124.9919,135.8648,151.5829,173.4340,168.9043,143.7238,136.5570,139.8863,139.7548,138.5108,144.5562,152.7481,168.6151,196.8972,217.3465,202.8025,174.5904,167.0381,153.9748,144.9943,136.1714,0,149.7871
Greece,EU_HIGH,2024,Q1,d2,EU,import,CBAM,191.6666,138.1252,116.0639,133.7007,227.6061,230.6551,230.9968,192.9195,169.7016,163.2269,154.1763,150.5929,152.8620,191.7893,266.7173,319.6015,290.8376,279.9033,225.8276,226.2831,168.6852,159.8624,122.9854,134.4454,0,193.3013
Greece,EU_HIGH,2024,Q1,d3,EU,import,CBAM,7.4830,2.6554,2.6554,4.7932,31.4719,134.8047,138.8087,134.8047,119.4633,45.9722,10.6809,19.6878,27.3628,77.4258,111.6831,142.8302,147.0357,141.3846,138.6685,137.7047,134.8047,92.0224,52.6396,22.0270,0,78.2863
Greece,EU_HIGH,2024,Q1,d4,EU,import,CBAM,78.8101,75.7523,76.5497,107.9858,121.3208,127.4450,124.4748,111.4641,19.6878,10.7072,10.7072,10.7072,10.7072,65.4664,87.4752,119.1479,62.6627,130.3626,117.7636,113.5932,100.2933,84.5314,79.9316,80.5449,0,80.3372
Greece,EU_HIGH,2024,Q1,d5,EU,import,CBAM,237.2612,204.5547,198.2903,213.3162,230.8391,230.8391,238.2951,206.5962,152.8533,149.5502,131.2387,128.8468,131.2300,135.8999,148.1133,167.4761,202.3117,182.2655,190.5802,156.7872,148.0433,146.0105,139.1066,116.0025,0,174.4295
Greece,EU_HIGH,2024,Q1,d6,EU,import,CBAM,114.4693,102.5800,100.7138,112.1300,123.3447,142.1730,164.2520,192.3675,103.3948,151.1272,143.0843,85.7405,93.3454,91.2252,132.0010,136.5307,143.1456,163.8577,159.6784,135.9611,120.9352,109.9834,105.5502,123.1607,0,127.1147
Greece,EU_HIGH,2024,Q1,d7,EU,import,CBAM,118.6923,98.5409,107.3024,111.1662,118.4470,133.2452,160.7474,159.8011,131.8784,118.7273,85.4601,89.7794,90.9184,101.6513,116.9313,120.6811,132.4916,147.7629,164.5236,134.2965,127.9532,108.6341,114.4080,103.9030,0,120.7476
Greece,EU_HIGH,2024,Q2,d1,EU,import,CBAM,115.3192,114.6183,115.3542,115.7485,123.3972,123.3972,123.3972,123.3972,113.5844,111.2538,101.1694,59.1144,63.4951,101.9579,63.4951,123.3972,105.0945,165.6100,162.8852,114.1976,136.4518,124.3873,116.9400,89.7794,0,112.8101
Greece,EU_HIGH,2024,Q2,d2,EU,import,CBAM,111.8321,109.5717,111.2013,116.0639,125.0882,172.2074,119.6736,120.2694,83.6552,77.5221,75.7612,75.7612,75.7612,96.5258,104.9105,115.9500,112.2088,154.1149,185.3496,176.5881,180.9689,119.9277,108.1786,105.5764,0,118.1111
Greece,EU_HIGH,2024,Q2,d3,EU,import,CBAM,78.3721,77.7324,79.2745,87.7906,90.1563,92.5569,92.7409,92.6883,78.9679,77.4346,81.7014,73.0976,78.0741,91.3040,94.7472,96.7186,94.8260,109.8345,126.4462,94.5720,91.8910,94.4230,96.0177,92.2064,0,90.1489
Greece,EU_HIGH,2024,Q2,d4,EU,import,CBAM,91.0236,92.3553,97.4019,110.2288,126.2009,149.1910,133.5868,117.8337,105.1997,98.1993,91.3828,87.3701,85.4076,88.1324,105.3399,124.3609,166.0393,124.6851,131.8521,120.7512,111.6218,95.3869,79.1168,70.1363,0,108.4502
Greece,EU_HIGH,2024,Q2,d5,EU,import,CBAM,127.4801,121.4872,121.3208,120.4446,122.1881,119.7524,119.5597,118.6485,89.7794,78.3896,73.9738,54.7424,81.0180,112.0511,116.0376,119.6649,180.9338,180.9338,180.9338,155.5343,122.1268,119.7262,112.9974,112.9974,0,119.2801
Greece,EU_HIGH,2024,Q2,d6,EU,import,CBAM,63.5564,73.8949,78.0041,77.4346,96.0351,100.7488,89.7357,79.0029,67.8758,63.5651,62.8555,63.1183,64.0820,76.3306,85.4076,95.1766,89.5517,116.3705,133.3853,112.8397,90.6556,80.0893,71.1088,64.2836,0,83.1295
Greece,EU_HIGH,2024,Q2,d7,EU,import,CBAM,89.7794,89.7794,90.8396,91.6194,100.1180,107.2061,113.0412,81.0268,98.0327,91.7859,84.3912,84.3912,85.9245,91.5055,97.0953,100.2933,109.2211,127.4100,154.1675,112.0774,102.1857,98.9790,100.9328,88.9734,0,99.6157
Greece,EU_HIGH,2024,Q3,d1,EU,import,CBAM,86.4414,85.1972,84.7855,93.2402,121.8728,130.8095,105.7604,93.6171,84.1547,80.5537,75.0603,69.7157,65.9570,107.0570,100.2495,118.0965,142.2519,229.6826,139.8950,104.4900,93.6520,86.0734,86.4852,84.5401,0,102.9016
Greece,EU_HIGH,2024,Q3,d2,EU,import,CBAM,72.1689,71.2928,71.2928,88.0272,95.6409,124.0806,127.4537,105.8305,94.6333,98.5235,89.7794,68.8483,75.8400,82.8317,87.5541,107.7405,159.1965,184.2544,139.9915,111.5956,94.3792,79.2832,101.3796,96.7798,0,101.1833
Greece,EU_HIGH,2024,Q3,d3,EU,import,CBAM,92.0400,86.2048,91.1638,89.0785,88.0272,85.3462,85.3987,45.9722,79.3358,80.0980,78.5648,78.5648,78.5648,79.2220,85.4076,88.7543,98.6286,146.3173,161.5272,161.5272,125.1759,107.3024,104.9982,100.1356,0,96.5565
Greece,EU_HIGH,2024,Q3,d4,EU,import,CBAM,76.6372,72.5545,77.5047,82.4812,97.4896,116.0639,112.5593,92.1275,87.4402,81.3247,60.9892,60.8053,65.4050,74.0088,79.5373,92.5306,119.1567,127.2085,131.0547,94.5983,88.3426,66.7456,76.3043,73.5883,0,87.7691
Greece,EU_HIGH,2024,Q3,d5,EU,import,CBAM,83.3486,83.6465,77.2155,37.2107,37.2107,68.7345,68.8308,78.8101,55.3469,37.2107,46.4365,58.9391,76.4621,83.7253,87.4226,97.5597,112.6469,133.9811,137.9676,66.3600,107.2148,89.7707,94.0550,88.3601,0,79.5194
Greece,EU_HIGH,2024,Q3,d6,EU,import,CBAM,90.6381,87.8607,88.4477,90.3139,104.8755,130.4502,108.3713,98.5409,98.7863,100.1968,109.0635,109.0547,109.0635,112.5680,149.7605,177.4117,198.7458,199.0350,194.8471,170.5953,121.1893,130.0910,98.2080,144.7577,0,125.9530
Greece,EU_HIGH,2024,Q3,d7,EU,import,CBAM,92.9423,92.0224,92.9336,100.7488,121.3733,93.2228,71.3629,51.9037,57.4496,10.9876,10.9526,19.6878,65.1598,89.1837,97.7524,115.9325,163.1130,229.8491,162.3770,121.8640,103.4035,84.3211,95.4307,89.6919,0,93.0694
Greece,EU_HIGH,2024,Q4,d1,EU,import,CBAM,96.0351,91.0061,92.6094,110.6142,151.1098,177.0524,134.5593,106.3299,92.4517,73.8949,75.7874,68.6644,78.4421,95.4919,145.9493,165.0317,197.6682,221.0788,173.0046,133.8672,126.1658,98.0240,95.3079,89.7794,0,120.4136
Greece,EU_HIGH,2024,Q4,d2,EU,import,CBAM,63.9244,61.2784,47.2863,61.9969,73.3868,94.1865,109.0635,109.0635,107.2410,107.4250,109.0635,109.0635,105.9794,103.8942,106.8994,118.9026,132.2025,130.9234,137.0389,112.0599,109.0547,50.3529,36.9566,85.4076,0,95.1105
Greece,EU_HIGH,2024,Q4,d3,EU,import,CBAM,87.4840,81.5525,63.3023,54.7337,73.6934,55.1016,82.8404,50.9399,39.6638,10.6284,5.6081,2.3401,10.6284,62.4962,85.3987,105.6903,109.0547,92.9423,81.4911,77.8376,46.2350,27.3716,10.9263,24.0685,0,55.9179
Greece,EU_HIGH,2024,Q4,d4,EU,import,CBAM,81.7365,83.3748,85.9770,93.0913,136.6796,151.1098,151.1098,117.0364,84.9081,69.5580,63.5740,58.2382,65.8344,74.1140,126.6653,153.9309,265.0614,256.3087,156.3667,126.9457,101.3446,74.8062,71.9236,80.7464,0,113.7684
Greece,EU_HIGH,2024,Q4,d5,EU,import,CBAM,79.8966,79.0554,81.3422,89.7794,116.6596,131.6681,137.6784,132.7107,130.4065,124.8253,117.0364,103.1845,106.9520,111.6831,118.3156,126.6302,147.8680,155.9286,126.1396,109.4928,104.7265,94.0288,93.7747,87.1510,0,112.7889
Greece,EU_HIGH,2024,Q4,d6,EU,import,CBAM,51.2028,38.1481,38.1481,55.5221,67.3764,106.6191,121.9340,104.2884,80.6588,76.6461,69.0060,66.1235,67.3238,73.4569,94.6947,98.4358,109.0547,102.5975,85.5565,72.0638,49.8360,42.0557,22.4739,42.2223,0,72.3102
Greece,EU_HIGH,2024,Q4,d7,EU,import,CBAM,42.5114,38.1919,28.5631,49.9060,92.9687,109.0635,151.5741,158.8987,118.1228,109.0547,105.6465,107.2499,109.0547,123.1870,153.1599,195.1800,158.1890,131.8959,110.8333,122.3897,109.0635,95.4657,83.8917,56.0478,0,106.6712
Greece,EU_HIGH,2025,Q1,d1,EU,import,CBAM,151.0272,95.2039,74.7853,142.4137,154.8289,172.7764,197.7269,192.5547,163.8026,155.6192,159.4208,159.2707,157.8502,164.7530,174.1069,192.2245,224.5181,247.8680,231.2610,199.0474,190.4238,175.5076,165.2533,155.1790,0,170.7260
Greece,EU_HIGH,2025,Q1,d2,EU,import,CBAM,218.5456,157.4099,132.2194,152.3578,259.5828,263.0643,263.4544,219.9762,193.4651,186.0720,175.7376,171.6459,174.2370,218.6857,304.2415,364.6268,331.7831,319.2978,257.5520,258.0722,192.3046,182.2303,140.1227,153.2081,0,220.4122
Greece,EU_HIGH,2025,Q1,d3,EU,import,CBAM,8.2373,2.7250,2.7250,5.1660,35.6289,153.6184,158.1903,153.6184,136.1010,52.1858,11.8888,22.1732,30.9368,88.1009,127.2173,162.7822,167.5842,161.1315,158.0302,156.9298,153.6184,104.7678,59.7990,24.8443,0,89.0833
Greece,EU_HIGH,2025,Q1,d4,EU,import,CBAM,89.6815,86.1900,87.1004,122.9955,138.2219,145.2148,141.8233,126.9671,22.1732,11.9189,11.9189,11.9189,11.9189,74.4451,99.5757,135.7409,71.2438,148.5462,134.1602,129.3982,114.2118,96.2143,90.9621,91.6624,0,91.4252
Greece,EU_HIGH,2025,Q1,d5,EU,import,CBAM,270.6074,233.2618,226.1088,243.2660,263.2744,263.2744,271.7879,235.5928,174.2270,170.4554,149.5466,146.8155,149.5366,154.8689,168.8147,190.9240,230.7007,207.8111,217.3051,178.7189,168.7348,166.4137,158.5304,132.1493,0,198.8636
Greece,EU_HIGH,2025,Q1,d6,EU,import,CBAM,130.3986,116.8229,114.6920,127.7275,140.5329,162.0319,187.2425,219.3459,117.7533,172.2561,163.0723,97.5949,106.2785,103.8575,150.4170,155.5892,163.1424,186.7923,182.0202,154.9389,137.7817,125.2765,120.2144,140.3228,0,144.8376
Greece,EU_HIGH,2025,Q1,d7,EU,import,CBAM,135.2206,112.2109,122.2152,126.6270,134.9405,151.8376,183.2408,182.1604,150.2770,135.2606,97.2747,102.2067,103.5073,115.7625,133.2098,137.4915,150.9772,168.4146,187.5526,153.0381,145.7951,123.7358,130.3286,118.3336,0,137.5674
Greece,EU_HIGH,2025,Q2,d1,EU,import,CBAM,131.3690,130.5687,131.4091,131.8593,140.5929,140.5929,140.5929,140.5929,129.3882,126.7270,115.2123,67.1921,72.1942,116.1126,72.1942,140.5929,119.6941,188.7932,185.6819,130.0884,155.4992,141.7233,133.2198,102.2067,0,128.5041
Greece,EU_HIGH,2025,Q2,d2,EU,import,CBAM,127.3873,124.8063,126.6670,132.2194,142.5237,196.3263,136.3411,137.0214,95.2138,88.2109,86.2001,86.2001,86.2001,109.9099,119.4840,132.0893,127.8175,175.6676,211.3326,201.3284,206.3305,136.6312,123.2156,120.2443,0,134.5570
Greece,EU_HIGH,2025,Q2,d3,EU,import,CBAM,89.1814,88.4510,90.2117,99.9358,102.6370,105.3781,105.5882,105.5281,89.8616,88.1109,92.9829,83.1588,88.8411,103.9475,107.8791,110.1301,107.9692,125.1064,144.0743,107.6790,104.6178,107.5090,109.3298,104.9779,0,102.6286
Greece,EU_HIGH,2025,Q2,d4,EU,import,CBAM,103.6274,105.1480,110.9104,125.5566,143.7942,170.0453,152.2278,134.2402,119.8142,111.8208,104.0376,99.4556,97.2147,100.3260,119.9743,141.6933,189.2833,142.0635,150.2470,137.5716,127.1472,108.6095,90.0317,79.7774,0,123.5257
Greece,EU_HIGH,2025,Q2,d5,EU,import,CBAM,145.2548,138.4119,138.2219,137.2215,139.2123,136.4311,136.2110,135.1706,102.2067,89.2013,84.1592,62.2000,92.2025,127.6374,132.1893,136.3311,206.2905,206.2905,206.2905,177.2883,139.1423,136.4012,128.7179,128.7179,0,135.8917
Greece,EU_HIGH,2025,Q2,d6,EU,import,CBAM,72.2642,84.0692,88.7612,88.1109,109.3498,114.7320,102.1567,89.9017,77.1962,72.2742,71.4639,71.7640,72.8644,86.8503,97.2147,108.3694,101.9467,132.5695,151.9976,128.5379,103.2072,91.1421,80.8878,73.0946,0,94.6136
