Plants,Zone,Type,fuel1,StYr,RetrYr,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize,Error,HydroCapacityFactor,HydroCapacityFactorQ1,HydroCapacityFactorQ2,HydroCapacityFactorQ3,HydroCapacityFactorQ4
Mtwara,Tanzania,GT,Gas,2018,2035,19,0.2,8.34,0.3,0.3,0,0.2,8200,4.5,0,0,30,,,0,,1,0,0.05,0,0,12329.89,,,,,
Mtwara_I,Tanzania,CCGT,Gas,2028,2078,300,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,300,300,0,,3,0,0.05,0,0,35066.113,,,,,
Mtwara_II,Tanzania,CCGT,Gas,2029,2079,300,0.2,6.75,0.1,0.1,0,0.2,30000,4.5,0,1.213,30,300,300,0,,3,0,0.05,0,0,35068.113,,,,,
Muanda_TH_ZAR,DRC,ICE,HFO,2000,2050,4.8,0.06,9.990938997,1,1,0,0.4,8000,6.4,0,0,30,,,0,,1,0,0,0,0,12132.65094,,,,,
Muela_HY_LSO,Lesotho,ROR,Water,2000,2060,74,0,0,1,1,0,0.396,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50704.946,0.792,0.786,0.944,0.82,0.617
Muela2_HY_LSO,Lesotho,ROR,Water,2037,2060,110,0,0,1,1,0,0.396,46500,0.55,0,4.248837209,50,110,110,0,,3,0,0,0,0,51004.19484,0.792,0.786,0.944,0.82,0.617
Mulanje_Ruo_Ndiza,Malawi,ROR,Water,2020,2060,9.8,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,,1,0,0,0,0,44908.21108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
MumbotutaFalls_HY_ZMB,Zambia,ROR,Water,2030,2060,301,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,301,301,0,,3,0,0,0,0,51576.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
Munyati_TH_ZWE,Zimbabwe,ST,Coal,1957,2007,100,,11.373804,,,,,,,,0,,,,0,,1,0,0.1,0,100,49126.8138,,,,,
MupataGorgeNorth_HY_ZMB,Zambia,ROR,Water,2030,2060,600,0,0,1,1,0,0.278070484,46500,0.55,0,4.248837209,50,600,600,0,,3,0,0,0,0,52473.07691,0.55614968,0.567594269,0.567594269,0.54957494,0.54957494
MupataGorgeSouth_HY_ZWE,Zimbabwe,ROR,Water,2030,2060,600,0,0,1,1,0,0.275342466,46500,0.55,0,4.251,50,600,600,0,,3,0,0,0,0,52470.07634,0.556849316,0.76,0.38,0.38,0.76
MusondaFalls_HY_ZMB,Zambia,ROR,Water,1972,2060,10,0,0,1,1,0,0.180625,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50618.73063,0.36125,0.377,0.383,0.297,0.388
Mwadingusha_HY_ZAR,DRC_South,ROR,Water,1954,2060,67.8,0,0,1,1,0,0.44,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50663.79,0.88,,,,
Mwenga_HY_TZA,Tanzania,ROR,Water,2012,2060,3,0,0,1,1,0,0.243835605,2300,0.5,0,0,50,,,0,,1,0,0,0,0,6453.743836,0.48767122,0.737445418,0.528766956,0.289463859,0.433581157
Mzimba_I_WIND_MWI,Malawi,WIND,OnshoreWind,2030,2055,0,0,0,1,1,0,0,28000,0,0,1.6,30,50,50,0,,3,0,0,1,0,32244.6,,,,,
Mzimba_II_WIND_MWI,Malawi,WIND,OnshoreWind,2032,2062,0,0,0,1,1,0,0,28000,0,0,1.6,30,0,100,0,,3,0,0,1,0,32253.6,,,,,
Mzuzu_Luwinga_ICE_MWI,Malawi,ICE,Diesel,2000,2060,4.5,0.2,10.98933842,0.15,0.15,0,0.2,46550,5.575,0,0,30,0,0,0,,1,0,0,0,0,50695.76434,,,,,
NacalaJICA_TH_MOZ,Mozambique,ICE,HFO,2021,2071,40,0.06,10.425987,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,,1,0,0,0,40,12203.28599,,,,,
Namibe_TH_AGO,Angola,CCGT,Gas,2030,2082,750,0.2,6.4,1,1,0,0.2,6600,4,0,1.245080501,30,750,5000,0,7,3,7.1,0.05,0,0,17286.19508,,,,,
NamibiaCCGTNG_TH_NAM,Namibia,CCGT,LNG,2026,2076,4000,0.45,6.4,1,1,0,0.07,17000,3.5,0,1.245080501,30,500,4000,0,7,3,7.1,0.05,0,0,29685.81508,,,,,
NamibiaCoal_TH_NAM,Namibia,ST,Coal,2035,2085,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49186.4565,,,,,
NamibiaOCGTNG_TH_NAM,Namibia,GT,LNG,2026,2076,2000,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,400,2000,0,7,3,9.7,0.05,0,0,25590.16682,,,,,
NamPowerWindFarm_2031,Namibia,WIND,OnshoreWind,2032,2062,4000,0,0,1,1,0,0,28000,0,0,1.6,30,150,4000,0,,3,0,0,1,0,40298.6,,,,,
Natron,Tanzania,ST,Geothermal,2030,2055,60,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,60,60,0,,3,0,0,0,0,132738.3012,,,,,
Ncondezi_TH_MOZ,Mozambique,ST,Coal,2026,2076,0,,8.6,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,0,49165.4565,,,,,
Near_Salima_Nanjoka_LNG_MWI,Malawi,GT,Gas,2055,2060,73,0.2,10.42,1,1,0,0.2,20000,3,0,0.9,30,73,30,0,,3,0,0.05,0,0,24355.77,,,,,
New_CBM_Bot_gas_2031,Botswana,CCGT,Gas,2027,2060,100,0.6,6.4,1,1,0,0.2,85243,2.59,0,2.925939177,30,100,100,0,,3,0,0.05,0,100,89687.76594,,,,,
New_Coal_1_BWA,Botswana,ST,Coal,2030,2060,300,,8.6,,,,,,,,2.466504472,,300,300,0,,3,0,0.05,0,300,50055.4565,,,,,
New_Coal_2_BWA,Botswana,ST,Coal,2032,2060,300,,8.6,,,,,,,,2.466504472,,300,300,0,,3,0,0.05,0,300,50057.4565,,,,,
New_CSP_AGO,Angola,CSP,CSP,2024,2050,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,0,,3,0,0,0,0,26646.6,,,,,
New_CSP_BWA,Botswana,CSP,CSP,2030,2060,8000,0,0,1,1,0,0.8,22000,3,0,1.915,30,500,8000,0,,3,0,0,0,0,42659.715,,,,,
New_CSP_LSO,Lesotho,CSP,CSP,2024,2050,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,50,0,0,,3,0,0,0,0,26189.6,,,,,
New_CSP_NAM,Namibia,CSP,CSP,2027,2060,250,0,0,1,1,0,0.8,22000,3,0,1.85,30,250,250,0,,3,0,0,0,0,26907.65,,,,,
New_CSP_SWZ,Eswatini,CSP,CSP,2024,2050,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,100,0,0,,3,0,0,0,0,26240.6,,,,,
New_CSP_TZA,Tanzania,CSP,CSP,2024,2050,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,0,,3,0,0,0,0,26647.6,,,,,
New_CSP_ZAF,South_Africa,CSP,CSP,2030,2060,20000,0,0,1,1,0,0.8,22000,3,0,1.865,30,2000,20000,0,,3,0,0,0,0,68154.665,,,,,
New_CSP_ZAF_2024,South_Africa,CSP,CSP,2024,2054,100,0,0,1,1,0,0.8,22000,3,0,1.865,30,100,100,0,,2,0,0,0,0,26441.665,,,,,
New_CSP_ZMB,Zambia,CSP,CSP,2024,2055,0,0,0,1,1,0,0.8,22000,3,0,1.8,30,500,0,0,,3,0,0,0,0,26650.6,,,,,
New_OffshoreWind_AGO,Angola,WIND,OffshoreWind,2035,2060,8000,0,0,1,1,0,0,70000,0,0,3.3,30,600,8000,0,,3,0,0,1,0,90763.3,,,,,
New_OffshoreWind_MOZ,Mozambique,WIND,OffshoreWind,2026,2060,8000,0,0,1,1,0,0,70000,0,0,3.2,30,600,8000,0,,3,0,0,1,0,90749.2,,,,,
New_OffshoreWind_NAM,Namibia,WIND,OffshoreWind,2030,2060,8000,0,0,1,1,0,0,70000,0,0,3.3,30,600,8000,0,,3,0,0,1,0,90756.3,,,,,
New_OffshoreWind_TZA,Tanzania,WIND,OffshoreWind,2035,2060,0,0,0,1,1,0,0,70000,0,0,3.3,30,0,0,0,,3,0,0,1,0,74164.3,,,,,
New_OffshoreWind_ZAF,South_Africa,WIND,OffshoreWind,2030,2060,20200,0,0,1,1,0,0,70000,0,0,3.4,30,1515,20200,0,,3,0,0,1,0,116065.4,,,,,
New_OnshoreWind_AGO,Angola,WIND,OnshoreWind,2030,2060,8000,0,0,1,1,0,0,28000,0,0,1.6,30,600,8000,0,,3,0,0,1,0,48746.6,,,,,
New_OnshoreWind_BWA,Botswana,WIND,OnshoreWind,2031,2061,500,0,0,1,1,0,0,28000,0,0,1.6,30,50,500,0,,3,0,0,1,0,33195.6,,,,,
New_OnshoreWind_DRC_2026,DRC,WIND,OnshoreWind,2026,2056,4000,0,0,1,1,0,0,28000,0,0,1.6,30,300,4000,0,,3,0,0,1,0,40440.6,,,,,
New_OnshoreWind_DRCSouth_2026,DRC_South,WIND,OnshoreWind,2026,2056,4000,0,0,1,1,0,0,28000,0,0,1.6,30,300,4000,0,,3,0,0,1,0,40442.6,,,,,
New_OnshoreWind_LSO,Lesotho,WIND,OnshoreWind,2026,2056,500,0,0,1,1,0,0,28000,0,0,1.6,30,50,500,0,,3,0,0,1,0,33181.6,,,,,
New_OnshoreWind_MOZ,Mozambique,WIND,OnshoreWind,2026,2056,8000,0,0,1,1,0,0,28000,0,0,1.6,30,600,8000,0,,3,0,0,1,0,48733.6,,,,,
New_OnshoreWind_NAM_2027,Namibia,WIND,OnshoreWind,2028,2058,200,0,0,1,1,0,0,28000,0,0,1.6,30,50,200,0,,3,0,0,1,0,32590.6,,,,,
New_OnshoreWind_SWZ,Eswatini,WIND,OnshoreWind,2030,2060,1000,0,0,1,1,0,0,28000,0,0,1.6,30,50,1000,0,,3,0,0,1,0,34190.6,,,,,
New_OnshoreWind_ZAF,South_Africa,WIND,OnshoreWind,2026,2056,40000,0,0,1,1,0,0,28000,0,0,1.665,30,3000,40000,0,,3,0,0,1,0,115130.665,,,,,
New_OnshoreWind_ZMB,Zambia,WIND,OnshoreWind,2031,2061,5000,0,0,1,1,0,0,28000,0,0,1.6,30,375,5000,0,,3,0,0,1,0,42522.6,,,,,
New_OnshoreWind_ZWE,Zimbabwe,WIND,OnshoreWind,2028,2058,8000,0,0,1,1,0,0,28000,0,0,1.6,30,375,8000,0,,3,0,0,1,0,48513.6,,,,,
New_Pangani_Falls,Tanzania,ROR,Water,1995,2060,68,0,0,1,1,0,0.210540475,3400,0.003,0,0,50,,,0,,1,0,0,0,0,7601.21354,0.4,0.361345296,0.569384692,0.364596148,0.367965478
New_PV_AGO,Angola,PV,PV,2027,2060,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,,3,0,0,1,0,35737.8,,,,,
New_PV_BWA,Botswana,PV,PV,2035,2060,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,,3,0,0,1,0,35742.8,,,,,
New_PV_DRC,DRC,PV,PV,2026,2060,4000,0,0,1,1,0,0,15000,0,0,0.8,25,300,4000,0,,3,0,0,1,0,27438.8,,,,,
New_PV_DRCSouth,DRC_South,PV,PV,2026,2060,4000,0,0,1,1,0,0,15000,0,0,0.8,25,300,4000,0,,3,0,0,1,0,27440.8,,,,,
New_PV_LSO,Lesotho,PV,PV,2026,2060,500,0,0,1,1,0,0,15000,0,0,0.8,25,37.5,500,0,,3,0,0,1,0,20167.3,,,,,
New_PV_MOZ,Mozambique,PV,PV,2026,2060,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,,3,0,0,1,0,35731.8,,,,,
New_PV_NAM_2026,Namibia,PV,PV,2026,2060,500,0,0,1,1,0,0,15000,0,0,0.8,25,75,500,0,,3,0,0,1,0,20209.8,,,,,
New_PV_NAM_2031,Namibia,PV,PV,2031,2060,500,0,0,1,1,0,0,15000,0,0,0.8,25,75,500,0,,3,0,0,1,0,20214.8,,,,,
New_PV_NAM_2036,Namibia,PV,PV,2036,2060,4000,0,0,1,1,0,0,15000,0,0,0.8,25,100,4000,0,,3,0,0,1,0,27244.8,,,,,
New_PV_SWZ,Eswatini,PV,PV,2026,2060,1000,0,0,1,1,0,0,15000,0,0,0.8,25,75,1000,0,,3,0,0,1,0,21205.8,,,,,
New_PV_ZAF,South_Africa,PV,PV,2026,2060,30000,0,0,1,1,0,0,15000,0,0,0.8,25,2250,30000,0,,3,0,0,1,0,81378.8,,,,,
New_PV_ZMB_2026,Zambia,PV,PV,2026,2060,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,,3,0,0,1,0,35735.8,,,,,
New_PV_ZMB_2031,Zambia,PV,PV,2031,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,3,0,0,1,0,19140.8,,,,,
New_PV_ZMB_2040,Zambia,PV,PV,2041,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,800,0,0,,3,0,0,1,0,19950.8,,,,,
New_PV_ZWE_2026,Zimbabwe,PV,PV,2026,2060,8000,0,0,1,1,0,0,15000,0,0,0.8,25,600,8000,0,,3,0,0,1,0,35732.8,,,,,
New_PV_ZWE_2031,Zimbabwe,PV,PV,2031,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,0,0,0,,3,0,0,1,0,19137.8,,,,,
New_PV_ZWE_2036,Zimbabwe,PV,PV,2036,2060,0,0,0,1,1,0,0,15000,0,0,0.8,25,500,0,0,,3,0,0,1,0,19642.8,,,,,
NewCCGTNG_TH_AGO,Angola,CCGT,LNG,2055,2105,0,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,0,0,0,7,3,7.1,0.05,0,0,10845.81508,,,,,
NewCCGTNG_TH_LSO,Lesotho,CCGT,LNG,2027,2074,500,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.17732737,30,500,5000,0,7,3,7.1,0.05,0,0,16779.74733,,,,,
NewCCGTNG_TH_SWZ,Eswatini,CCGT,LNG,2027,2077,500,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,500,500,0,7,3,7.1,0.05,0,0,12283.81508,,,,,
NewPV_1_BWA,Botswana,PV,PV,2024,2060,100,0,0,1,1,0,0,15000,0,0,0.8,25,100,100,0,,2,0,0,1,0,19430.8,,,,,
NewSolar2025_PV_ZMB,Zambia,PV,PV,2025,2060,165,0,0,1,1,0,0,15000,0,0,0.8,25,8.25,165,0,,2,0,0,1,0,19472.05,,,,,
NEWSto_BWA,Botswana,STORAGE,Battery,2026,2055,50,0,0,1,1,0,0.9,13860,0,0,0.2,20,50,50,0,,3,0,0,0,0,18150.1,,,,,
NgodwanaEnergyProject_BIO_ZAF,South_Africa,ST,Biomass,2000,2055,25,0.3,10,0.33,0.33,0,0.8,48000,3,0,0,30,,,0,,1,0,0,0,25,52151.76,,,,,
Ngozi_I,Tanzania,ST,Geothermal,2030,2055,30,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,30,30,0,,3,0,0,0,0,132648.3012,,,,,
Ngozi_II,Tanzania,ST,Geothermal,2030,2055,30,0,0,0.3,0.3,0,0.2,128400,0.0012,0,3.5,30,30,30,0,,3,0,0,0,0,132648.3012,,,,,
"Nkula_(A,B)_+_upgrade_HY_MWI",Malawi,STOHY,Water,2000,2060,136,0,0,1,1,0,0.325077306,40737.536,0.55,0,0,50,0,0,0,,1,0,0,0,0,45006.41108,0.651546123,0.61976749,0.684349392,0.689222195,0.615215736
Nseke_HY_ZAR,DRC_South,ROR,Water,1957,2060,260,0,0,1,1,0,0.41,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50858.96,0.82,,,,
Nyakato,Tanzania,ICE,HFO,2013,2032,60,0.06,10.8,0.3,0.3,0,0.4,13300,4.5,0,0,30,,,0,,1,0,0,0,0,17479.36,,,,,
Nyumba_Ya_Mungu,Tanzania,STOHY,Water,1968,2018,8,0,0,1,1,0,0.193646727,15800,0.5,0,0,50,,,0,,1,0,0,0,0,19864.69365,0.51,0.634541617,0.581827394,0.495277869,0.576813358
Nzilo_HY_ZAR,DRC_South,ROR,Water,1954,2060,108,0,0,1,1,0,0.31,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50703.86,0.62,,,,
Nzongo_HY_ZAR,DRC,ROR,Water,1965,2060,75,0,0,1,1,0,0.435,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50679.985,0.87,,,,
NzongoII_HY_ZAR,DRC,ROR,Water,2022,2060,150,0,0,1,1,0,0.435,46500,0.55,0,0,50,0,0,0,,1,0,0,0,0,50811.985,0.87,,,,
Nzoro_HY_ZAR,DRC,ROR,Water,2024,2060,108.4,0,0,1,1,0,0.193435172,46500,0.55,0,4.248837209,50,108.4,108.4,0,,3,0,0,0,0,50995.19227,0.38687345,,,,
Omburru_BESS_NAM,Namibia,STORAGE,Battery,2024,2055,31,0,0,1,1,0,0.9,13860,0,0,0.2,20,31,31,0,,2,0,0,0,0,18091.1,,,,,
Omburru_Wind_Nam,Namibia,PV,PV,2018,2055,20,0,0,1,1,0,0,28000,0,0,0,30,0,0,0,,1,0,0,1,0,32144,,,,,
Orapa1and2_TH_BWA,Botswana,GT,HFO,2000,2031,90,0.2,10.41544727,1,1,0,0.2,17000,4,0,0,30,,,0,,1,0,0,0,0,21182.81545,,,,,
Otikojoto_Biomass_NAM,Namibia,ST,Biomass,2028,2055,40,0.3,12.5,1,1,0,0.8,20000,5,0,2.697674419,30,40,40,0,,2,0,0,0,40,24290.29767,,,,,
Oxbow_HY_LSO,Lesotho,ROR,Water,2029,2060,80,0,0,1,1,0,0.2785,46500,0.55,0,4.248837209,50,80,80,0,,3,0,0,0,0,50906.07734,0.557,,,,
PalmietPH_HY_ZAF,South_Africa,STORAGE,Water,1988,2060,400,,0,1,1,0,0.8,46500,0.55,0,0,50,,,0,,1,0,0,0,0,51023.35,,,,,
Paratus_TH_NAM,Namibia,ICE,HFO,1976,2017,25.6,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,,,0,,1,0,0,0,0,12092.87545,,,,,
PortRexGas_TH_ZAF,South_Africa,GT,HFO,1976,2026,171,0.2,11.26101378,1,1,0,0.2,17000,4,0,0,30,,,0,,1,0,0,0,0,21230.66101,,,,,
PowerAfrica_TH_BWA,Botswana,ICE,HFO,2015,2040,0,0.06,10.41544727,1,1,0,0.4,8000,6.4,0,0,30,0,0,0,,1,0,0,0,0,12128.27545,,,,,
PretoriaWest_TH_ZAF,South_Africa,ST,Coal,1952,2019,180,,13.09693531,,,,,,,,0,,,,0,,1,0,0.05,0,180,49211.48694,,,,,
PV_2027_MWI,Malawi,PV,PV,2027,2060,300,0,0,1,1,0,0,15000,0,0,0.8,25,100,300,0,,3,0,0,1,0,19840.8,,,,,
PV_2030_MWI,Malawi,PV,PV,2030,2060,5000,0,0,1,1,0,0,15000,0,0,0.8,25,200,5000,0,,3,0,0,1,0,29343.8,,,,,
PV_Caraculo_OffGrid,Angola,PV,PV,2022,2073,25,0,0,1,1,0,0,15000,0,0,0,25,0,0,0,,1,0,0,1,0,19168,,,,,
PV_Tanzania,Tanzania,PV,PV,2027,2052,8000,0,0,1,1,0,0,14000,0,0,0.9,25,100,8000,0,,3,0,0,1,0,34230.9,,,,,
Quedas&Ocua_HY_MOZ,Mozambique,ROR,Water,2030,2060,0,0,0,1,1,0,0.406440138,46500,0.55000235,0,5.49875969,50,1500,1500,0,,3,0,0,0,0,53670.4552,0.812882758,,,,
Quilengues_HY_AGO,Angola,ROR,Water,2040,2060,210,0,0,1,1,0,0.121826136,46500,0.55,0,5.86744186,50,210,210,0,,3,0,0,0,0,51315.53927,0.38,,,,
RessanoGarciaEDM/Sasol_TH_MOZ,Mozambique,GT,Gas,2015,2065,170,0.06,9.990938997,1,1,0,0.4,8000,6.4,0,0,30,,,0,7,1,10.690939,0.5,0,0,12325.04188,,,,,
RessanoGarciaGigawatt_TH_MOZ,Mozambique,GT,Gas,2016,2066,120,0.2,9.990938997,1,1,0,0.2,17000,4,0,0,30,,,0,7,1,10.690939,0.5,0,0,21274.58188,,,,,
RochaPinto_TH_AGO,Angola,GT,Gas,2000,2019,40,0.2,13.62126767,1,1,0,0.2,17000,4,0,0,30,,,0,7,1,14.32126767,0.25,0,0,21143.59254,,,,,
Rooiwal_TH_ZAF,South_Africa,ST,Coal,1963,2019,300,,12.32541227,,,,,,,,0,,,,0,,1,0,0.05,0,300,49341.71541,,,,,
RoshPinah_PV_NAM,Namibia,PV,PV,2025,2060,70,0,0,1,1,0,0,15000,0,0,0.8,25,70,70,0,,2,0,0,1,0,19342.8,,,,,
Ruacana_HY_NAM,Namibia,ROR,Water,1975,2060,347,0,0,1,1,0,0.175,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50957.725,0.35,,,,
Ruhudji,Tanzania,STOHY,Water,2032,2060,358,0,0,1,1,0,0.285,1640,0.5,0,1.4794,50,358,358,0,,3,0,0,0,0,6880.2644,0.637738833,1,0.924495581,0.318673589,0.362279168
Rukuru_C_MWI,Malawi,ST,Coal,2055,2060,0,,9.853126851,,,,,,,,2.84,,0,80,0,,3,0,0.05,0,0,64269.95313,,,,,
Rumakali,Tanzania,STOHY,Water,2030,2060,222,0,0,1,1,0,0.305,1640,0.5,0,2.197,50,222,222,0,,3,0,0,0,0,6471.002,0.668895412,0.823963845,0.957722833,0.471769324,0.428636128
Rusumo_HY_TZA,Tanzania,ROR,Water,2025,2060,26.7,0,0,1,1,0,0.29,1640,0.5,0,4.248837209,50,26.7,26.7,0,,2,0,0,0,0,5889.138837,0.37,0.426573937,0.374933212,0.327538142,0.359628336
Ruzizi12Tshopo_HY_ZAR,DRC,ROR,Water,1972,2060,40,0,0,1,1,0,0.31,46500,0.55,0,0,50,,,0,,1,0,0,0,0,50651.86,0.62,,,,
Ruzizi3_HY_ZAR,DRC,ROR,Water,2024,2060,110,0,0,1,1,0,0.31,46500,0.55,0,4.248837209,50,110,110,0,,3,0,0,0,0,51000.10884,0.62,,,,
Ruzizi4_HY_ZAR,DRC,ROR,Water,2024,2060,270,0,0,1,1,0,0.31,46500,0.55,0,4.248837209,50,270,270,0,,3,0,0,0,0,51480.10884,0.62,,,,
SA_CahoraBassa29_HY_MOZ,Mozambique,ROR,Water,2000,2060,1375,0,0,1,1,0,0.4,46500,0.55,0,0,50,,,0,,1,0,0,0,0,52007.95,0.8,,,,
SA_CahoraBassa30_HY_MOZ,Mozambique,ROR,Water,2034,2060,1245,0,0,1,1,0,0.4,46500,0.55,0,4.251,50,,,0,,3,0,0,0,0,51918.201,0.8,,,,
SA_IRP_New_BESS_2031,South_Africa,STORAGE,Battery,2031,2056,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28000.08,,,,,
SA_IRP_New_BESS_2032,South_Africa,STORAGE,Battery,2032,2057,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28002.08,,,,,
SA_IRP_New_BESS_2033,South_Africa,STORAGE,Battery,2033,2058,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28004.08,,,,,
SA_IRP_New_BESS_2034,South_Africa,STORAGE,Battery,2034,2059,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28006.08,,,,,
SA_IRP_New_BESS_2035,South_Africa,STORAGE,Battery,2035,2060,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28008.08,,,,,
SA_IRP_New_BESS_2036,South_Africa,STORAGE,Battery,2036,2061,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28010.08,,,,,
SA_IRP_New_BESS_2037,South_Africa,STORAGE,Battery,2037,2062,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28012.08,,,,,
SA_IRP_New_BESS_2038,South_Africa,STORAGE,Battery,2038,2063,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28014.08,,,,,
SA_IRP_New_BESS_2039,South_Africa,STORAGE,Battery,2039,2064,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28016.08,,,,,
SA_IRP_New_BESS_2040,South_Africa,STORAGE,Battery,2040,2065,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28018.08,,,,,
SA_IRP_New_BESS_2041,South_Africa,STORAGE,Battery,2041,2066,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28020.08,,,,,
SA_IRP_New_BESS_2042,South_Africa,STORAGE,Battery,2042,2067,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28022.08,,,,,
SA_IRP_New_BESS_2043,South_Africa,STORAGE,Battery,2043,2068,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28024.08,,,,,
SA_IRP_New_BESS_2044,South_Africa,STORAGE,Battery,2044,2069,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28026.08,,,,,
SA_IRP_New_BESS_2045,South_Africa,STORAGE,Battery,2045,2070,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28028.08,,,,,
SA_IRP_New_BESS_2046,South_Africa,STORAGE,Battery,2046,2071,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28030.08,,,,,
SA_IRP_New_BESS_2047,South_Africa,STORAGE,Battery,2047,2072,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28032.08,,,,,
SA_IRP_New_BESS_2048,South_Africa,STORAGE,Battery,2048,2073,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28034.08,,,,,
SA_IRP_New_BESS_2049,South_Africa,STORAGE,Battery,2049,2074,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28036.08,,,,,
SA_IRP_New_BESS_2050,South_Africa,STORAGE,Battery,2050,2075,0,0,0,1,1,0,0.9,13860,0,0,0.18,20,0,10000,0,,2,0,0,0,0,28038.08,,,,,
SA_IRP_New_Gas_CCGT_2031,South_Africa,CCGT,Gas,2031,2081,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10776.69508,,,,,
SA_IRP_New_Gas_CCGT_2032,South_Africa,CCGT,Gas,2032,2082,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10778.69508,,,,,
SA_IRP_New_Gas_CCGT_2033,South_Africa,CCGT,Gas,2033,2083,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10780.69508,,,,,
SA_IRP_New_Gas_CCGT_2034,South_Africa,CCGT,Gas,2034,2084,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10782.69508,,,,,
SA_IRP_New_Gas_CCGT_2035,South_Africa,CCGT,Gas,2035,2085,0,0.2,6.4,1,1,0,0.2,6600,3.5,0,1.245080501,30,0,0,0,7,2,7.1,0.05,0,0,10784.69508,,,,,
