uni_0,uni_1,uni_2,uni_3,uni_4,value
Ghana,Wind,wet,1,t14,0.046
Ghana,Wind,wet,1,t15,0.063
Ghana,Wind,wet,1,t16,0.101
Ghana,Wind,wet,1,t17,0.182
Ghana,Wind,wet,1,t18,0.328
Ghana,Wind,wet,1,t19,0.488
Ghana,Wind,wet,1,t20,0.5
Ghana,Wind,wet,1,t21,0.451
Ghana,Wind,wet,1,t22,0.381
Ghana,Wind,wet,1,t23,0.333
Ghana,Wind,wet,1,t24,0.309
Ghana,Wind,wet,2,t01,0.215
Ghana,Wind,wet,2,t02,0.242
Ghana,Wind,wet,2,t03,0.254
Ghana,Wind,wet,2,t04,0.27
Ghana,Wind,wet,2,t05,0.272
Ghana,Wind,wet,2,t06,0.294
Ghana,Wind,wet,2,t07,0.272
Ghana,Wind,wet,2,t08,0.221
Ghana,Wind,wet,2,t09,0.238
Ghana,Wind,wet,2,t10,0.231
Ghana,Wind,wet,2,t11,0.183
Ghana,Wind,wet,2,t12,0.118
Ghana,Wind,wet,2,t13,0.061
Ghana,Wind,wet,2,t14,0.028
Ghana,Wind,wet,2,t15,0.012
Ghana,Wind,wet,2,t16,0.005
Ghana,Wind,wet,2,t17,0.003
Ghana,Wind,wet,2,t18,0.004
Ghana,Wind,wet,2,t19,0.005
Ghana,Wind,wet,2,t20,0.004
Ghana,Wind,wet,2,t21,0.001
Ghana,Wind,wet,3,t01,0.389
Ghana,Wind,wet,3,t02,0.469
Ghana,Wind,wet,3,t03,0.462
Ghana,Wind,wet,3,t04,0.383
Ghana,Wind,wet,3,t05,0.337
Ghana,Wind,wet,3,t06,0.3
Ghana,Wind,wet,3,t07,0.219
Ghana,Wind,wet,3,t08,0.227
Ghana,Wind,wet,3,t09,0.445
Ghana,Wind,wet,3,t10,0.401
Ghana,Wind,wet,3,t11,0.32
Ghana,Wind,wet,3,t12,0.275
Ghana,Wind,wet,3,t13,0.252
Ghana,Wind,wet,3,t14,0.237
Ghana,Wind,wet,3,t15,0.217
Ghana,Wind,wet,3,t16,0.182
Ghana,Wind,wet,3,t17,0.147
Ghana,Wind,wet,3,t18,0.133
Ghana,Wind,wet,3,t19,0.141
Ghana,Wind,wet,3,t20,0.164
Ghana,Wind,wet,3,t21,0.207
Ghana,Wind,wet,3,t22,0.276
Ghana,Wind,wet,3,t23,0.352
Ghana,Wind,wet,3,t24,0.401
Ghana,Wind,wet,4,t01,0.077
Ghana,Wind,wet,4,t02,0.122
Ghana,Wind,wet,4,t03,0.146
Ghana,Wind,wet,4,t04,0.167
Ghana,Wind,wet,4,t05,0.185
Ghana,Wind,wet,4,t06,0.192
Ghana,Wind,wet,4,t07,0.18
Ghana,Wind,wet,4,t08,0.083
Ghana,Wind,wet,4,t09,0.022
Ghana,Wind,wet,4,t10,0.006
Ghana,Wind,wet,4,t13,0.004
Ghana,Wind,wet,4,t14,0.024
Ghana,Wind,wet,4,t15,0.046
Ghana,Wind,wet,4,t16,0.067
Ghana,Wind,wet,4,t17,0.086
Ghana,Wind,wet,4,t18,0.094
Ghana,Wind,wet,4,t19,0.1
Ghana,Wind,wet,4,t20,0.109
Ghana,Wind,wet,4,t21,0.123
Ghana,Wind,wet,4,t22,0.141
Ghana,Wind,wet,4,t23,0.152
Ghana,Wind,wet,4,t24,0.148
Ghana,Rooftop,dry,1,t07,0.023
Ghana,Rooftop,dry,1,t08,0.249
Ghana,Rooftop,dry,1,t09,0.491
Ghana,Rooftop,dry,1,t10,0.66
Ghana,Rooftop,dry,1,t11,0.761
Ghana,Rooftop,dry,1,t12,0.803
Ghana,Rooftop,dry,1,t13,0.788
Ghana,Rooftop,dry,1,t14,0.726
Ghana,Rooftop,dry,1,t15,0.608
Ghana,Rooftop,dry,1,t16,0.428
Ghana,Rooftop,dry,1,t17,0.213
Ghana,Rooftop,dry,1,t18,0.032
Ghana,Rooftop,dry,2,t07,0.038
Ghana,Rooftop,dry,2,t08,0.279
Ghana,Rooftop,dry,2,t09,0.492
Ghana,Rooftop,dry,2,t10,0.624
Ghana,Rooftop,dry,2,t11,0.704
Ghana,Rooftop,dry,2,t12,0.761
Ghana,Rooftop,dry,2,t13,0.793
Ghana,Rooftop,dry,2,t14,0.765
Ghana,Rooftop,dry,2,t15,0.667
Ghana,Rooftop,dry,2,t16,0.503
Ghana,Rooftop,dry,2,t17,0.282
Ghana,Rooftop,dry,2,t18,0.052
Ghana,Rooftop,dry,3,t07,0.017
Ghana,Rooftop,dry,3,t08,0.121
Ghana,Rooftop,dry,3,t09,0.237
Ghana,Rooftop,dry,3,t10,0.337
Ghana,Rooftop,dry,3,t11,0.418
Ghana,Rooftop,dry,3,t12,0.434
Ghana,Rooftop,dry,3,t13,0.396
Ghana,Rooftop,dry,3,t14,0.357
Ghana,Rooftop,dry,3,t15,0.285
Ghana,Rooftop,dry,3,t16,0.176
Ghana,Rooftop,dry,3,t17,0.095
Ghana,Rooftop,dry,3,t18,0.016
Ghana,Rooftop,dry,4,t07,0.014
Ghana,Rooftop,dry,4,t08,0.145
Ghana,Rooftop,dry,4,t09,0.347
Ghana,Rooftop,dry,4,t10,0.506
Ghana,Rooftop,dry,4,t11,0.578
Ghana,Rooftop,dry,4,t12,0.586
Ghana,Rooftop,dry,4,t13,0.539
Ghana,Rooftop,dry,4,t14,0.47
Ghana,Rooftop,dry,4,t15,0.34
Ghana,Rooftop,dry,4,t16,0.214
Ghana,Rooftop,dry,4,t17,0.089
Ghana,Rooftop,dry,4,t18,0.011
Ghana,Rooftop,wet,1,t07,0.039
Ghana,Rooftop,wet,1,t08,0.184
Ghana,Rooftop,wet,1,t09,0.326
Ghana,Rooftop,wet,1,t10,0.445
Ghana,Rooftop,wet,1,t11,0.534
Ghana,Rooftop,wet,1,t12,0.5760000000000001
Ghana,Rooftop,wet,1,t13,0.579
Ghana,Rooftop,wet,1,t14,0.536
Ghana,Rooftop,wet,1,t15,0.456
Ghana,Rooftop,wet,1,t16,0.326
Ghana,Rooftop,wet,1,t17,0.185
Ghana,Rooftop,wet,1,t18,0.049
Ghana,Rooftop,wet,2,t07,0.021
Ghana,Rooftop,wet,2,t08,0.075
Ghana,Rooftop,wet,2,t09,0.111
Ghana,Rooftop,wet,2,t10,0.163
Ghana,Rooftop,wet,2,t11,0.232
Ghana,Rooftop,wet,2,t12,0.279
Ghana,Rooftop,wet,2,t13,0.309
Ghana,Rooftop,wet,2,t14,0.308
Ghana,Rooftop,wet,2,t15,0.262
Ghana,Rooftop,wet,2,t16,0.208
Ghana,Rooftop,wet,2,t17,0.13
Ghana,Rooftop,wet,2,t18,0.045
Ghana,Rooftop,wet,3,t07,0.029
Ghana,Rooftop,wet,3,t08,0.131
Ghana,Rooftop,wet,3,t09,0.27
Ghana,Rooftop,wet,3,t10,0.389
Ghana,Rooftop,wet,3,t11,0.482
Ghana,Rooftop,wet,3,t12,0.534
Ghana,Rooftop,wet,3,t13,0.543
Ghana,Rooftop,wet,3,t14,0.508
Ghana,Rooftop,wet,3,t15,0.44
Ghana,Rooftop,wet,3,t16,0.325
Ghana,Rooftop,wet,3,t17,0.186
Ghana,Rooftop,wet,3,t18,0.055
Ghana,Rooftop,wet,4,t07,0.01
Ghana,Rooftop,wet,4,t08,0.094
Ghana,Rooftop,wet,4,t09,0.22
Ghana,Rooftop,wet,4,t10,0.313
Ghana,Rooftop,wet,4,t11,0.366
Ghana,Rooftop,wet,4,t12,0.404
Ghana,Rooftop,wet,4,t13,0.421
Ghana,Rooftop,wet,4,t14,0.377
Ghana,Rooftop,wet,4,t15,0.259
Ghana,Rooftop,wet,4,t16,0.147
Ghana,Rooftop,wet,4,t17,0.055
Ghana,Rooftop,wet,4,t18,0.006
Guinea,PV,dry,1,t08,0.076
Guinea,PV,dry,1,t09,0.309
Guinea,PV,dry,1,t10,0.534
Guinea,PV,dry,1,t11,0.6960000000000001
Guinea,PV,dry,1,t12,0.794
Guinea,PV,dry,1,t13,0.844
Guinea,PV,dry,1,t14,0.8180000000000001
Guinea,PV,dry,1,t15,0.706
Guinea,PV,dry,1,t16,0.46
Guinea,PV,dry,1,t17,0.281
Guinea,PV,dry,1,t18,0.157
Guinea,PV,dry,1,t19,0.003
Guinea,PV,dry,2,t08,0.11
Guinea,PV,dry,2,t09,0.361
Guinea,PV,dry,2,t10,0.618
Guinea,PV,dry,2,t11,0.775
Guinea,PV,dry,2,t12,0.857
Guinea,PV,dry,2,t13,0.889
Guinea,PV,dry,2,t14,0.867
Guinea,PV,dry,2,t15,0.796
Guinea,PV,dry,2,t16,0.67
Guinea,PV,dry,2,t17,0.486
Guinea,PV,dry,2,t18,0.236
Guinea,PV,dry,2,t19,0.011
Guinea,PV,dry,3,t08,0.092
Guinea,PV,dry,3,t09,0.299
Guinea,PV,dry,3,t10,0.492
Guinea,PV,dry,3,t11,0.636
Guinea,PV,dry,3,t12,0.722
Guinea,PV,dry,3,t13,0.746
Guinea,PV,dry,3,t14,0.728
Guinea,PV,dry,3,t15,0.659
Guinea,PV,dry,3,t16,0.518
Guinea,PV,dry,3,t17,0.345
Guinea,PV,dry,3,t18,0.149
Guinea,PV,dry,3,t19,0.012
Guinea,PV,dry,4,t08,0.05
Guinea,PV,dry,4,t09,0.263
Guinea,PV,dry,4,t10,0.487
Guinea,PV,dry,4,t11,0.647
Guinea,PV,dry,4,t12,0.741
Guinea,PV,dry,4,t13,0.796
Guinea,PV,dry,4,t14,0.774
Guinea,PV,dry,4,t15,0.6980000000000001
Guinea,PV,dry,4,t16,0.591
Guinea,PV,dry,4,t17,0.396
Guinea,PV,dry,4,t18,0.152
Guinea,PV,dry,4,t19,0.002
Guinea,PV,wet,1,t08,0.071
Guinea,PV,wet,1,t09,0.225
Guinea,PV,wet,1,t10,0.371
Guinea,PV,wet,1,t11,0.502
Guinea,PV,wet,1,t12,0.595
Guinea,PV,wet,1,t13,0.635
Guinea,PV,wet,1,t14,0.625
Guinea,PV,wet,1,t15,0.5650000000000001
Guinea,PV,wet,1,t16,0.43
Guinea,PV,wet,1,t17,0.237
Guinea,PV,wet,1,t18,0.1
Guinea,PV,wet,1,t19,0.012
Guinea,PV,wet,2,t07,0.004
Guinea,PV,wet,2,t08,0.083
Guinea,PV,wet,2,t09,0.224
Guinea,PV,wet,2,t10,0.361
Guinea,PV,wet,2,t11,0.441
Guinea,PV,wet,2,t12,0.496
Guinea,PV,wet,2,t13,0.496
Guinea,PV,wet,2,t14,0.463
Guinea,PV,wet,2,t15,0.384
Guinea,PV,wet,2,t16,0.289
Guinea,PV,wet,2,t17,0.193
Guinea,PV,wet,2,t18,0.087
Guinea,PV,wet,2,t19,0.013
Guinea,PV,wet,3,t07,0.003
Guinea,PV,wet,3,t08,0.078
Guinea,PV,wet,3,t09,0.211
Guinea,PV,wet,3,t10,0.352
Guinea,PV,wet,3,t11,0.459
Guinea,PV,wet,3,t12,0.537
Guinea,PV,wet,3,t13,0.5740000000000001
Guinea,PV,wet,3,t14,0.5660000000000001
Guinea,PV,wet,3,t15,0.508
Guinea,PV,wet,3,t16,0.407
Guinea,PV,wet,3,t17,0.279
Guinea,PV,wet,3,t18,0.142
Guinea,PV,wet,3,t19,0.029
Guinea,PV,wet,4,t08,0.103
Guinea,PV,wet,4,t09,0.335
Guinea,PV,wet,4,t10,0.507
Guinea,PV,wet,4,t11,0.602
Guinea,PV,wet,4,t12,0.66
Guinea,PV,wet,4,t13,0.6900000000000001
Guinea,PV,wet,4,t14,0.7000000000000001
Guinea,PV,wet,4,t15,0.639
Guinea,PV,wet,4,t16,0.533
Guinea,PV,wet,4,t17,0.353
Guinea,PV,wet,4,t18,0.127
Guinea,PV,wet,4,t19,0.007
Guinea,Wind,dry,1,t06,0.005
Guinea,Wind,dry,1,t07,0.031
Guinea,Wind,dry,1,t08,0.065
Guinea,Wind,dry,1,t09,0.038
Guinea,Wind,dry,1,t10,0.076
Guinea,Wind,dry,1,t11,0.191
Guinea,Wind,dry,1,t12,0.278
Guinea,Wind,dry,1,t13,0.228
Guinea,Wind,dry,1,t14,0.163
Guinea,Wind,dry,1,t15,0.124
Guinea,Wind,dry,1,t16,0.092
Guinea,Wind,dry,1,t17,0.052
Guinea,Wind,dry,1,t18,0.01
Guinea,Wind,dry,1,t20,0.001
Guinea,Wind,dry,1,t21,0.004
Guinea,Wind,dry,1,t22,0.01
Guinea,Wind,dry,1,t23,0.011
Guinea,Wind,dry,1,t24,0.014
Guinea,Wind,dry,2,t01,0.364
Guinea,Wind,dry,2,t02,0.39
Guinea,Wind,dry,2,t03,0.391
Guinea,Wind,dry,2,t04,0.377
Guinea,Wind,dry,2,t05,0.376
Guinea,Wind,dry,2,t06,0.367
Guinea,Wind,dry,2,t07,0.343
Guinea,Wind,dry,2,t08,0.279
Guinea,Wind,dry,2,t09,0.091
Guinea,Wind,dry,2,t10,0.16
Guinea,Wind,dry,2,t11,0.535
Guinea,Wind,dry,2,t12,0.5710000000000001
Guinea,Wind,dry,2,t13,0.42
Guinea,Wind,dry,2,t14,0.289
Guinea,Wind,dry,2,t15,0.2
Guinea,Wind,dry,2,t16,0.138
Guinea,Wind,dry,2,t17,0.104
Guinea,Wind,dry,2,t18,0.07
Guinea,Wind,dry,2,t19,0.028
Guinea,Wind,dry,2,t20,0.023
Guinea,Wind,dry,2,t21,0.042
Guinea,Wind,dry,2,t22,0.101
Guinea,Wind,dry,2,t23,0.177
Guinea,Wind,dry,2,t24,0.191
Guinea,Wind,dry,3,t01,0.457
Guinea,Wind,dry,3,t02,0.454
Guinea,Wind,dry,3,t03,0.436
Guinea,Wind,dry,3,t04,0.402
Guinea,Wind,dry,3,t05,0.374
Guinea,Wind,dry,3,t06,0.343
Guinea,Wind,dry,3,t07,0.313
Guinea,Wind,dry,3,t08,0.225
Guinea,Wind,dry,3,t09,0.251
Guinea,Wind,dry,3,t10,0.137
Guinea,Wind,dry,3,t11,0.065
Guinea,Wind,dry,3,t12,0.045
Guinea,Wind,dry,3,t13,0.054
Guinea,Wind,dry,3,t14,0.076
Guinea,Wind,dry,3,t15,0.098
Guinea,Wind,dry,3,t16,0.104
Guinea,Wind,dry,3,t17,0.101
Guinea,Wind,dry,3,t18,0.097
Guinea,Wind,dry,3,t19,0.083
Guinea,Wind,dry,3,t20,0.055
Guinea,Wind,dry,3,t21,0.035
Guinea,Wind,dry,3,t22,0.018
Guinea,Wind,dry,3,t23,0.043
Guinea,Wind,dry,3,t24,0.158
Guinea,Wind,dry,4,t01,0.003
Guinea,Wind,dry,4,t02,0.002
Guinea,Wind,dry,4,t03,0.001
Guinea,Wind,dry,4,t06,0.001
Guinea,Wind,dry,4,t07,0.003
Guinea,Wind,dry,4,t08,0.005
Guinea,Wind,dry,4,t09,0.001
Guinea,Wind,dry,4,t11,0.022
Guinea,Wind,dry,4,t12,0.089
Guinea,Wind,dry,4,t13,0.098
Guinea,Wind,dry,4,t14,0.098
Guinea,Wind,dry,4,t15,0.091
Guinea,Wind,dry,4,t16,0.084
Guinea,Wind,dry,4,t17,0.076
Guinea,Wind,dry,4,t18,0.064
Guinea,Wind,dry,4,t19,0.035
Guinea,Wind,dry,4,t20,0.015
Guinea,Wind,dry,4,t21,0.006
Guinea,Wind,dry,4,t22,0.002
Guinea,Wind,wet,1,t01,0.203
Guinea,Wind,wet,1,t02,0.21
Guinea,Wind,wet,1,t03,0.209
Guinea,Wind,wet,1,t04,0.201
Guinea,Wind,wet,1,t05,0.181
Guinea,Wind,wet,1,t06,0.159
Guinea,Wind,wet,1,t07,0.149
Guinea,Wind,wet,1,t08,0.178
Guinea,Wind,wet,1,t09,0.101
Guinea,Wind,wet,1,t10,0.003
Guinea,Wind,wet,1,t12,0.008
Guinea,Wind,wet,1,t13,0.039
Guinea,Wind,wet,1,t14,0.063
Guinea,Wind,wet,1,t15,0.071
Guinea,Wind,wet,1,t16,0.071
Guinea,Wind,wet,1,t17,0.076
Guinea,Wind,wet,1,t18,0.103
Guinea,Wind,wet,1,t19,0.227
Guinea,Wind,wet,1,t20,0.432
Guinea,Wind,wet,1,t21,0.51
Guinea,Wind,wet,1,t22,0.509
Guinea,Wind,wet,1,t23,0.455
Guinea,Wind,wet,1,t24,0.351
Guinea,Wind,wet,2,t01,0.308
Guinea,Wind,wet,2,t02,0.295
Guinea,Wind,wet,2,t03,0.274
Guinea,Wind,wet,2,t04,0.243
Guinea,Wind,wet,2,t05,0.207
Guinea,Wind,wet,2,t06,0.181
Guinea,Wind,wet,2,t07,0.152
Guinea,Wind,wet,2,t08,0.07
Guinea,Wind,wet,2,t09,0.03
Guinea,Wind,wet,2,t10,0.002
Guinea,Wind,wet,2,t16,0.001
Guinea,Wind,wet,2,t17,0.002
Guinea,Wind,wet,2,t18,0.003
Guinea,Wind,wet,2,t19,0.007
Guinea,Wind,wet,2,t20,0.009
Guinea,Wind,wet,2,t21,0.011
Guinea,Wind,wet,2,t22,0.011
Guinea,Wind,wet,2,t23,0.008
Guinea,Wind,wet,2,t24,0.003
Guinea,Wind,wet,3,t01,0.298
Guinea,Wind,wet,3,t02,0.407
Guinea,Wind,wet,3,t03,0.454
Guinea,Wind,wet,3,t04,0.425
Guinea,Wind,wet,3,t05,0.422
Guinea,Wind,wet,3,t06,0.379
Guinea,Wind,wet,3,t07,0.28
Guinea,Wind,wet,3,t08,0.274
Guinea,Wind,wet,3,t09,0.501
Guinea,Wind,wet,3,t10,0.459
Guinea,Wind,wet,3,t11,0.3
Guinea,Wind,wet,3,t12,0.183
Guinea,Wind,wet,3,t13,0.111
Guinea,Wind,wet,3,t14,0.061
Guinea,Wind,wet,3,t15,0.032
Guinea,Wind,wet,3,t16,0.022
Guinea,Wind,wet,3,t17,0.025
Guinea,Wind,wet,3,t18,0.038
Guinea,Wind,wet,3,t19,0.075
Guinea,Wind,wet,3,t20,0.163
Guinea,Wind,wet,3,t21,0.261
Guinea,Wind,wet,3,t22,0.344
Guinea,Wind,wet,3,t23,0.355
Guinea,Wind,wet,3,t24,0.332
Guinea,Wind,wet,4,t01,0.045
Guinea,Wind,wet,4,t02,0.054
Guinea,Wind,wet,4,t03,0.056
Guinea,Wind,wet,4,t04,0.046
Guinea,Wind,wet,4,t05,0.032
Guinea,Wind,wet,4,t06,0.023
Guinea,Wind,wet,4,t07,0.015
Guinea,Wind,wet,4,t08,0.004
Guinea,Wind,wet,4,t10,0.006
Guinea,Wind,wet,4,t11,0.035
Guinea,Wind,wet,4,t12,0.06
Guinea,Wind,wet,4,t13,0.069
Guinea,Wind,wet,4,t14,0.069
Guinea,Wind,wet,4,t15,0.062
Guinea,Wind,wet,4,t16,0.048
Guinea,Wind,wet,4,t17,0.04
Guinea,Wind,wet,4,t18,0.044
Guinea,Wind,wet,4,t19,0.038
Guinea,Wind,wet,4,t20,0.035
Guinea,Wind,wet,4,t21,0.033
Guinea,Wind,wet,4,t22,0.028
Guinea,Wind,wet,4,t23,0.024
Guinea,Wind,wet,4,t24,0.021
Guinea,Rooftop,dry,1,t08,0.076
Guinea,Rooftop,dry,1,t09,0.309
Guinea,Rooftop,dry,1,t10,0.534
Guinea,Rooftop,dry,1,t11,0.6960000000000001
Guinea,Rooftop,dry,1,t12,0.794
Guinea,Rooftop,dry,1,t13,0.844
Guinea,Rooftop,dry,1,t14,0.8180000000000001
Guinea,Rooftop,dry,1,t15,0.706
Guinea,Rooftop,dry,1,t16,0.46
Guinea,Rooftop,dry,1,t17,0.281
Guinea,Rooftop,dry,1,t18,0.157
Guinea,Rooftop,dry,1,t19,0.003
Guinea,Rooftop,dry,2,t08,0.11
Guinea,Rooftop,dry,2,t09,0.361
Guinea,Rooftop,dry,2,t10,0.618
Guinea,Rooftop,dry,2,t11,0.775
Guinea,Rooftop,dry,2,t12,0.857
Guinea,Rooftop,dry,2,t13,0.889
Guinea,Rooftop,dry,2,t14,0.867
Guinea,Rooftop,dry,2,t15,0.796
Guinea,Rooftop,dry,2,t16,0.67
Guinea,Rooftop,dry,2,t17,0.486
Guinea,Rooftop,dry,2,t18,0.236
Guinea,Rooftop,dry,2,t19,0.011
Guinea,Rooftop,dry,3,t08,0.092
Guinea,Rooftop,dry,3,t09,0.299
Guinea,Rooftop,dry,3,t10,0.492
Guinea,Rooftop,dry,3,t11,0.636
Guinea,Rooftop,dry,3,t12,0.722
Guinea,Rooftop,dry,3,t13,0.746
Guinea,Rooftop,dry,3,t14,0.728
Guinea,Rooftop,dry,3,t15,0.659
Guinea,Rooftop,dry,3,t16,0.518
Guinea,Rooftop,dry,3,t17,0.345
Guinea,Rooftop,dry,3,t18,0.149
Guinea,Rooftop,dry,3,t19,0.012
Guinea,Rooftop,dry,4,t08,0.05
Guinea,Rooftop,dry,4,t09,0.263
Guinea,Rooftop,dry,4,t10,0.487
Guinea,Rooftop,dry,4,t11,0.647
Guinea,Rooftop,dry,4,t12,0.741
Guinea,Rooftop,dry,4,t13,0.796
Guinea,Rooftop,dry,4,t14,0.774
Guinea,Rooftop,dry,4,t15,0.6980000000000001
Guinea,Rooftop,dry,4,t16,0.591
Guinea,Rooftop,dry,4,t17,0.396
Guinea,Rooftop,dry,4,t18,0.152
Guinea,Rooftop,dry,4,t19,0.002
Guinea,Rooftop,wet,1,t08,0.071
Guinea,Rooftop,wet,1,t09,0.225
Guinea,Rooftop,wet,1,t10,0.371
Guinea,Rooftop,wet,1,t11,0.502
Guinea,Rooftop,wet,1,t12,0.595
Guinea,Rooftop,wet,1,t13,0.635
Guinea,Rooftop,wet,1,t14,0.625
Guinea,Rooftop,wet,1,t15,0.5650000000000001
Guinea,Rooftop,wet,1,t16,0.43
Guinea,Rooftop,wet,1,t17,0.237
Guinea,Rooftop,wet,1,t18,0.1
Guinea,Rooftop,wet,1,t19,0.012
Guinea,Rooftop,wet,2,t07,0.004
Guinea,Rooftop,wet,2,t08,0.083
Guinea,Rooftop,wet,2,t09,0.224
Guinea,Rooftop,wet,2,t10,0.361
Guinea,Rooftop,wet,2,t11,0.441
Guinea,Rooftop,wet,2,t12,0.496
Guinea,Rooftop,wet,2,t13,0.496
Guinea,Rooftop,wet,2,t14,0.463
Guinea,Rooftop,wet,2,t15,0.384
Guinea,Rooftop,wet,2,t16,0.289
Guinea,Rooftop,wet,2,t17,0.193
Guinea,Rooftop,wet,2,t18,0.087
Guinea,Rooftop,wet,2,t19,0.013
Guinea,Rooftop,wet,3,t07,0.003
Guinea,Rooftop,wet,3,t08,0.078
Guinea,Rooftop,wet,3,t09,0.211
Guinea,Rooftop,wet,3,t10,0.352
Guinea,Rooftop,wet,3,t11,0.459
Guinea,Rooftop,wet,3,t12,0.537
Guinea,Rooftop,wet,3,t13,0.5740000000000001
Guinea,Rooftop,wet,3,t14,0.5660000000000001
Guinea,Rooftop,wet,3,t15,0.508
Guinea,Rooftop,wet,3,t16,0.407
Guinea,Rooftop,wet,3,t17,0.279
Guinea,Rooftop,wet,3,t18,0.142
Guinea,Rooftop,wet,3,t19,0.029
Guinea,Rooftop,wet,4,t08,0.103
Guinea,Rooftop,wet,4,t09,0.335
Guinea,Rooftop,wet,4,t10,0.507
Guinea,Rooftop,wet,4,t11,0.602
Guinea,Rooftop,wet,4,t12,0.66
Guinea,Rooftop,wet,4,t13,0.6900000000000001
Guinea,Rooftop,wet,4,t14,0.7000000000000001
Guinea,Rooftop,wet,4,t15,0.639
Guinea,Rooftop,wet,4,t16,0.533
Guinea,Rooftop,wet,4,t17,0.353
Guinea,Rooftop,wet,4,t18,0.127
Guinea,Rooftop,wet,4,t19,0.007
GuineaBissau,PV,dry,1,t08,0.02
GuineaBissau,PV,dry,1,t09,0.256
GuineaBissau,PV,dry,1,t10,0.501
GuineaBissau,PV,dry,1,t11,0.65
GuineaBissau,PV,dry,1,t12,0.722
GuineaBissau,PV,dry,1,t13,0.746
GuineaBissau,PV,dry,1,t14,0.739
GuineaBissau,PV,dry,1,t15,0.655
GuineaBissau,PV,dry,1,t16,0.531
GuineaBissau,PV,dry,1,t17,0.388
GuineaBissau,PV,dry,1,t18,0.182
GuineaBissau,PV,dry,1,t19,0.014
GuineaBissau,PV,dry,2,t08,0.033
GuineaBissau,PV,dry,2,t09,0.291
GuineaBissau,PV,dry,2,t10,0.515
GuineaBissau,PV,dry,2,t11,0.673
GuineaBissau,PV,dry,2,t12,0.771
GuineaBissau,PV,dry,2,t13,0.8290000000000001
GuineaBissau,PV,dry,2,t14,0.8240000000000001
GuineaBissau,PV,dry,2,t15,0.768
GuineaBissau,PV,dry,2,t16,0.654
GuineaBissau,PV,dry,2,t17,0.484
GuineaBissau,PV,dry,2,t18,0.251
GuineaBissau,PV,dry,2,t19,0.032
GuineaBissau,PV,dry,3,t08,0.04
GuineaBissau,PV,dry,3,t09,0.225
GuineaBissau,PV,dry,3,t10,0.428
GuineaBissau,PV,dry,3,t11,0.581
GuineaBissau,PV,dry,3,t12,0.684
GuineaBissau,PV,dry,3,t13,0.6970000000000001
GuineaBissau,PV,dry,3,t14,0.6950000000000001
GuineaBissau,PV,dry,3,t15,0.637
GuineaBissau,PV,dry,3,t16,0.5630000000000001
GuineaBissau,PV,dry,3,t17,0.404
GuineaBissau,PV,dry,3,t18,0.213
GuineaBissau,PV,dry,3,t19,0.042
GuineaBissau,PV,dry,4,t08,0.019
GuineaBissau,PV,dry,4,t09,0.228
GuineaBissau,PV,dry,4,t10,0.464
GuineaBissau,PV,dry,4,t11,0.635
GuineaBissau,PV,dry,4,t12,0.743
GuineaBissau,PV,dry,4,t13,0.773
GuineaBissau,PV,dry,4,t14,0.774
GuineaBissau,PV,dry,4,t15,0.722
GuineaBissau,PV,dry,4,t16,0.61
GuineaBissau,PV,dry,4,t17,0.438
GuineaBissau,PV,dry,4,t18,0.21
GuineaBissau,PV,dry,4,t19,0.016
GuineaBissau,PV,wet,1,t08,0.051
GuineaBissau,PV,wet,1,t09,0.214
GuineaBissau,PV,wet,1,t10,0.393
GuineaBissau,PV,wet,1,t11,0.538
GuineaBissau,PV,wet,1,t12,0.633
GuineaBissau,PV,wet,1,t13,0.659
GuineaBissau,PV,wet,1,t14,0.657
GuineaBissau,PV,wet,1,t15,0.606
GuineaBissau,PV,wet,1,t16,0.516
GuineaBissau,PV,wet,1,t17,0.373
GuineaBissau,PV,wet,1,t18,0.204
GuineaBissau,PV,wet,1,t19,0.05
GuineaBissau,PV,wet,2,t08,0.04
GuineaBissau,PV,wet,2,t09,0.151
GuineaBissau,PV,wet,2,t10,0.296
GuineaBissau,PV,wet,2,t11,0.436
GuineaBissau,PV,wet,2,t12,0.518
GuineaBissau,PV,wet,2,t13,0.552
GuineaBissau,PV,wet,2,t14,0.538
GuineaBissau,PV,wet,2,t15,0.498
GuineaBissau,PV,wet,2,t16,0.396
GuineaBissau,PV,wet,2,t17,0.286
GuineaBissau,PV,wet,2,t18,0.163
GuineaBissau,PV,wet,2,t19,0.05
GuineaBissau,PV,wet,3,t08,0.025
GuineaBissau,PV,wet,3,t09,0.097
GuineaBissau,PV,wet,3,t10,0.188
GuineaBissau,PV,wet,3,t11,0.277
GuineaBissau,PV,wet,3,t12,0.328
GuineaBissau,PV,wet,3,t13,0.36
GuineaBissau,PV,wet,3,t14,0.353
GuineaBissau,PV,wet,3,t15,0.338
GuineaBissau,PV,wet,3,t16,0.281
GuineaBissau,PV,wet,3,t17,0.182
GuineaBissau,PV,wet,3,t18,0.094
GuineaBissau,PV,wet,3,t19,0.023
GuineaBissau,PV,wet,4,t08,0.024
GuineaBissau,PV,wet,4,t09,0.168
GuineaBissau,PV,wet,4,t10,0.349
GuineaBissau,PV,wet,4,t11,0.481
GuineaBissau,PV,wet,4,t12,0.586
GuineaBissau,PV,wet,4,t13,0.61
GuineaBissau,PV,wet,4,t14,0.577
GuineaBissau,PV,wet,4,t15,0.478
GuineaBissau,PV,wet,4,t16,0.311
