season,day,hour,Load_Bosnia and Herzegovina,Load_Croatia,PV_Bosnia and Herzegovina,PV_Croatia,Wind_Bosnia and Herzegovina,Wind_Croatia
1,121,19,0.681,0.7981,0.0,0.0,0.203,0.424
1,121,20,0.7157,0.8106,0.0,0.0,0.218,0.5
1,121,21,0.7226,0.795,0.0,0.0,0.25,0.49
1,121,22,0.6399,0.727,0.0,0.0,0.274,0.477
1,121,23,0.558,0.66,0.0,0.0,0.283,0.444
1,122,0,0.5201,0.6209,0.0,0.0,0.279,0.39
1,122,1,0.4936,0.5921,0.0,0.0,0.263,0.34
1,122,2,0.4839,0.5816,0.0,0.0,0.243,0.284
1,122,3,0.4704,0.567,0.0,0.0,0.213,0.258
1,122,4,0.497,0.5958,0.003,0.002,0.199,0.214
1,122,5,0.5347,0.6366,0.135,0.11,0.172,0.197
1,122,6,0.575,0.6804,0.327,0.286,0.098,0.091
1,122,7,0.6095,0.7178,0.49,0.439,0.102,0.029
1,122,8,0.6316,0.7419,0.61,0.552,0.067,0.015
1,122,9,0.6381,0.7495,0.683,0.627,0.051,0.017
1,122,10,0.6302,0.7419,0.712,0.661,0.048,0.026
1,122,11,0.6128,0.7241,0.699,0.66,0.055,0.039
1,122,12,0.593,0.7036,0.644,0.62,0.068,0.05
1,122,13,0.5778,0.688,0.547,0.532,0.08,0.058
1,122,14,0.5726,0.683,0.406,0.399,0.09,0.064
1,122,15,0.5794,0.6723,0.228,0.226,0.106,0.058
1,122,16,0.596,0.69,0.054,0.062,0.159,0.076
1,122,17,0.6171,0.7123,0.0,0.0,0.172,0.117
1,122,18,0.6354,0.7312,0.0,0.0,0.128,0.095
1,122,19,0.6454,0.742,0.0,0.0,0.103,0.059
1,122,20,0.6894,0.7643,0.0,0.0,0.098,0.037
1,122,21,0.7013,0.7549,0.0,0.0,0.091,0.018
1,122,22,0.6213,0.6903,0.0,0.0,0.077,0.006
1,122,23,0.5407,0.6247,0.0,0.0,0.061,0.011
1,123,0,0.5029,0.5832,0.0,0.0,0.051,0.034
1,123,1,0.4762,0.5542,0.0,0.0,0.049,0.071
1,123,2,0.4666,0.5438,0.0,0.0,0.042,0.108
1,123,3,0.4764,0.5545,0.0,0.0,0.043,0.124
1,123,4,0.5035,0.5838,0.002,0.001,0.051,0.124
1,123,5,0.5415,0.6251,0.131,0.103,0.06,0.125
1,123,6,0.5823,0.6692,0.321,0.284,0.028,0.08
1,123,7,0.6171,0.7069,0.485,0.449,0.067,0.13
1,123,8,0.6394,0.7313,0.605,0.569,0.119,0.227
1,123,9,0.6461,0.7393,0.679,0.645,0.155,0.311
1,123,10,0.6384,0.732,0.709,0.681,0.182,0.376
1,123,11,0.6211,0.7145,0.696,0.677,0.203,0.425
1,123,12,0.6013,0.6942,0.643,0.632,0.209,0.452
1,123,13,0.5862,0.6789,0.544,0.544,0.202,0.452
1,123,14,0.581,0.6739,0.402,0.412,0.19,0.412
1,123,15,0.5876,0.6814,0.217,0.242,0.191,0.313
1,123,16,0.6041,0.699,0.05,0.071,0.212,0.186
1,123,17,0.6251,0.721,0.0,0.0,0.203,0.138
1,123,18,0.6432,0.7396,0.0,0.0,0.126,0.105
1,123,19,0.6522,0.7491,0.0,0.0,0.08,0.098
1,123,20,0.693,0.7694,0.0,0.0,0.053,0.109
1,123,21,0.7066,0.7606,0.0,0.0,0.037,0.121
1,123,22,0.628,0.6967,0.0,0.0,0.026,0.128
1,123,23,0.5472,0.6309,0.0,0.0,0.02,0.129
1,124,0,0.509,0.5871,0.0,0.0,0.018,0.12
1,124,1,0.4819,0.5577,0.0,0.0,0.017,0.12
1,124,2,0.472,0.547,0.0,0.0,0.022,0.138
1,124,3,0.4815,0.5572,0.0,0.0,0.026,0.152
1,124,4,0.5299,0.6097,0.002,0.0,0.03,0.159
1,124,5,0.5669,0.6499,0.13,0.112,0.034,0.17
1,124,6,0.6077,0.694,0.321,0.299,0.025,0.096
1,124,7,0.6444,0.7338,0.485,0.462,0.072,0.143
1,124,8,0.6709,0.7628,0.605,0.58,0.132,0.247
1,124,9,0.6842,0.7781,0.679,0.658,0.194,0.342
1,124,10,0.6847,0.7799,0.711,0.691,0.255,0.446
1,124,11,0.6762,0.7721,0.701,0.684,0.3,0.553
1,124,12,0.6642,0.7606,0.648,0.637,0.322,0.632
1,124,13,0.6546,0.7514,0.551,0.546,0.324,0.634
1,124,14,0.6515,0.7488,0.409,0.413,0.307,0.573
1,124,15,0.6564,0.7544,0.229,0.242,0.273,0.444
1,124,16,0.6676,0.7663,0.052,0.069,0.241,0.303
1,124,17,0.6807,0.7797,0.0,0.0,0.186,0.258
1,124,18,0.6898,0.7882,0.0,0.0,0.096,0.271
1,124,19,0.6916,0.7895,0.0,0.0,0.052,0.295
1,124,20,0.7299,0.8041,0.0,0.0,0.038,0.302
1,124,21,0.735,0.7878,0.0,0.0,0.034,0.317
1,124,22,0.6509,0.7191,0.0,0.0,0.032,0.31
1,124,23,0.5695,0.6523,0.0,0.0,0.03,0.265
1,125,0,0.532,0.608,0.0,0.0,0.028,0.204
1,125,1,0.5059,0.5797,0.0,0.0,0.027,0.167
1,125,2,0.4966,0.5696,0.0,0.0,0.031,0.142
1,125,3,0.5061,0.5799,0.0,0.0,0.031,0.114
1,125,4,0.5323,0.6082,0.001,0.0,0.036,0.089
1,125,5,0.5697,0.6488,0.127,0.097,0.052,0.102
1,125,6,0.6108,0.6934,0.319,0.266,0.039,0.109
1,125,7,0.6479,0.7336,0.484,0.425,0.025,0.128
1,125,8,0.6748,0.7629,0.605,0.547,0.015,0.098
1,125,9,0.6886,0.7781,0.68,0.633,0.013,0.06
1,125,10,0.6896,0.7798,0.705,0.639,0.027,0.087
1,125,11,0.6816,0.7717,0.693,0.561,0.061,0.142
1,125,12,0.6702,0.7598,0.64,0.399,0.11,0.19
1,125,13,0.6611,0.7504,0.54,0.224,0.155,0.189
1,125,14,0.6585,0.748,0.39,0.108,0.196,0.141
1,125,15,0.664,0.754,0.213,0.054,0.223,0.073
1,125,16,0.6758,0.7667,0.045,0.024,0.222,0.018
1,125,17,0.6895,0.7812,0.0,0.0,0.196,0.01
1,125,18,0.6991,0.7911,0.0,0.0,0.155,0.102
1,125,19,0.7029,0.795,0.0,0.0,0.134,0.265
1,125,20,0.7443,0.8125,0.0,0.0,0.126,0.38
1,125,21,0.7478,0.7963,0.0,0.0,0.122,0.409
1,125,22,0.6625,0.7276,0.0,0.0,0.106,0.381
1,125,23,0.5815,0.6613,0.0,0.0,0.083,0.264
1,126,0,0.5445,0.6224,0.0,0.0,0.066,0.201
1,126,1,0.5189,0.5946,0.0,0.0,0.049,0.172
1,126,2,0.51,0.585,0.0,0.0,0.033,0.204
1,126,3,0.5199,0.5957,0.0,0.0,0.038,0.257
1,126,4,0.5464,0.6244,0.001,0.0,0.054,0.318
1,126,5,0.5841,0.6653,0.121,0.085,0.063,0.304
1,126,6,0.6255,0.7102,0.307,0.203,0.042,0.173
1,126,7,0.6628,0.7506,0.466,0.278,0.108,0.11
1,126,8,0.6899,0.78,0.583,0.424,0.202,0.112
1,126,9,0.7038,0.795,0.662,0.582,0.294,0.164
1,126,10,0.7049,0.7962,0.693,0.649,0.371,0.316
1,126,11,0.6969,0.7875,0.683,0.553,0.417,0.504
1,126,12,0.6854,0.775,0.629,0.386,0.417,0.613
1,126,13,0.6761,0.765,0.532,0.223,0.38,0.507
1,126,14,0.6734,0.762,0.392,0.105,0.298,0.197
1,126,15,0.6787,0.7677,0.216,0.05,0.208,0.05
1,126,16,0.6902,0.7802,0.047,0.013,0.151,0.037
1,126,17,0.7035,0.7946,0.0,0.0,0.108,0.05
1,126,18,0.7128,0.8046,0.0,0.0,0.07,0.081
1,126,19,0.7145,0.7891,0.0,0.0,0.059,0.166
1,126,20,0.7526,0.8052,0.0,0.0,0.064,0.316
1,126,21,0.7579,0.7902,0.0,0.0,0.069,0.411
1,126,22,0.6739,0.7223,0.0,0.0,0.087,0.411
1,126,23,0.5922,0.6556,0.0,0.0,0.121,0.419
1,127,0,0.5545,0.6147,0.0,0.0,0.149,0.459
1,127,1,0.5281,0.586,0.0,0.0,0.163,0.444
1,127,2,0.5184,0.5755,0.0,0.0,0.176,0.333
1,127,3,0.5274,0.5852,0.0,0.0,0.172,0.259
1,127,4,0.553,0.613,0.0,0.0,0.158,0.181
1,127,5,0.5897,0.6528,0.078,0.059,0.124,0.116
1,127,6,0.6301,0.6966,0.207,0.197,0.105,0.079
1,127,7,0.6664,0.7359,0.358,0.395,0.143,0.092
1,127,8,0.6925,0.7642,0.456,0.545,0.161,0.069
1,127,9,0.7053,0.7781,0.525,0.616,0.194,0.076
1,127,10,0.7053,0.7781,0.507,0.644,0.235,0.108
1,127,11,0.6963,0.7682,0.487,0.63,0.267,0.155
1,127,12,0.6837,0.7546,0.469,0.572,0.288,0.173
1,127,13,0.6733,0.7433,0.375,0.482,0.286,0.154
1,127,14,0.6695,0.7392,0.248,0.304,0.258,0.124
1,127,15,0.6737,0.7437,0.126,0.129,0.186,0.086
1,127,16,0.6842,0.755,0.028,0.024,0.116,0.036
1,127,17,0.6964,0.7683,0.0,0.0,0.086,0.024
1,127,18,0.7046,0.7772,0.0,0.0,0.088,0.076
1,127,19,0.707,0.7802,0.0,0.0,0.099,0.212
1,127,20,0.7471,0.7968,0.0,0.0,0.136,0.279
1,127,21,0.7489,0.7793,0.0,0.0,0.221,0.237
1,127,22,0.6619,0.7091,0.0,0.0,0.336,0.17
1,127,23,0.5793,0.6413,0.0,0.0,0.38,0.132
1,128,0,0.5408,0.5962,0.0,0.0,0.293,0.119
1,128,1,0.5136,0.5667,0.0,0.0,0.241,0.142
1,128,2,0.5032,0.5554,0.0,0.0,0.224,0.179
1,128,3,0.5115,0.5644,0.0,0.0,0.249,0.216
1,128,4,0.5364,0.5915,0.0,0.0,0.291,0.241
1,128,5,0.5726,0.6307,0.069,0.017,0.234,0.209
1,128,6,0.6125,0.6739,0.154,0.082,0.27,0.263
1,128,7,0.6484,0.7128,0.187,0.136,0.365,0.281
1,128,8,0.6741,0.7407,0.233,0.157,0.519,0.308
1,128,9,0.6866,0.7542,0.246,0.162,0.661,0.32
1,128,10,0.6864,0.754,0.253,0.122,0.748,0.32
1,128,11,0.6772,0.744,0.246,0.163,0.814,0.33
1,128,12,0.6645,0.7302,0.213,0.193,0.833,0.356
1,128,13,0.6541,0.7189,0.162,0.191,0.804,0.331
1,128,14,0.6503,0.7148,0.132,0.155,0.743,0.271
1,128,15,0.6546,0.7195,0.087,0.077,0.622,0.157
1,128,16,0.6653,0.731,0.024,0.016,0.484,0.083
1,128,17,0.6778,0.7445,0.0,0.0,0.456,0.022
1,128,18,0.6862,0.7537,0.0,0.0,0.35,0.059
1,128,19,0.6917,0.7592,0.0,0.0,0.262,0.254
1,128,20,0.7355,0.7779,0.0,0.0,0.241,0.387
1,128,21,0.7342,0.7591,0.0,0.0,0.199,0.38
1,128,22,0.6454,0.6879,0.0,0.0,0.169,0.325
1,128,23,0.5634,0.6204,0.0,0.0,0.102,0.397
1,129,0,0.5254,0.5792,0.0,0.0,0.071,0.593
1,129,1,0.4989,0.5504,0.0,0.0,0.082,0.746
1,129,2,0.4892,0.5399,0.0,0.0,0.117,0.769
1,129,3,0.4758,0.5253,0.0,0.0,0.116,0.637
1,129,4,0.5023,0.5541,0.0,0.0,0.091,0.556
1,129,5,0.54,0.5949,0.106,0.1,0.09,0.524
1,129,6,0.5804,0.6387,0.248,0.282,0.102,0.548
1,129,7,0.6149,0.6761,0.288,0.448,0.076,0.566
1,129,8,0.6369,0.7,0.386,0.582,0.033,0.492
1,129,9,0.6434,0.707,0.548,0.663,0.061,0.343
1,129,10,0.6356,0.6985,0.657,0.689,0.128,0.236
1,129,11,0.6182,0.6796,0.698,0.661,0.22,0.19
1,129,12,0.5983,0.6581,0.658,0.565,0.316,0.176
1,129,13,0.5832,0.6416,0.568,0.449,0.349,0.174
1,129,14,0.578,0.636,0.406,0.315,0.32,0.189
1,129,15,0.5847,0.6433,0.107,0.187,0.282,0.236
1,129,16,0.6014,0.6613,0.024,0.057,0.237,0.335
1,129,17,0.6224,0.6841,0.0,0.0,0.274,0.548
1,129,18,0.6408,0.704,0.0,0.0,0.264,0.667
1,129,19,0.6539,0.7185,0.0,0.0,0.296,0.599
1,129,20,0.7036,0.7449,0.0,0.0,0.372,0.626
1,129,21,0.7106,0.7336,0.0,0.0,0.444,0.602
1,129,22,0.6268,0.6671,0.0,0.0,0.515,0.61
1,129,23,0.5461,0.6013,0.0,0.0,0.578,0.665
1,130,0,0.5083,0.5602,0.0,0.0,0.624,0.705
1,130,1,0.4816,0.5312,0.0,0.0,0.663,0.735
1,130,2,0.472,0.5209,0.0,0.0,0.686,0.749
1,130,3,0.4819,0.5315,0.0,0.0,0.684,0.707
1,130,4,0.5089,0.5608,0.0,0.0,0.667,0.656
1,130,5,0.547,0.6021,0.1,0.109,0.655,0.559
1,130,6,0.5877,0.6462,0.284,0.308,0.645,0.789
1,130,7,0.6225,0.684,0.449,0.488,0.536,0.838
1,130,8,0.6448,0.7081,0.609,0.619,0.361,0.784
1,130,9,0.6515,0.7154,0.664,0.699,0.254,0.683
1,130,10,0.6438,0.707,0.715,0.735,0.194,0.559
1,130,11,0.6265,0.6883,0.697,0.73,0.143,0.435
1,130,12,0.6067,0.6668,0.648,0.676,0.106,0.35
1,130,13,0.5916,0.6504,0.552,0.579,0.106,0.331
1,130,14,0.5864,0.6447,0.409,0.431,0.137,0.367
1,130,15,0.5931,0.6519,0.224,0.246,0.199,0.448
1,130,16,0.6096,0.6698,0.039,0.058,0.3,0.482
1,130,17,0.6305,0.6925,0.0,0.0,0.441,0.548
1,130,18,0.6486,0.7121,0.0,0.0,0.574,0.621
1,130,19,0.6627,0.7274,0.0,0.0,0.639,0.553
1,130,20,0.7136,0.7542,0.0,0.0,0.667,0.524
1,130,21,0.7188,0.7418,0.0,0.0,0.65,0.477
1,130,22,0.6336,0.6743,0.0,0.0,0.695,0.471
1,130,23,0.5527,0.772,0.0,0.0,0.657,0.474
1,131,0,0.5145,0.5483,0.0,0.0,0.653,0.48
1,131,1,0.4874,0.519,0.0,0.0,0.664,0.51
1,131,2,0.4775,0.5082,0.0,0.0,0.674,0.536
1,131,3,0.487,0.5185,0.0,0.0,0.676,0.551
1,131,4,0.5354,0.5709,0.0,0.0,0.667,0.495
1,131,5,0.5724,0.6111,0.133,0.099,0.538,0.375
1,131,6,0.6132,0.6552,0.345,0.293,0.755,0.425
1,131,7,0.6498,0.695,0.526,0.473,0.744,0.606
1,131,8,0.6764,0.7237,0.656,0.599,0.662,0.599
1,131,9,0.6897,0.7381,0.736,0.689,0.57,0.559
1,131,10,0.6902,0.7387,0.769,0.733,0.47,0.519
1,131,11,0.6817,0.7295,0.755,0.731,0.348,0.459
1,131,12,0.6697,0.7165,0.697,0.676,0.243,0.397
1,131,13,0.6601,0.706,0.591,0.582,0.189,0.358
1,131,14,0.657,0.7026,0.427,0.436,0.175,0.361
1,131,15,0.6619,0.7079,0.213,0.247,0.204,0.402
1,131,16,0.6731,0.7201,0.033,0.059,0.258,0.432
1,131,17,0.6862,0.7343,0.0,0.0,0.334,0.549
1,131,18,0.6953,0.7441,0.0,0.0,0.405,0.654
1,131,19,0.7046,0.7528,0.0,0.0,0.495,0.626
1,131,20,0.7515,0.7733,0.0,0.0,0.526,0.622
1,131,21,0.7472,0.753,0.0,0.0,0.525,0.576
1,131,22,0.6565,0.6808,0.0,0.0,0.531,0.542
1,131,23,0.575,0.6136,0.0,0.0,0.55,0.542
1,132,0,0.5375,0.5729,0.0,0.0,0.545,0.548
1,132,1,0.5114,0.5446,0.0,0.0,0.522,0.545
1,132,2,0.5022,0.5345,0.0,0.0,0.523,0.553
1,132,3,0.5116,0.5448,0.0,0.0,0.537,0.567
1,132,4,0.5378,0.5732,0.0,0.0,0.542,0.582
1,132,5,0.5752,0.6137,0.092,0.105,0.439,0.509
1,132,6,0.6163,0.6583,0.192,0.306,0.573,0.564
1,132,7,0.6534,0.6985,0.287,0.482,0.487,0.85
1,132,8,0.6804,0.7277,0.357,0.614,0.34,0.871
1,132,9,0.6941,0.7426,0.406,0.697,0.251,0.873
1,132,10,0.6952,0.7437,0.505,0.734,0.178,0.857
1,132,11,0.6872,0.735,0.499,0.722,0.125,0.828
1,132,12,0.6758,0.7226,0.478,0.665,0.092,0.797
1,132,13,0.6666,0.7127,0.287,0.56,0.088,0.782
1,132,14,0.6641,0.7099,0.126,0.405,0.1,0.789
1,132,15,0.6696,0.7159,0.059,0.212,0.159,0.799
1,132,16,0.6814,0.7287,0.009,0.045,0.281,0.791
1,132,17,0.6951,0.7435,0.0,0.0,0.47,0.819
1,132,18,0.7047,0.7539,0.0,0.0,0.566,0.819
1,132,19,0.7128,0.762,0.0,0.0,0.615,0.744
1,132,20,0.7591,0.7825,0.0,0.0,0.659,0.775
1,132,21,0.7571,0.7638,0.0,0.0,0.682,0.785
1,132,22,0.6681,0.6929,0.0,0.0,0.701,0.779
1,132,23,0.5871,0.6263,0.0,0.0,0.696,0.749
1,133,0,0.5501,0.5861,0.0,0.0,0.707,0.697
1,133,1,0.5245,0.5583,0.0,0.0,0.67,0.713
1,133,2,0.5156,0.5487,0.0,0.0,0.671,0.757
1,133,3,0.5255,0.5594,0.0,0.0,0.675,0.715
1,133,4,0.552,0.5881,0.0,0.0,0.66,0.771
1,133,5,0.5897,0.629,0.006,0.059,0.615,0.794
1,133,6,0.6311,0.6739,0.036,0.211,0.633,0.819
1,133,7,0.6684,0.7143,0.071,0.368,0.697,0.907
1,133,8,0.6955,0.7437,0.1,0.461,0.701,0.931
1,133,9,0.7094,0.7587,0.122,0.453,0.663,0.927
1,133,10,0.7105,0.7599,0.167,0.388,0.635,0.917
1,133,11,0.7025,0.7512,0.317,0.323,0.567,0.9
1,133,12,0.691,0.7387,0.469,0.261,0.484,0.872
1,133,13,0.6818,0.7287,0.421,0.226,0.41,0.845
1,133,14,0.6791,0.7257,0.277,0.158,0.348,0.819
1,133,15,0.6843,0.7314,0.133,0.081,0.319,0.775
1,133,16,0.6959,0.7439,0.023,0.021,0.308,0.693
1,133,17,0.7092,0.7584,0.0,0.0,0.298,0.62
1,133,18,0.7184,0.7683,0.0,0.0,0.3,0.585
1,133,19,0.7263,0.7761,0.0,0.0,0.31,0.574
1,133,20,0.7722,0.7962,0.0,0.0,0.339,0.588
1,133,21,0.7694,0.7766,0.0,0.0,0.361,0.559
1,133,22,0.6796,0.7049,0.0,0.0,0.354,0.487
1,133,23,0.5979,0.6376,0.0,0.0,0.312,0.459
1,134,0,0.5601,0.5966,0.0,0.0,0.275,0.464
1,134,1,0.5337,0.568,0.0,0.0,0.239,0.386
1,134,2,0.5241,0.5575,0.0,0.0,0.204,0.386
1,134,3,0.533,0.5672,0.0,0.0,0.179,0.397
1,134,4,0.5586,0.5949,0.0,0.0,0.168,0.371
1,134,5,0.5954,0.6348,0.063,0.042,0.124,0.366
1,134,6,0.6358,0.6786,0.261,0.146,0.06,0.379
1,134,7,0.6721,0.7179,0.453,0.302,0.018,0.355
1,134,8,0.6982,0.7462,0.531,0.475,0.015,0.264
1,134,9,0.711,0.76,0.558,0.477,0.033,0.172
1,134,10,0.711,0.7601,0.568,0.475,0.061,0.09
1,134,11,0.702,0.7502,0.51,0.457,0.094,0.047
1,134,12,0.6894,0.7365,0.366,0.446,0.104,0.033
1,134,13,0.679,0.7253,0.168,0.372,0.087,0.033
1,134,14,0.6752,0.7212,0.08,0.29,0.066,0.032
1,134,15,0.6794,0.7257,0.052,0.17,0.06,0.027
1,134,16,0.6899,0.737,0.014,0.032,0.076,0.02
1,134,17,0.7021,0.7503,0.0,0.0,0.089,0.015
1,134,18,0.7103,0.7592,0.0,0.0,0.095,0.018
1,134,19,0.7223,0.7695,0.0,0.0,0.102,0.026
1,134,20,0.7701,0.7899,0.0,0.0,0.116,0.039
1,134,21,0.7613,0.7665,0.0,0.0,0.119,0.043
1,134,22,0.6677,0.6918,0.0,0.0,0.108,0.044
1,134,23,0.5851,0.6233,0.0,0.0,0.09,0.048
1,135,0,0.5465,0.5814,0.0,0.0,0.071,0.059
1,135,1,0.5193,0.5519,0.0,0.0,0.058,0.079
1,135,2,0.5089,0.5406,0.0,0.0,0.066,0.099
1,135,3,0.5172,0.5496,0.0,0.0,0.093,0.102
1,135,4,0.5422,0.5767,0.0,0.0,0.125,0.087
1,135,5,0.5784,0.6159,0.112,0.093,0.139,0.061
1,135,6,0.6183,0.6591,0.318,0.29,0.106,0.022
1,135,7,0.6541,0.698,0.512,0.468,0.141,0.034
1,135,8,0.6798,0.7259,0.639,0.6,0.132,0.059
1,135,9,0.6923,0.7394,0.717,0.683,0.126,0.108
1,135,10,0.6922,0.7392,0.747,0.719,0.133,0.178
1,135,11,0.6829,0.7292,0.734,0.709,0.151,0.252
1,135,12,0.6702,0.7154,0.677,0.655,0.174,0.301
1,135,13,0.6599,0.7041,0.573,0.557,0.194,0.304
1,135,14,0.6561,0.7,0.421,0.414,0.209,0.252
1,135,15,0.6604,0.7047,0.226,0.231,0.213,0.162
1,135,16,0.671,0.7162,0.035,0.048,0.221,0.114
1,135,17,0.6835,0.7297,0.0,0.0,0.19,0.087
1,135,18,0.692,0.7389,0.0,0.0,0.147,0.066
1,135,19,0.7035,0.749,0.0,0.0,0.128,0.05
1,135,20,0.7514,0.7698,0.0,0.0,0.123,0.034
1,135,21,0.7439,0.7473,0.0,0.0,0.128,0.019
1,135,22,0.6512,0.6735,0.0,0.0,0.125,0.015
1,135,23,0.5691,0.6056,0.0,0.0,0.109,0.023
1,136,0,0.5312,0.5644,0.0,0.0,0.086,0.038
1,136,1,0.5047,0.5357,0.0,0.0,0.068,0.048
1,136,2,0.495,0.5251,0.0,0.0,0.057,0.056
1,136,3,0.4816,0.5105,0.0,0.0,0.06,0.066
1,136,4,0.5081,0.5393,0.0,0.0,0.077,0.077
1,136,5,0.5458,0.5802,0.119,0.088,0.085,0.093
1,136,6,0.5862,0.6239,0.326,0.282,0.048,0.065
1,136,7,0.6207,0.6613,0.502,0.459,0.013,0.069
1,136,8,0.6427,0.6852,0.629,0.586,0.013,0.12
1,136,9,0.6492,0.6923,0.706,0.667,0.05,0.184
1,136,10,0.6414,0.6837,0.737,0.701,0.098,0.272
1,136,11,0.624,0.6649,0.72,0.689,0.136,0.359
1,136,12,0.6042,0.6433,0.647,0.629,0.172,0.418
1,136,13,0.589,0.6268,0.552,0.516,0.199,0.429
1,136,14,0.5838,0.6212,0.407,0.352,0.208,0.312
1,136,15,0.5906,0.6285,0.212,0.175,0.193,0.221
1,136,16,0.6072,0.6465,0.026,0.029,0.165,0.237
1,136,17,0.6283,0.6694,0.0,0.0,0.102,0.281
1,136,18,0.6466,0.6892,0.0,0.0,0.066,0.359
1,136,19,0.6666,0.709,0.0,0.0,0.068,0.394
1,136,20,0.722,0.7383,0.0,0.0,0.089,0.425
1,136,21,0.7213,0.7227,0.0,0.0,0.139,0.435
1,136,22,0.6326,0.6529,0.0,0.0,0.209,0.44
1,136,23,0.552,0.5865,0.0,0.0,0.278,0.459
1,137,0,0.5141,0.5455,0.0,0.0,0.332,0.507
1,137,1,0.4874,0.5165,0.0,0.0,0.382,0.553
1,137,2,0.4779,0.5061,0.0,0.0,0.417,0.657
1,137,3,0.4877,0.5168,0.0,0.0,0.447,0.686
1,137,4,0.5147,0.5461,0.0,0.0,0.462,0.65
1,137,5,0.5528,0.5874,0.1,0.074,0.398,0.572
1,137,6,0.5936,0.6315,0.289,0.224,0.432,0.497
1,137,7,0.6284,0.6692,0.455,0.342,0.682,0.577
1,137,8,0.6506,0.6934,0.579,0.423,0.772,0.774
1,137,9,0.6574,0.7007,0.66,0.336,0.822,0.835
1,137,10,0.6497,0.6923,0.684,0.249,0.85,0.871
1,137,11,0.6324,0.6736,0.661,0.285,0.857,0.881
1,137,12,0.6126,0.6521,0.618,0.391,0.847,0.88
1,137,13,0.5975,0.6356,0.526,0.369,0.823,0.862
1,137,14,0.5923,0.63,0.378,0.259,0.782,0.817
1,137,15,0.5989,0.6372,0.193,0.13,0.715,0.8
1,137,16,0.6155,0.6551,0.026,0.021,0.636,0.842
1,137,17,0.6364,0.6778,0.0,0.0,0.621,0.757
1,137,18,0.6545,0.6974,0.0,0.0,0.63,0.857
1,137,19,0.6799,0.721,0.0,0.0,0.631,0.86
1,137,20,0.7373,0.751,0.0,0.0,0.631,0.712
1,137,21,0.7313,0.7323,0.0,0.0,0.633,0.721
1,137,22,0.6395,0.6602,0.0,0.0,0.647,0.67
1,137,23,0.5586,0.5933,0.0,0.0,0.621,0.588
1,138,0,0.5204,0.5519,0.0,0.0,0.568,0.492
1,138,1,0.4933,0.5225,0.0,0.0,0.533,0.543
1,138,2,0.4834,0.5117,0.0,0.0,0.459,0.574
1,138,3,0.4929,0.522,0.0,0.0,0.412,0.574
1,138,4,0.5413,0.5744,0.0,0.0,0.397,0.542
1,138,5,0.5783,0.6146,0.049,0.065,0.33,0.439
1,138,6,0.6191,0.6588,0.188,0.242,0.484,0.292
1,138,7,0.6558,0.6985,0.361,0.404,0.593,0.415
1,138,8,0.6823,0.7273,0.477,0.482,0.63,0.702
1,138,9,0.6956,0.7417,0.541,0.506,0.653,0.832
1,138,10,0.6961,0.7423,0.556,0.578,0.689,0.885
1,138,11,0.6877,0.733,0.55,0.603,0.713,0.909
1,138,12,0.6757,0.72,0.521,0.571,0.73,0.918
1,138,13,0.666,0.7095,0.458,0.467,0.73,0.905
1,138,14,0.6629,0.7061,0.342,0.285,0.697,0.841
1,138,15,0.6678,0.7115,0.177,0.157,0.599,0.713
1,138,16,0.6791,0.7236,0.023,0.026,0.42,0.526
1,138,17,0.6922,0.7378,0.0,0.0,0.307,0.553
1,138,18,0.7012,0.7476,0.0,0.0,0.272,0.634
1,138,19,0.7185,0.7622,0.0,0.0,0.299,0.578
1,138,20,0.7688,0.7843,0.0,0.0,0.353,0.554
1,138,21,0.7571,0.7598,0.0,0.0,0.4,0.52
1,138,22,0.6624,0.6847,0.0,0.0,0.443,0.581
1,138,23,0.5809,0.6171,0.0,0.0,0.474,0.625
1,139,0,0.5435,0.5764,0.0,0.0,0.487,0.61
1,139,1,0.5174,0.5481,0.0,0.0,0.492,0.516
1,139,2,0.5081,0.5381,0.0,0.0,0.501,0.416
1,139,3,0.5176,0.5483,0.0,0.0,0.504,0.426
1,139,4,0.5438,0.5767,0.0,0.0,0.504,0.428
1,139,5,0.5812,0.6172,0.063,0.053,0.402,0.351
1,139,6,0.6223,0.6618,0.211,0.205,0.465,0.242
1,139,7,0.6594,0.702,0.371,0.395,0.628,0.445
1,139,8,0.6864,0.7312,0.483,0.543,0.713,0.61
1,139,9,0.7001,0.7461,0.52,0.628,0.754,0.739
1,139,10,0.7012,0.7473,0.546,0.654,0.772,0.792
1,139,11,0.6932,0.7386,0.531,0.616,0.769,0.827
1,139,12,0.6817,0.7262,0.492,0.546,0.751,0.863
1,139,13,0.6726,0.7163,0.409,0.479,0.718,0.863
1,139,14,0.6701,0.7135,0.306,0.351,0.682,0.816
1,139,15,0.6756,0.7194,0.162,0.181,0.635,0.721
1,139,16,0.6874,0.7322,0.019,0.029,0.591,0.73
1,139,17,0.7011,0.747,0.0,0.0,0.587,0.758
1,139,18,0.7107,0.7575,0.0,0.0,0.593,0.71
1,139,19,0.7262,0.771,0.0,0.0,0.631,0.676
1,139,20,0.7763,0.7934,0.0,0.0,0.645,0.673
1,139,21,0.7672,0.7706,0.0,0.0,0.663,0.649
1,139,22,0.6741,0.6969,0.0,0.0,0.66,0.593
1,139,23,0.5931,0.6299,0.0,0.0,0.637,0.571
1,140,0,0.5561,0.5897,0.0,0.0,0.599,0.543
