season,day,hour,Load_Bosnia and Herzegovina,Load_Croatia,PV_Bosnia and Herzegovina,PV_Croatia,Wind_Bosnia and Herzegovina,Wind_Croatia
2,19,23,0.6379,0.6405,0.0,0.0,0.17,0.054
2,20,0,0.5997,0.599,0.0,0.0,0.16,0.055
2,20,1,0.5725,0.5696,0.0,0.0,0.16,0.058
2,20,2,0.5626,0.5588,0.0,0.0,0.16,0.061
2,20,3,0.572,0.5691,0.0,0.0,0.167,0.058
2,20,4,0.6204,0.6215,0.0,0.0,0.173,0.053
2,20,5,0.6574,0.6677,0.0,0.0,0.174,0.055
2,20,6,0.6981,0.7118,0.0,0.0,0.172,0.067
2,20,7,0.7347,0.7515,0.022,0.009,0.176,0.112
2,20,8,0.7612,0.7802,0.071,0.035,0.207,0.162
2,20,9,0.7745,0.7946,0.114,0.066,0.276,0.148
2,20,10,0.775,0.7952,0.133,0.097,0.328,0.135
2,20,11,0.7664,0.7859,0.14,0.112,0.415,0.156
2,20,12,0.7544,0.7729,0.103,0.097,0.445,0.203
2,20,13,0.7447,0.7624,0.047,0.056,0.49,0.265
2,20,14,0.7416,0.759,0.011,0.01,0.616,0.316
2,20,15,0.7465,0.7643,0.0,0.0,0.728,0.359
2,20,16,0.7577,0.7778,0.0,0.0,0.701,0.339
2,20,17,0.8066,0.824,0.0,0.0,0.647,0.271
2,20,18,0.8945,0.8871,0.0,0.0,0.591,0.232
2,20,19,0.9566,0.9233,0.0,0.0,0.569,0.207
2,20,20,0.9423,0.9028,0.0,0.0,0.552,0.19
2,20,21,0.8517,0.8291,0.0,0.0,0.51,0.19
2,20,22,0.7356,0.7371,0.0,0.0,0.417,0.172
2,20,23,0.6592,0.6637,0.0,0.0,0.322,0.15
2,21,0,0.6217,0.623,0.0,0.0,0.246,0.15
2,21,1,0.5956,0.5947,0.0,0.0,0.195,0.169
2,21,2,0.5863,0.5846,0.0,0.0,0.15,0.224
2,21,3,0.5957,0.5948,0.0,0.0,0.131,0.286
2,21,4,0.6218,0.6231,0.0,0.0,0.126,0.301
2,21,5,0.6592,0.6697,0.0,0.0,0.131,0.301
2,21,6,0.7003,0.7143,0.0,0.0,0.15,0.299
2,21,7,0.7373,0.7545,0.017,0.02,0.161,0.283
2,21,8,0.7642,0.7837,0.051,0.067,0.148,0.251
2,21,9,0.7779,0.7985,0.091,0.112,0.136,0.229
2,21,10,0.779,0.7996,0.117,0.137,0.124,0.209
2,21,11,0.7709,0.7909,0.105,0.141,0.117,0.196
2,21,12,0.7594,0.7785,0.071,0.114,0.112,0.199
2,21,13,0.7503,0.7685,0.036,0.065,0.108,0.234
2,21,14,0.7477,0.7657,0.005,0.015,0.101,0.271
2,21,15,0.7531,0.7717,0.0,0.0,0.119,0.344
2,21,16,0.765,0.7863,0.0,0.0,0.14,0.372
2,21,17,0.8171,0.8346,0.0,0.0,0.149,0.39
2,21,18,0.9062,0.8985,0.0,0.0,0.167,0.417
2,21,19,0.9678,0.9346,0.0,0.0,0.189,0.395
2,21,20,0.9525,0.9138,0.0,0.0,0.206,0.358
2,21,21,0.8617,0.8402,0.0,0.0,0.268,0.267
2,21,22,0.7461,0.7486,0.0,0.0,0.31,0.2
2,21,23,0.6703,0.6758,0.0,0.0,0.342,0.172
2,22,0,0.6333,0.6356,0.0,0.0,0.412,0.148
2,22,1,0.6076,0.6078,0.0,0.0,0.424,0.132
2,22,2,0.5987,0.5982,0.0,0.0,0.425,0.121
2,22,3,0.6085,0.6088,0.0,0.0,0.439,0.127
2,22,4,0.635,0.6375,0.0,0.0,0.397,0.134
2,22,5,0.6727,0.6846,0.0,0.0,0.383,0.14
2,22,6,0.714,0.7294,0.015,0.0,0.372,0.148
2,22,7,0.7513,0.7698,0.102,0.023,0.322,0.156
2,22,8,0.7783,0.7992,0.166,0.063,0.394,0.132
2,22,9,0.7922,0.8142,0.191,0.094,0.488,0.132
2,22,10,0.7932,0.8154,0.183,0.097,0.537,0.145
2,22,11,0.7852,0.8067,0.12,0.089,0.444,0.143
2,22,12,0.7737,0.7941,0.057,0.062,0.274,0.137
2,22,13,0.7644,0.7841,0.033,0.033,0.229,0.182
2,22,14,0.7616,0.7811,0.009,0.006,0.262,0.274
2,22,15,0.7669,0.7868,0.0,0.0,0.34,0.379
2,22,16,0.7785,0.8013,0.0,0.0,0.36,0.428
2,22,17,0.831,0.8496,0.0,0.0,0.325,0.527
2,22,18,0.9199,0.9132,0.0,0.0,0.367,0.614
2,22,19,0.9806,0.9485,0.0,0.0,0.424,0.638
2,22,20,0.9644,0.9269,0.0,0.0,0.522,0.692
2,22,21,0.8728,0.8525,0.0,0.0,0.584,0.73
2,22,22,0.7565,0.7602,0.0,0.0,0.585,0.774
2,22,23,0.6801,0.6865,0.0,0.0,0.615,0.825
2,23,0,0.6423,0.6455,0.0,0.0,0.677,0.869
2,23,1,0.6158,0.6168,0.0,0.0,0.753,0.906
2,23,2,0.6061,0.6063,0.0,0.0,0.749,0.948
2,23,3,0.615,0.616,0.0,0.0,0.744,0.972
2,23,4,0.6406,0.6437,0.0,0.0,0.766,0.977
2,23,5,0.6773,0.6894,0.0,0.0,0.804,0.979
2,23,6,0.7177,0.7332,0.011,0.0,0.767,0.983
2,23,7,0.7539,0.7725,0.074,0.004,0.738,0.983
2,23,8,0.7799,0.8007,0.123,0.014,0.691,0.98
2,23,9,0.7927,0.8146,0.228,0.03,0.638,0.976
2,23,10,0.7927,0.8146,0.221,0.039,0.553,0.972
2,23,11,0.7836,0.8047,0.149,0.046,0.371,0.968
2,23,12,0.771,0.791,0.109,0.03,0.295,0.965
2,23,13,0.7606,0.7798,0.077,0.009,0.315,0.962
2,23,14,0.7567,0.7756,0.022,0.0,0.383,0.954
2,23,15,0.7609,0.7801,0.0,0.0,0.432,0.945
2,23,16,0.7713,0.7921,0.0,0.0,0.44,0.945
2,23,17,0.8155,0.8351,0.0,0.0,0.486,0.955
2,23,18,0.9014,0.8967,0.0,0.0,0.491,0.96
2,23,19,0.9642,0.9331,0.0,0.0,0.556,0.967
2,23,20,0.9512,0.913,0.0,0.0,0.606,0.974
2,23,21,0.8608,0.8391,0.0,0.0,0.653,0.977
2,23,22,0.7438,0.746,0.0,0.0,0.695,0.978
2,23,23,0.6662,0.6715,0.0,0.0,0.727,0.977
2,24,0,0.6275,0.6296,0.0,0.0,0.739,0.976
2,24,1,0.6003,0.6001,0.0,0.0,0.736,0.975
2,24,2,0.5899,0.5888,0.0,0.0,0.768,0.976
2,24,3,0.5981,0.5977,0.0,0.0,0.777,0.977
2,24,4,0.6231,0.6248,0.0,0.0,0.765,0.975
2,24,5,0.6592,0.6698,0.0,0.0,0.754,0.968
2,24,6,0.6991,0.7131,0.016,0.0,0.751,0.965
2,24,7,0.7349,0.7519,0.108,0.006,0.738,0.963
2,24,8,0.7605,0.7797,0.228,0.027,0.784,0.962
2,24,9,0.773,0.7933,0.348,0.056,0.789,0.957
2,24,10,0.7728,0.793,0.41,0.096,0.747,0.943
2,24,11,0.7635,0.783,0.435,0.108,0.682,0.927
2,24,12,0.7508,0.7691,0.373,0.073,0.613,0.91
2,24,13,0.7403,0.7579,0.262,0.036,0.545,0.884
2,24,14,0.7365,0.7537,0.107,0.009,0.48,0.854
2,24,15,0.7408,0.7583,0.0,0.0,0.493,0.839
2,24,16,0.7514,0.7707,0.0,0.0,0.542,0.821
2,24,17,0.7966,0.8143,0.0,0.0,0.585,0.822
2,24,18,0.883,0.8764,0.0,0.0,0.626,0.836
2,24,19,0.9458,0.9129,0.0,0.0,0.67,0.836
2,24,20,0.9328,0.8931,0.0,0.0,0.707,0.836
2,24,21,0.8427,0.8195,0.0,0.0,0.724,0.821
2,24,22,0.7262,0.727,0.0,0.0,0.744,0.811
2,24,23,0.6492,0.6532,0.0,0.0,0.775,0.798
2,25,0,0.6112,0.612,0.0,0.0,0.816,0.804
2,25,1,0.5846,0.5832,0.0,0.0,0.832,0.85
2,25,2,0.5749,0.5727,0.0,0.0,0.856,0.876
2,25,3,0.5614,0.558,0.0,0.0,0.885,0.901
2,25,4,0.5879,0.5868,0.0,0.0,0.888,0.916
2,25,5,0.6256,0.6336,0.0,0.0,0.889,0.919
2,25,6,0.6659,0.6774,0.049,0.0,0.891,0.913
2,25,7,0.7004,0.7147,0.221,0.008,0.906,0.904
2,25,8,0.7223,0.7386,0.387,0.034,0.916,0.921
2,25,9,0.7288,0.7456,0.505,0.065,0.894,0.924
2,25,10,0.7209,0.737,0.526,0.099,0.869,0.913
2,25,11,0.7035,0.7181,0.49,0.118,0.848,0.913
2,25,12,0.6836,0.6966,0.402,0.111,0.831,0.906
2,25,13,0.6684,0.6801,0.278,0.073,0.818,0.885
2,25,14,0.6632,0.6744,0.115,0.023,0.798,0.856
2,25,15,0.6698,0.6817,0.0,0.0,0.804,0.864
2,25,16,0.6864,0.7009,0.0,0.0,0.838,0.891
2,25,17,0.7428,0.7553,0.0,0.0,0.864,0.91
2,25,18,0.8398,0.8283,0.0,0.0,0.882,0.925
2,25,19,0.9111,0.8746,0.0,0.0,0.888,0.924
2,25,20,0.9047,0.8626,0.0,0.0,0.881,0.918
2,25,21,0.8196,0.7948,0.0,0.0,0.872,0.919
2,25,22,0.7064,0.7059,0.0,0.0,0.86,0.924
2,25,23,0.6309,0.6335,0.0,0.0,0.843,0.923
2,26,0,0.593,0.5924,0.0,0.0,0.827,0.91
2,26,1,0.5662,0.5634,0.0,0.0,0.806,0.895
2,26,2,0.5566,0.553,0.0,0.0,0.798,0.875
2,26,3,0.5664,0.5636,0.0,0.0,0.794,0.881
2,26,4,0.5934,0.5929,0.0,0.0,0.798,0.878
2,26,5,0.6315,0.6399,0.0,0.0,0.803,0.868
2,26,6,0.6721,0.6841,0.082,0.007,0.805,0.876
2,26,7,0.7069,0.7218,0.292,0.141,0.814,0.893
2,26,8,0.7291,0.7459,0.469,0.359,0.827,0.919
2,26,9,0.7358,0.7531,0.586,0.539,0.798,0.932
2,26,10,0.7281,0.7448,0.655,0.619,0.74,0.926
2,26,11,0.7108,0.726,0.618,0.616,0.663,0.909
2,26,12,0.6909,0.7045,0.529,0.551,0.599,0.879
2,26,13,0.6757,0.688,0.39,0.402,0.553,0.834
2,26,14,0.6705,0.6823,0.186,0.169,0.496,0.763
2,26,15,0.6771,0.6895,0.006,0.001,0.493,0.669
2,26,16,0.6936,0.7077,0.0,0.0,0.491,0.631
2,26,17,0.743,0.7577,0.0,0.0,0.521,0.674
2,26,18,0.8377,0.8296,0.0,0.0,0.51,0.654
2,26,19,0.9115,0.8776,0.0,0.0,0.469,0.633
2,26,20,0.909,0.8678,0.0,0.0,0.409,0.616
2,26,21,0.8258,0.8013,0.0,0.0,0.357,0.597
2,26,22,0.7125,0.7122,0.0,0.0,0.311,0.574
2,26,23,0.6363,0.6395,0.0,0.0,0.261,0.542
2,27,0,0.5981,0.5981,0.0,0.0,0.241,0.522
2,27,1,0.571,0.5687,0.0,0.0,0.22,0.436
2,27,2,0.561,0.5579,0.0,0.0,0.204,0.402
2,27,3,0.5705,0.5681,0.0,0.0,0.202,0.369
2,27,4,0.6188,0.6206,0.0,0.0,0.203,0.324
2,27,5,0.6558,0.6668,0.0,0.0,0.191,0.309
2,27,6,0.6965,0.711,0.103,0.012,0.158,0.328
2,27,7,0.7332,0.7507,0.34,0.116,0.098,0.337
2,27,8,0.7596,0.7794,0.533,0.228,0.052,0.33
2,27,9,0.7729,0.7938,0.615,0.248,0.02,0.322
2,27,10,0.7734,0.7943,0.612,0.183,0.019,0.352
2,27,11,0.7649,0.7851,0.573,0.115,0.021,0.403
2,27,12,0.7528,0.772,0.489,0.074,0.042,0.433
2,27,13,0.7431,0.7615,0.374,0.046,0.117,0.426
2,27,14,0.74,0.7581,0.155,0.013,0.253,0.383
2,27,15,0.7448,0.7634,0.004,0.0,0.442,0.364
2,27,16,0.756,0.7758,0.0,0.0,0.607,0.39
2,27,17,0.7965,0.8164,0.0,0.0,0.678,0.408
2,27,18,0.8816,0.8783,0.0,0.0,0.687,0.454
2,27,19,0.9471,0.917,0.0,0.0,0.743,0.467
2,27,20,0.938,0.8999,0.0,0.0,0.769,0.476
2,27,21,0.8503,0.8281,0.0,0.0,0.78,0.522
2,27,22,0.7343,0.7363,0.0,0.0,0.759,0.593
2,27,23,0.6576,0.6627,0.0,0.0,0.746,0.647
2,28,0,0.62,0.622,0.0,0.0,0.751,0.697
2,28,1,0.5939,0.5937,0.0,0.0,0.759,0.753
2,28,2,0.5846,0.5836,0.0,0.0,0.771,0.761
2,28,3,0.594,0.5938,0.0,0.0,0.786,0.774
2,28,4,0.6201,0.6221,0.0,0.0,0.809,0.794
2,28,5,0.6575,0.6688,0.0,0.0,0.828,0.791
2,28,6,0.6986,0.7133,0.011,0.024,0.841,0.795
2,28,7,0.7356,0.7535,0.081,0.213,0.886,0.807
2,28,8,0.7625,0.7827,0.19,0.41,0.901,0.872
2,28,9,0.7762,0.7976,0.315,0.568,0.901,0.909
2,28,10,0.7773,0.7987,0.403,0.629,0.889,0.916
2,28,11,0.7692,0.79,0.421,0.6,0.855,0.91
2,28,12,0.7577,0.7775,0.384,0.498,0.809,0.88
2,28,13,0.7485,0.7676,0.267,0.39,0.747,0.816
2,28,14,0.746,0.7647,0.116,0.197,0.646,0.692
2,28,15,0.7514,0.7707,0.001,0.008,0.558,0.558
2,28,16,0.7632,0.784,0.0,0.0,0.51,0.467
2,28,17,0.8077,0.8276,0.0,0.0,0.442,0.428
2,28,18,0.8946,0.8906,0.0,0.0,0.357,0.371
2,28,19,0.9593,0.929,0.0,0.0,0.268,0.319
2,28,20,0.9486,0.9111,0.0,0.0,0.193,0.284
2,28,21,0.8601,0.8391,0.0,0.0,0.121,0.212
2,28,22,0.7446,0.7478,0.0,0.0,0.088,0.094
2,28,23,0.6686,0.6748,0.0,0.0,0.096,0.036
2,29,0,0.6315,0.6346,0.0,0.0,0.098,0.004
2,29,1,0.6058,0.6067,0.0,0.0,0.089,0.04
2,29,2,0.5969,0.5971,0.0,0.0,0.091,0.174
2,29,3,0.6067,0.6078,0.0,0.0,0.096,0.371
2,29,4,0.6332,0.6365,0.0,0.0,0.093,0.497
2,29,5,0.6709,0.6835,0.0,0.0,0.125,0.579
2,29,6,0.7122,0.7283,0.166,0.0,0.147,0.654
2,29,7,0.7495,0.7687,0.411,0.016,0.126,0.648
2,29,8,0.7765,0.798,0.581,0.039,0.172,0.614
2,29,9,0.7904,0.813,0.679,0.056,0.296,0.553
2,29,10,0.7914,0.8142,0.688,0.063,0.355,0.51
2,29,11,0.7834,0.8055,0.568,0.063,0.381,0.49
2,29,12,0.7718,0.793,0.315,0.057,0.379,0.5
2,29,13,0.7626,0.7829,0.141,0.044,0.338,0.462
2,29,14,0.7598,0.7799,0.038,0.021,0.33,0.451
2,29,15,0.765,0.7856,0.0,0.0,0.341,0.53
2,29,16,0.7765,0.7981,0.0,0.0,0.395,0.489
2,29,17,0.8152,0.8376,0.0,0.0,0.516,0.404
2,29,18,0.8996,0.8992,0.0,0.0,0.697,0.417
2,29,19,0.9661,0.9387,0.0,0.0,0.788,0.48
2,29,20,0.9582,0.9224,0.0,0.0,0.83,0.512
2,29,21,0.8712,0.8511,0.0,0.0,0.832,0.552
2,29,22,0.7552,0.7592,0.0,0.0,0.855,0.586
2,29,23,0.6782,0.6854,0.0,0.0,0.895,0.636
2,30,0,0.6404,0.6444,0.0,0.0,0.914,0.703
2,30,1,0.6139,0.6157,0.0,0.0,0.926,0.801
2,30,2,0.6042,0.6052,0.0,0.0,0.931,0.824
2,30,3,0.6131,0.6148,0.0,0.0,0.94,0.806
2,30,4,0.6387,0.6426,0.0,0.0,0.957,0.814
2,30,5,0.6754,0.6889,0.0,0.0,0.979,0.829
2,30,6,0.7158,0.7326,0.0,0.0,0.988,0.858
2,30,7,0.752,0.772,0.029,0.007,0.986,0.875
2,30,8,0.778,0.8002,0.046,0.026,0.983,0.873
2,30,9,0.7908,0.814,0.061,0.04,0.976,0.869
2,30,10,0.7908,0.814,0.063,0.057,0.977,0.846
2,30,11,0.7817,0.8042,0.052,0.052,0.977,0.762
2,30,12,0.769,0.7905,0.072,0.05,0.959,0.676
2,30,13,0.7586,0.7792,0.034,0.046,0.959,0.522
2,30,14,0.7548,0.775,0.012,0.014,0.981,0.295
2,30,15,0.7589,0.7795,0.0,0.0,0.981,0.183
2,30,16,0.7693,0.7908,0.0,0.0,0.981,0.09
2,30,17,0.804,0.8268,0.0,0.0,0.978,0.045
2,30,18,0.886,0.8867,0.0,0.0,0.975,0.467
2,30,19,0.9526,0.9259,0.0,0.0,0.966,0.722
2,30,20,0.9458,0.9099,0.0,0.0,0.942,0.693
2,30,21,0.859,0.8383,0.0,0.0,0.957,0.418
2,30,22,0.7422,0.7456,0.0,0.0,0.981,0.118
2,30,23,0.6642,0.6703,0.0,0.0,0.982,0.108
2,31,0,0.6256,0.6284,0.0,0.0,0.95,0.258
2,31,1,0.5983,0.5989,0.0,0.0,0.757,0.307
2,31,2,0.5879,0.5876,0.0,0.0,0.445,0.385
2,31,3,0.5961,0.5965,0.0,0.0,0.204,0.481
2,31,4,0.621,0.6236,0.0,0.0,0.102,0.585
2,31,5,0.6572,0.6692,0.0,0.0,0.145,0.637
2,31,6,0.697,0.7125,0.018,0.018,0.177,0.638
2,31,7,0.7329,0.7513,0.086,0.208,0.184,0.522
2,31,8,0.7585,0.7791,0.204,0.361,0.22,0.527
2,31,9,0.771,0.7926,0.301,0.518,0.278,0.556
2,31,10,0.7707,0.7924,0.295,0.645,0.304,0.576
2,31,11,0.7614,0.7823,0.201,0.669,0.276,0.536
2,31,12,0.7487,0.7685,0.137,0.6,0.222,0.42
2,31,13,0.7383,0.7572,0.093,0.458,0.174,0.279
2,31,14,0.7345,0.7531,0.036,0.237,0.142,0.184
2,31,15,0.7387,0.7577,0.0,0.017,0.177,0.172
2,31,16,0.7493,0.7693,0.0,0.0,0.224,0.213
2,31,17,0.7879,0.8083,0.0,0.0,0.242,0.272
2,31,18,0.8719,0.8693,0.0,0.0,0.23,0.286
2,31,19,0.9374,0.9078,0.0,0.0,0.233,0.303
2,31,20,0.9285,0.8907,0.0,0.0,0.208,0.323
2,31,21,0.8408,0.8187,0.0,0.0,0.171,0.32
2,31,22,0.7244,0.7264,0.0,0.0,0.192,0.326
2,31,23,0.6471,0.6519,0.0,0.0,0.292,0.339
2,32,0,0.6091,0.6108,0.0,0.0,0.359,0.347
2,32,1,0.5825,0.582,0.0,0.0,0.374,0.394
2,32,2,0.5728,0.5714,0.0,0.0,0.371,0.451
2,32,3,0.5593,0.5568,0.0,0.0,0.334,0.527
2,32,4,0.5858,0.5855,0.0,0.0,0.294,0.512
2,32,5,0.6234,0.6328,0.0,0.0,0.296,0.452
2,32,6,0.6638,0.6766,0.0,0.002,0.317,0.411
2,32,7,0.6982,0.7139,0.028,0.052,0.278,0.427
2,32,8,0.7202,0.7378,0.07,0.111,0.224,0.417
2,32,9,0.7267,0.7448,0.158,0.153,0.26,0.39
2,32,10,0.7188,0.7362,0.151,0.174,0.248,0.303
2,32,11,0.7013,0.7173,0.176,0.152,0.189,0.214
2,32,12,0.6814,0.6958,0.188,0.106,0.125,0.183
2,32,13,0.6662,0.6793,0.146,0.062,0.074,0.172
2,32,14,0.661,0.6736,0.082,0.022,0.088,0.164
2,32,15,0.6677,0.6809,0.0,0.0,0.145,0.214
2,32,16,0.6842,0.6988,0.0,0.0,0.208,0.24
2,32,17,0.7277,0.7444,0.0,0.0,0.269,0.297
2,32,18,0.8199,0.8152,0.0,0.0,0.269,0.376
2,32,19,0.8964,0.8652,0.0,0.0,0.26,0.47
2,32,20,0.8981,0.8585,0.0,0.0,0.331,0.607
2,32,21,0.8177,0.7938,0.0,0.0,0.309,0.698
2,32,22,0.7048,0.7053,0.0,0.0,0.294,0.708
2,32,23,0.6287,0.6322,0.0,0.0,0.244,0.676
2,33,0,0.5908,0.5911,0.0,0.0,0.211,0.585
2,33,1,0.564,0.5621,0.0,0.0,0.2,0.478
2,33,2,0.5544,0.5517,0.0,0.0,0.206,0.364
2,33,3,0.5642,0.5623,0.0,0.0,0.188,0.301
2,33,4,0.5912,0.5916,0.0,0.0,0.138,0.267
2,33,5,0.6292,0.6387,0.0,0.0,0.079,0.246
2,33,6,0.6699,0.6828,0.023,0.029,0.051,0.216
2,33,7,0.7047,0.7205,0.094,0.285,0.049,0.211
2,33,8,0.7269,0.7446,0.166,0.521,0.048,0.154
2,33,9,0.7336,0.7518,0.204,0.64,0.041,0.065
2,33,10,0.7258,0.7435,0.215,0.686,0.044,0.026
2,33,11,0.7085,0.7247,0.195,0.668,0.073,0.042
2,33,12,0.6887,0.7032,0.145,0.589,0.113,0.067
2,33,13,0.6735,0.6867,0.098,0.437,0.154,0.076
2,33,14,0.6682,0.681,0.042,0.187,0.207,0.081
2,33,15,0.6748,0.6882,0.0,0.006,0.267,0.081
2,33,16,0.6913,0.706,0.0,0.0,0.275,0.076
2,33,17,0.7303,0.748,0.0,0.0,0.258,0.069
2,33,18,0.8198,0.8174,0.0,0.0,0.214,0.054
2,33,19,0.8978,0.8684,0.0,0.0,0.174,0.037
2,33,20,0.9025,0.8634,0.0,0.0,0.141,0.025
2,33,21,0.8237,0.7997,0.0,0.0,0.092,0.028
2,33,22,0.7107,0.7111,0.0,0.0,0.051,0.052
2,33,23,0.634,0.6382,0.0,0.0,0.031,0.099
2,34,0,0.5958,0.5967,0.0,0.0,0.029,0.15
2,34,1,0.5687,0.5673,0.0,0.0,0.037,0.179
2,34,2,0.5587,0.5565,0.0,0.0,0.05,0.192
2,34,3,0.5681,0.5667,0.0,0.0,0.061,0.194
2,34,4,0.6165,0.6192,0.0,0.0,0.071,0.191
2,34,5,0.6535,0.6647,0.0,0.0,0.096,0.213
2,34,6,0.6942,0.7088,0.197,0.037,0.132,0.235
2,34,7,0.7308,0.7485,0.419,0.191,0.152,0.245
2,34,8,0.7573,0.7772,0.578,0.343,0.18,0.249
2,34,9,0.7705,0.7916,0.661,0.494,0.316,0.214
2,34,10,0.771,0.7922,0.68,0.583,0.496,0.208
2,34,11,0.7625,0.7829,0.629,0.54,0.589,0.191
2,34,12,0.7505,0.7699,0.51,0.419,0.61,0.166
2,34,13,0.7407,0.7593,0.306,0.244,0.548,0.161
2,34,14,0.7376,0.7559,0.095,0.079,0.544,0.204
2,34,15,0.7425,0.7612,0.0,0.0,0.613,0.27
2,34,16,0.7537,0.7734,0.0,0.0,0.639,0.3
2,34,17,0.788,0.8093,0.0,0.0,0.653,0.307
2,34,18,0.8703,0.8697,0.0,0.0,0.634,0.278
2,34,19,0.9383,0.9103,0.0,0.0,0.58,0.284
2,34,20,0.9332,0.8959,0.0,0.0,0.548,0.302
2,34,21,0.8479,0.8258,0.0,0.0,0.411,0.318
2,34,22,0.7322,0.7342,0.0,0.0,0.449,0.319
2,34,23,0.6551,0.6612,0.0,0.0,0.45,0.384
2,35,0,0.6176,0.6205,0.0,0.0,0.451,0.489
2,35,1,0.5915,0.5922,0.0,0.0,0.507,0.555
2,35,2,0.5822,0.5821,0.0,0.0,0.639,0.613
2,35,3,0.5916,0.5924,0.0,0.0,0.701,0.685
2,35,4,0.6177,0.6207,0.0,0.0,0.67,0.818
2,35,5,0.6551,0.6667,0.0,0.0,0.443,0.868
2,35,6,0.6961,0.7112,0.003,0.011,0.571,0.91
2,35,7,0.7332,0.7514,0.06,0.09,0.688,0.927
2,35,8,0.7601,0.7806,0.137,0.173,0.709,0.945
2,35,9,0.7738,0.7954,0.162,0.263,0.682,0.941
2,35,10,0.7748,0.7965,0.199,0.345,0.668,0.931
2,35,11,0.7667,0.7878,0.217,0.295,0.515,0.91
2,35,12,0.7552,0.7753,0.191,0.201,0.33,0.882
2,35,13,0.7461,0.7654,0.121,0.132,0.244,0.875
2,35,14,0.7435,0.7626,0.054,0.064,0.21,0.87
2,35,15,0.7489,0.7685,0.0,0.001,0.168,0.874
2,35,16,0.7607,0.7813,0.0,0.0,0.151,0.869
2,35,17,0.7938,0.8164,0.0,0.0,0.161,0.881
2,35,18,0.8757,0.8769,0.0,0.0,0.181,0.901
2,35,19,0.9449,0.9186,0.0,0.0,0.225,0.919
2,35,20,0.9418,0.9057,0.0,0.0,0.28,0.936
2,35,21,0.8578,0.8367,0.0,0.0,0.336,0.948
2,35,22,0.7427,0.7458,0.0,0.0,0.401,0.953
2,35,23,0.666,0.6732,0.0,0.0,0.415,0.946
2,36,0,0.629,0.6331,0.0,0.0,0.402,0.946
2,36,1,0.6033,0.6052,0.0,0.0,0.424,0.952
2,36,2,0.5944,0.5956,0.0,0.0,0.439,0.958
2,36,3,0.6042,0.6062,0.0,0.0,0.493,0.967
2,36,4,0.6307,0.6349,0.0,0.0,0.573,0.974
2,36,5,0.6683,0.6814,0.0,0.0,0.606,0.977
2,36,6,0.7096,0.7262,0.018,0.005,0.605,0.978
2,36,7,0.7469,0.7666,0.108,0.062,0.56,0.979
2,36,8,0.774,0.796,0.208,0.132,0.533,0.98
2,36,9,0.7878,0.811,0.352,0.209,0.567,0.979
2,36,10,0.7888,0.8122,0.46,0.262,0.623,0.978
2,36,11,0.7808,0.8035,0.486,0.254,0.692,0.984
2,36,12,0.7692,0.7909,0.328,0.197,0.714,0.986
2,36,13,0.76,0.7809,0.143,0.148,0.67,0.985
2,36,14,0.7572,0.7779,0.057,0.077,0.715,0.989
2,36,15,0.7624,0.7835,0.0,0.0,0.802,0.993
2,36,16,0.7739,0.796,0.0,0.0,0.853,0.994
2,36,17,0.8016,0.8266,0.0,0.0,0.874,0.99
2,36,18,0.8796,0.885,0.0,0.0,0.886,0.968
2,36,19,0.9504,0.9277,0.0,0.0,0.879,0.969
2,36,20,0.9507,0.9167,0.0,0.0,0.863,0.968
2,36,21,0.8687,0.8487,0.0,0.0,0.861,0.971
2,36,22,0.7532,0.7574,0.0,0.0,0.86,0.976
2,36,23,0.6756,0.6838,0.0,0.0,0.867,0.977
2,37,0,0.6377,0.6428,0.0,0.0,0.869,0.976
2,37,1,0.6113,0.6141,0.0,0.0,0.902,0.971
2,37,2,0.6016,0.6036,0.0,0.0,0.944,0.954
2,37,3,0.6105,0.6133,0.0,0.0,0.964,0.913
2,37,4,0.636,0.641,0.0,0.0,0.95,0.882
2,37,5,0.6727,0.6864,0.0,0.0,0.872,0.893
2,37,6,0.7131,0.7302,0.001,0.0,0.651,0.93
2,37,7,0.7493,0.7695,0.027,0.008,0.445,0.962
2,37,8,0.7754,0.7977,0.056,0.034,0.235,0.989
2,37,9,0.7881,0.8116,0.095,0.074,0.132,0.994
2,37,10,0.7881,0.8116,0.136,0.096,0.113,0.993
2,37,11,0.779,0.8017,0.161,0.08,0.115,0.988
2,37,12,0.7663,0.788,0.156,0.051,0.135,0.987
2,37,13,0.7559,0.7767,0.121,0.026,0.169,0.989
2,37,14,0.7521,0.7725,0.06,0.006,0.258,0.99
2,37,15,0.7562,0.777,0.001,0.0,0.336,0.989
2,37,16,0.7666,0.7883,0.0,0.0,0.366,0.987
2,37,17,0.7955,0.8195,0.0,0.0,0.424,0.988
2,37,18,0.8741,0.8776,0.0,0.0,0.472,0.989
2,37,19,0.9429,0.9185,0.0,0.0,0.528,0.988
2,37,20,0.9405,0.9054,0.0,0.0,0.586,0.986
2,37,21,0.8564,0.8356,0.0,0.0,0.648,0.985
2,37,22,0.7398,0.7432,0.0,0.0,0.695,0.983
2,37,23,0.6614,0.6687,0.0,0.0,0.726,0.985
2,38,0,0.6228,0.6268,0.0,0.0,0.749,0.987
2,38,1,0.5956,0.5973,0.0,0.0,0.772,0.989
2,38,2,0.5851,0.5859,0.0,0.0,0.788,0.989
2,38,3,0.5933,0.5949,0.0,0.0,0.814,0.99
