Country,Fuel,Year,Price_Reference_USD_GJ,Price_HighFossil_USD_GJ,Price_AccelTransition_USD_GJ
Lesotho,Natural Gas,2034,11.40,16.60,7.70
Lesotho,Natural Gas,2035,11.50,17.00,7.50
Lesotho,Natural Gas,2036,11.50,17.10,7.30
Lesotho,Natural Gas,2037,11.50,17.20,7.10
Lesotho,Natural Gas,2038,11.50,17.30,6.90
Lesotho,Natural Gas,2039,11.50,17.40,6.70
Lesotho,Natural Gas,2040,11.50,17.50,6.50
Lesotho,Natural Gas,2041,11.40,17.40,6.30
Lesotho,Natural Gas,2042,11.30,17.30,6.10
Lesotho,Natural Gas,2043,11.20,17.20,5.90
Lesotho,Natural Gas,2044,11.10,17.10,5.70
Lesotho,Natural Gas,2045,11.00,17.00,5.50
Lesotho,Natural Gas,2046,10.90,16.80,5.30
Lesotho,Natural Gas,2047,10.80,16.60,5.10
Lesotho,Natural Gas,2048,10.70,16.40,4.90
Lesotho,Natural Gas,2049,10.60,16.20,4.70
Lesotho,Natural Gas,2050,10.50,16.00,4.50
Lesotho,Natural Gas,2051,10.40,15.80,4.40
Lesotho,Natural Gas,2052,10.30,15.60,4.30
Lesotho,Natural Gas,2053,10.20,15.40,4.20
Lesotho,Natural Gas,2054,10.10,15.20,4.10
Lesotho,Natural Gas,2055,10.00,15.00,4.00
Lesotho,Natural Gas,2056,9.90,14.80,3.90
Lesotho,Natural Gas,2057,9.80,14.60,3.80
Lesotho,Natural Gas,2058,9.70,14.40,3.70
Lesotho,Natural Gas,2059,9.60,14.20,3.60
Lesotho,Natural Gas,2060,9.50,14.00,3.50
Lesotho,LNG,2025,10.50,13.00,9.50
Lesotho,LNG,2026,10.60,13.40,9.30
Lesotho,LNG,2027,10.70,13.80,9.10
Lesotho,LNG,2028,10.80,14.20,8.90
Lesotho,LNG,2029,10.90,14.60,8.70
Lesotho,LNG,2030,11.00,15.00,8.50
Lesotho,LNG,2031,11.10,15.40,8.30
Lesotho,LNG,2032,11.20,15.80,8.10
Lesotho,LNG,2033,11.30,16.20,7.90
Lesotho,LNG,2034,11.40,16.60,7.70
Lesotho,LNG,2035,11.50,17.00,7.50
Lesotho,LNG,2036,11.50,17.10,7.30
Lesotho,LNG,2037,11.50,17.20,7.10
Lesotho,LNG,2038,11.50,17.30,6.90
Lesotho,LNG,2039,11.50,17.40,6.70
Lesotho,LNG,2040,11.50,17.50,6.50
Lesotho,LNG,2041,11.40,17.40,6.30
Lesotho,LNG,2042,11.30,17.30,6.10
Lesotho,LNG,2043,11.20,17.20,5.90
Lesotho,LNG,2044,11.10,17.10,5.70
Lesotho,LNG,2045,11.00,17.00,5.50
Lesotho,LNG,2046,10.90,16.80,5.30
Lesotho,LNG,2047,10.80,16.60,5.10
Lesotho,LNG,2048,10.70,16.40,4.90
Lesotho,LNG,2049,10.60,16.20,4.70
Lesotho,LNG,2050,10.50,16.00,4.50
Lesotho,LNG,2051,10.40,15.80,4.40
Lesotho,LNG,2052,10.30,15.60,4.30
Lesotho,LNG,2053,10.20,15.40,4.20
Lesotho,LNG,2054,10.10,15.20,4.10
Lesotho,LNG,2055,10.00,15.00,4.00
Lesotho,LNG,2056,9.90,14.80,3.90
Lesotho,LNG,2057,9.80,14.60,3.80
Lesotho,LNG,2058,9.70,14.40,3.70
Lesotho,LNG,2059,9.60,14.20,3.60
Lesotho,LNG,2060,9.50,14.00,3.50
Lesotho,Biomass,2025,3.50,3.80,3.20
Lesotho,Biomass,2026,3.60,3.94,3.26
Lesotho,Biomass,2027,3.70,4.08,3.32
Lesotho,Biomass,2028,3.80,4.22,3.38
Lesotho,Biomass,2029,3.90,4.36,3.44
Lesotho,Biomass,2030,4.00,4.50,3.50
Lesotho,Biomass,2031,4.10,4.60,3.56
Lesotho,Biomass,2032,4.20,4.70,3.62
Lesotho,Biomass,2033,4.30,4.80,3.68
Lesotho,Biomass,2034,4.40,4.90,3.74
Lesotho,Biomass,2035,4.50,5.00,3.80
Lesotho,Biomass,2036,4.60,5.10,3.84
Lesotho,Biomass,2037,4.70,5.20,3.88
Lesotho,Biomass,2038,4.80,5.30,3.92
Lesotho,Biomass,2039,4.90,5.40,3.96
Lesotho,Biomass,2040,5.00,5.50,4.00
Lesotho,Biomass,2041,5.10,5.60,4.04
Lesotho,Biomass,2042,5.20,5.70,4.08
Lesotho,Biomass,2043,5.30,5.80,4.12
Lesotho,Biomass,2044,5.40,5.90,4.16
Lesotho,Biomass,2045,5.50,6.00,4.20
Lesotho,Biomass,2046,5.60,6.16,4.26
Lesotho,Biomass,2047,5.70,6.32,4.32
Lesotho,Biomass,2048,5.80,6.48,4.38
Lesotho,Biomass,2049,5.90,6.64,4.44
Lesotho,Biomass,2050,6.00,6.80,4.50
Lesotho,Biomass,2051,6.10,6.94,4.56
Lesotho,Biomass,2052,6.20,7.08,4.62
Lesotho,Biomass,2053,6.30,7.22,4.68
Lesotho,Biomass,2054,6.40,7.36,4.74
Lesotho,Biomass,2055,6.50,7.50,4.80
Lesotho,Biomass,2056,6.60,7.60,4.84
Lesotho,Biomass,2057,6.70,7.70,4.88
Lesotho,Biomass,2058,6.80,7.80,4.92
Lesotho,Biomass,2059,6.90,7.90,4.96
Lesotho,Biomass,2060,7.00,8.00,5.00
Lesotho,Biogas,2025,8.00,8.50,7.50
Lesotho,Biogas,2026,7.80,8.30,7.20
Lesotho,Biogas,2027,7.60,8.10,6.90
Lesotho,Biogas,2028,7.40,7.90,6.60
Lesotho,Biogas,2029,7.20,7.70,6.30
Lesotho,Biogas,2030,7.00,7.50,6.00
Lesotho,Biogas,2031,6.80,7.30,5.80
Lesotho,Biogas,2032,6.60,7.10,5.60
Lesotho,Biogas,2033,6.40,6.90,5.40
Lesotho,Biogas,2034,6.20,6.70,5.20
Lesotho,Biogas,2035,6.00,6.50,5.00
Lesotho,Biogas,2036,5.90,6.40,4.90
Lesotho,Biogas,2037,5.80,6.30,4.80
Lesotho,Biogas,2038,5.70,6.20,4.70
Lesotho,Biogas,2039,5.60,6.10,4.60
Lesotho,Biogas,2040,5.50,6.00,4.50
Lesotho,Biogas,2041,5.40,5.90,4.40
Lesotho,Biogas,2042,5.30,5.80,4.30
Lesotho,Biogas,2043,5.20,5.70,4.20
Lesotho,Biogas,2044,5.10,5.60,4.10
Lesotho,Biogas,2045,5.00,5.50,4.00
Lesotho,Biogas,2046,4.90,5.40,3.90
Lesotho,Biogas,2047,4.80,5.30,3.80
Lesotho,Biogas,2048,4.70,5.20,3.70
Lesotho,Biogas,2049,4.60,5.10,3.60
Lesotho,Biogas,2050,4.50,5.00,3.50
Lesotho,Biogas,2051,4.44,4.96,3.44
Lesotho,Biogas,2052,4.38,4.92,3.38
Lesotho,Biogas,2053,4.32,4.88,3.32
Lesotho,Biogas,2054,4.26,4.84,3.26
Lesotho,Biogas,2055,4.20,4.80,3.20
Lesotho,Biogas,2056,4.16,4.74,3.16
Lesotho,Biogas,2057,4.12,4.68,3.12
Lesotho,Biogas,2058,4.08,4.62,3.08
Lesotho,Biogas,2059,4.04,4.56,3.04
Lesotho,Biogas,2060,4.00,4.50,3.00
Malawi,HFO,2025,15.00,17.00,14.00
Malawi,HFO,2026,15.20,17.40,13.80
Malawi,HFO,2027,15.40,17.80,13.60
Malawi,HFO,2028,15.60,18.20,13.40
Malawi,HFO,2029,15.80,18.60,13.20
Malawi,HFO,2030,16.00,19.00,13.00
Malawi,HFO,2031,16.10,19.30,12.80
Malawi,HFO,2032,16.20,19.60,12.60
Malawi,HFO,2033,16.30,19.90,12.40
Malawi,HFO,2034,16.40,20.20,12.20
Malawi,HFO,2035,16.50,20.50,12.00
Malawi,HFO,2036,16.60,20.70,11.70
Malawi,HFO,2037,16.70,20.90,11.40
Malawi,HFO,2038,16.80,21.10,11.10
Malawi,HFO,2039,16.90,21.30,10.80
Malawi,HFO,2040,17.00,21.50,10.50
Malawi,HFO,2041,17.00,21.60,10.20
Malawi,HFO,2042,17.00,21.70,9.90
Malawi,HFO,2043,17.00,21.80,9.60
Malawi,HFO,2044,17.00,21.90,9.30
Malawi,HFO,2045,17.00,22.00,9.00
Malawi,HFO,2046,16.90,21.90,8.80
Malawi,HFO,2047,16.80,21.80,8.60
Malawi,HFO,2048,16.70,21.70,8.40
Malawi,HFO,2049,16.60,21.60,8.20
Malawi,HFO,2050,16.50,21.50,8.00
Malawi,HFO,2051,16.40,21.40,7.90
Malawi,HFO,2052,16.30,21.30,7.80
Malawi,HFO,2053,16.20,21.20,7.70
Malawi,HFO,2054,16.10,21.10,7.60
Malawi,HFO,2055,16.00,21.00,7.50
Malawi,HFO,2056,15.90,20.90,7.40
Malawi,HFO,2057,15.80,20.80,7.30
Malawi,HFO,2058,15.70,20.70,7.20
Malawi,HFO,2059,15.60,20.60,7.10
Malawi,HFO,2060,15.50,20.50,7.00
Malawi,Diesel,2025,18.50,21.00,17.50
Malawi,Diesel,2026,18.70,21.50,17.20
Malawi,Diesel,2027,18.90,22.00,16.90
Malawi,Diesel,2028,19.10,22.50,16.60
Malawi,Diesel,2029,19.30,23.00,16.30
Malawi,Diesel,2030,19.50,23.50,16.00
Malawi,Diesel,2031,19.60,23.90,15.70
Malawi,Diesel,2032,19.70,24.30,15.40
Malawi,Diesel,2033,19.80,24.70,15.10
Malawi,Diesel,2034,19.90,25.10,14.80
Malawi,Diesel,2035,20.00,25.50,14.50
Malawi,Diesel,2036,20.10,25.80,14.10
Malawi,Diesel,2037,20.20,26.10,13.70
Malawi,Diesel,2038,20.30,26.40,13.30
Malawi,Diesel,2039,20.40,26.70,12.90
Malawi,Diesel,2040,20.50,27.00,12.50
Malawi,Diesel,2041,20.50,27.10,12.20
Malawi,Diesel,2042,20.50,27.20,11.90
Malawi,Diesel,2043,20.50,27.30,11.60
Malawi,Diesel,2044,20.50,27.40,11.30
Malawi,Diesel,2045,20.50,27.50,11.00
Malawi,Diesel,2046,20.40,27.30,10.70
Malawi,Diesel,2047,20.30,27.10,10.40
Malawi,Diesel,2048,20.20,26.90,10.10
Malawi,Diesel,2049,20.10,26.70,9.80
Malawi,Diesel,2050,20.00,26.50,9.50
Malawi,Diesel,2051,19.90,26.30,9.40
Malawi,Diesel,2052,19.80,26.10,9.30
Malawi,Diesel,2053,19.70,25.90,9.20
Malawi,Diesel,2054,19.60,25.70,9.10
Malawi,Diesel,2055,19.50,25.50,9.00
Malawi,Diesel,2056,19.40,25.30,8.90
Malawi,Diesel,2057,19.30,25.10,8.80
Malawi,Diesel,2058,19.20,24.90,8.70
Malawi,Diesel,2059,19.10,24.70,8.60
Malawi,Diesel,2060,19.00,24.50,8.50
Malawi,Coal,2025,6.20,7.00,5.80
Malawi,Coal,2026,6.16,7.10,5.68
Malawi,Coal,2027,6.12,7.20,5.56
Malawi,Coal,2028,6.08,7.30,5.44
Malawi,Coal,2029,6.04,7.40,5.32
Malawi,Coal,2030,6.00,7.50,5.20
Malawi,Coal,2031,5.96,7.56,5.06
Malawi,Coal,2032,5.92,7.62,4.92
Malawi,Coal,2033,5.88,7.68,4.78
Malawi,Coal,2034,5.84,7.74,4.64
Malawi,Coal,2035,5.80,7.80,4.50
Malawi,Coal,2036,5.74,7.84,4.40
Malawi,Coal,2037,5.68,7.88,4.30
Malawi,Coal,2038,5.62,7.92,4.20
Malawi,Coal,2039,5.56,7.96,4.10
Malawi,Coal,2040,5.50,8.00,4.00
Malawi,Coal,2041,5.40,7.90,3.92
Malawi,Coal,2042,5.30,7.80,3.84
Malawi,Coal,2043,5.20,7.70,3.76
Malawi,Coal,2044,5.10,7.60,3.68
Malawi,Coal,2045,5.00,7.50,3.60
Malawi,Coal,2046,4.90,7.40,3.54
Malawi,Coal,2047,4.80,7.30,3.48
Malawi,Coal,2048,4.70,7.20,3.42
Malawi,Coal,2049,4.60,7.10,3.36
Malawi,Coal,2050,4.50,7.00,3.30
Malawi,Coal,2051,4.40,6.90,3.24
Malawi,Coal,2052,4.30,6.80,3.18
Malawi,Coal,2053,4.20,6.70,3.12
Malawi,Coal,2054,4.10,6.60,3.06
Malawi,Coal,2055,4.00,6.50,3.00
Malawi,Coal,2056,3.96,6.40,2.96
Malawi,Coal,2057,3.92,6.30,2.92
Malawi,Coal,2058,3.88,6.20,2.88
Malawi,Coal,2059,3.84,6.10,2.84
Malawi,Coal,2060,3.80,6.00,2.80
Malawi,Natural Gas,2025,10.50,13.00,9.50
Malawi,Natural Gas,2026,10.60,13.40,9.30
Malawi,Natural Gas,2027,10.70,13.80,9.10
Malawi,Natural Gas,2028,10.80,14.20,8.90
Malawi,Natural Gas,2029,10.90,14.60,8.70
Malawi,Natural Gas,2030,11.00,15.00,8.50
Malawi,Natural Gas,2031,11.10,15.40,8.30
Malawi,Natural Gas,2032,11.20,15.80,8.10
Malawi,Natural Gas,2033,11.30,16.20,7.90
Malawi,Natural Gas,2034,11.40,16.60,7.70
Malawi,Natural Gas,2035,11.50,17.00,7.50
Malawi,Natural Gas,2036,11.50,17.10,7.30
Malawi,Natural Gas,2037,11.50,17.20,7.10
Malawi,Natural Gas,2038,11.50,17.30,6.90
Malawi,Natural Gas,2039,11.50,17.40,6.70
Malawi,Natural Gas,2040,11.50,17.50,6.50
Malawi,Natural Gas,2041,11.40,17.40,6.30
Malawi,Natural Gas,2042,11.30,17.30,6.10
Malawi,Natural Gas,2043,11.20,17.20,5.90
Malawi,Natural Gas,2044,11.10,17.10,5.70
Malawi,Natural Gas,2045,11.00,17.00,5.50
Malawi,Natural Gas,2046,10.90,16.80,5.30
Malawi,Natural Gas,2047,10.80,16.60,5.10
Malawi,Natural Gas,2048,10.70,16.40,4.90
Malawi,Natural Gas,2049,10.60,16.20,4.70
Malawi,Natural Gas,2050,10.50,16.00,4.50
Malawi,Natural Gas,2051,10.40,15.80,4.40
Malawi,Natural Gas,2052,10.30,15.60,4.30
Malawi,Natural Gas,2053,10.20,15.40,4.20
Malawi,Natural Gas,2054,10.10,15.20,4.10
Malawi,Natural Gas,2055,10.00,15.00,4.00
Malawi,Natural Gas,2056,9.90,14.80,3.90
Malawi,Natural Gas,2057,9.80,14.60,3.80
Malawi,Natural Gas,2058,9.70,14.40,3.70
Malawi,Natural Gas,2059,9.60,14.20,3.60
Malawi,Natural Gas,2060,9.50,14.00,3.50
Malawi,LNG,2025,10.50,13.00,9.50
Malawi,LNG,2026,10.60,13.40,9.30
Malawi,LNG,2027,10.70,13.80,9.10
Malawi,LNG,2028,10.80,14.20,8.90
Malawi,LNG,2029,10.90,14.60,8.70
Malawi,LNG,2030,11.00,15.00,8.50
Malawi,LNG,2031,11.10,15.40,8.30
Malawi,LNG,2032,11.20,15.80,8.10
Malawi,LNG,2033,11.30,16.20,7.90
Malawi,LNG,2034,11.40,16.60,7.70
Malawi,LNG,2035,11.50,17.00,7.50
Malawi,LNG,2036,11.50,17.10,7.30
Malawi,LNG,2037,11.50,17.20,7.10
Malawi,LNG,2038,11.50,17.30,6.90
Malawi,LNG,2039,11.50,17.40,6.70
Malawi,LNG,2040,11.50,17.50,6.50
Malawi,LNG,2041,11.40,17.40,6.30
Malawi,LNG,2042,11.30,17.30,6.10
Malawi,LNG,2043,11.20,17.20,5.90
Malawi,LNG,2044,11.10,17.10,5.70
Malawi,LNG,2045,11.00,17.00,5.50
Malawi,LNG,2046,10.90,16.80,5.30
Malawi,LNG,2047,10.80,16.60,5.10
Malawi,LNG,2048,10.70,16.40,4.90
Malawi,LNG,2049,10.60,16.20,4.70
Malawi,LNG,2050,10.50,16.00,4.50
Malawi,LNG,2051,10.40,15.80,4.40
Malawi,LNG,2052,10.30,15.60,4.30
Malawi,LNG,2053,10.20,15.40,4.20
Malawi,LNG,2054,10.10,15.20,4.10
Malawi,LNG,2055,10.00,15.00,4.00
Malawi,LNG,2056,9.90,14.80,3.90
Malawi,LNG,2057,9.80,14.60,3.80
Malawi,LNG,2058,9.70,14.40,3.70
Malawi,LNG,2059,9.60,14.20,3.60
Malawi,LNG,2060,9.50,14.00,3.50
Malawi,Biomass,2025,3.50,3.80,3.20
Malawi,Biomass,2026,3.60,3.94,3.26
Malawi,Biomass,2027,3.70,4.08,3.32
Malawi,Biomass,2028,3.80,4.22,3.38
Malawi,Biomass,2029,3.90,4.36,3.44
Malawi,Biomass,2030,4.00,4.50,3.50
Malawi,Biomass,2031,4.10,4.60,3.56
Malawi,Biomass,2032,4.20,4.70,3.62
Malawi,Biomass,2033,4.30,4.80,3.68
Malawi,Biomass,2034,4.40,4.90,3.74
Malawi,Biomass,2035,4.50,5.00,3.80
Malawi,Biomass,2036,4.60,5.10,3.84
Malawi,Biomass,2037,4.70,5.20,3.88
Malawi,Biomass,2038,4.80,5.30,3.92
Malawi,Biomass,2039,4.90,5.40,3.96
Malawi,Biomass,2040,5.00,5.50,4.00
Malawi,Biomass,2041,5.10,5.60,4.04
Malawi,Biomass,2042,5.20,5.70,4.08
Malawi,Biomass,2043,5.30,5.80,4.12
Malawi,Biomass,2044,5.40,5.90,4.16
Malawi,Biomass,2045,5.50,6.00,4.20
Malawi,Biomass,2046,5.60,6.16,4.26
Malawi,Biomass,2047,5.70,6.32,4.32
Malawi,Biomass,2048,5.80,6.48,4.38
Malawi,Biomass,2049,5.90,6.64,4.44
Malawi,Biomass,2050,6.00,6.80,4.50
Malawi,Biomass,2051,6.10,6.94,4.56
Malawi,Biomass,2052,6.20,7.08,4.62
Malawi,Biomass,2053,6.30,7.22,4.68
Malawi,Biomass,2054,6.40,7.36,4.74
Malawi,Biomass,2055,6.50,7.50,4.80
Malawi,Biomass,2056,6.60,7.60,4.84
Malawi,Biomass,2057,6.70,7.70,4.88
Malawi,Biomass,2058,6.80,7.80,4.92
Malawi,Biomass,2059,6.90,7.90,4.96
Malawi,Biomass,2060,7.00,8.00,5.00
Malawi,Biogas,2025,8.00,8.50,7.50
Malawi,Biogas,2026,7.80,8.30,7.20
Malawi,Biogas,2027,7.60,8.10,6.90
Malawi,Biogas,2028,7.40,7.90,6.60
Malawi,Biogas,2029,7.20,7.70,6.30
Malawi,Biogas,2030,7.00,7.50,6.00
Malawi,Biogas,2031,6.80,7.30,5.80
Malawi,Biogas,2032,6.60,7.10,5.60
Malawi,Biogas,2033,6.40,6.90,5.40
Malawi,Biogas,2034,6.20,6.70,5.20
Malawi,Biogas,2035,6.00,6.50,5.00
Malawi,Biogas,2036,5.90,6.40,4.90
Malawi,Biogas,2037,5.80,6.30,4.80
Malawi,Biogas,2038,5.70,6.20,4.70
Malawi,Biogas,2039,5.60,6.10,4.60
Malawi,Biogas,2040,5.50,6.00,4.50
Malawi,Biogas,2041,5.40,5.90,4.40
Malawi,Biogas,2042,5.30,5.80,4.30
Malawi,Biogas,2043,5.20,5.70,4.20
Malawi,Biogas,2044,5.10,5.60,4.10
Malawi,Biogas,2045,5.00,5.50,4.00
Malawi,Biogas,2046,4.90,5.40,3.90
Malawi,Biogas,2047,4.80,5.30,3.80
Malawi,Biogas,2048,4.70,5.20,3.70
Malawi,Biogas,2049,4.60,5.10,3.60
Malawi,Biogas,2050,4.50,5.00,3.50
Malawi,Biogas,2051,4.44,4.96,3.44
Malawi,Biogas,2052,4.38,4.92,3.38
Malawi,Biogas,2053,4.32,4.88,3.32
Malawi,Biogas,2054,4.26,4.84,3.26
Malawi,Biogas,2055,4.20,4.80,3.20
Malawi,Biogas,2056,4.16,4.74,3.16
Malawi,Biogas,2057,4.12,4.68,3.12
Malawi,Biogas,2058,4.08,4.62,3.08
Malawi,Biogas,2059,4.04,4.56,3.04
Malawi,Biogas,2060,4.00,4.50,3.00
Mozambique,HFO,2025,11.50,13.50,10.50
Mozambique,HFO,2026,11.70,13.90,10.30
Mozambique,HFO,2027,11.90,14.30,10.10
Mozambique,HFO,2028,12.10,14.70,9.90
Mozambique,HFO,2029,12.30,15.10,9.70
Mozambique,HFO,2030,12.50,15.50,9.50
Mozambique,HFO,2031,12.60,15.80,9.30
Mozambique,HFO,2032,12.70,16.10,9.10
Mozambique,HFO,2033,12.80,16.40,8.90
Mozambique,HFO,2034,12.90,16.70,8.70
Mozambique,HFO,2035,13.00,17.00,8.50
Mozambique,HFO,2036,13.10,17.20,8.20
Mozambique,HFO,2037,13.20,17.40,7.90
Mozambique,HFO,2038,13.30,17.60,7.60
Mozambique,HFO,2039,13.40,17.80,7.30
Mozambique,HFO,2040,13.50,18.00,7.00
Mozambique,HFO,2041,13.50,18.10,6.70
Mozambique,HFO,2042,13.50,18.20,6.40
Mozambique,HFO,2043,13.50,18.30,6.10
Mozambique,HFO,2044,13.50,18.40,5.80
Mozambique,HFO,2045,13.50,18.50,5.50
Mozambique,HFO,2046,13.40,18.40,5.30
Mozambique,HFO,2047,13.30,18.30,5.10
Mozambique,HFO,2048,13.20,18.20,4.90
Mozambique,HFO,2049,13.10,18.10,4.70
Mozambique,HFO,2050,13.00,18.00,4.50
Mozambique,HFO,2051,12.90,17.90,4.40
Mozambique,HFO,2052,12.80,17.80,4.30
Mozambique,HFO,2053,12.70,17.70,4.20
Mozambique,HFO,2054,12.60,17.60,4.10
Mozambique,HFO,2055,12.50,17.50,4.00
Mozambique,HFO,2056,12.40,17.40,3.90
Mozambique,HFO,2057,12.30,17.30,3.80
Mozambique,HFO,2058,12.20,17.20,3.70
Mozambique,HFO,2059,12.10,17.10,3.60
Mozambique,HFO,2060,12.00,17.00,3.50
Mozambique,Diesel,2025,15.00,17.50,14.00
Mozambique,Diesel,2026,15.20,18.00,13.70
Mozambique,Diesel,2027,15.40,18.50,13.40
Mozambique,Diesel,2028,15.60,19.00,13.10
Mozambique,Diesel,2029,15.80,19.50,12.80
Mozambique,Diesel,2030,16.00,20.00,12.50
Mozambique,Diesel,2031,16.10,20.40,12.20
Mozambique,Diesel,2032,16.20,20.80,11.90
Mozambique,Diesel,2033,16.30,21.20,11.60
Mozambique,Diesel,2034,16.40,21.60,11.30
Mozambique,Diesel,2035,16.50,22.00,11.00
Mozambique,Diesel,2036,16.60,22.30,10.60
Mozambique,Diesel,2037,16.70,22.60,10.20
Mozambique,Diesel,2038,16.80,22.90,9.80
Mozambique,Diesel,2039,16.90,23.20,9.40
Mozambique,Diesel,2040,17.00,23.50,9.00
Mozambique,Diesel,2041,17.00,23.60,8.70
Mozambique,Diesel,2042,17.00,23.70,8.40
Mozambique,Diesel,2043,17.00,23.80,8.10
Mozambique,Diesel,2044,17.00,23.90,7.80
Mozambique,Diesel,2045,17.00,24.00,7.50
Mozambique,Diesel,2046,16.90,23.80,7.20
Mozambique,Diesel,2047,16.80,23.60,6.90
Mozambique,Diesel,2048,16.70,23.40,6.60
Mozambique,Diesel,2049,16.60,23.20,6.30
Mozambique,Diesel,2050,16.50,23.00,6.00
Mozambique,Diesel,2051,16.40,22.80,5.90
Mozambique,Diesel,2052,16.30,22.60,5.80
Mozambique,Diesel,2053,16.20,22.40,5.70
Mozambique,Diesel,2054,16.10,22.20,5.60
Mozambique,Diesel,2055,16.00,22.00,5.50
Mozambique,Diesel,2056,15.90,21.80,5.40
Mozambique,Diesel,2057,15.80,21.60,5.30
Mozambique,Diesel,2058,15.70,21.40,5.20
Mozambique,Diesel,2059,15.60,21.20,5.10
Mozambique,Diesel,2060,15.50,21.00,5.00
Mozambique,Coal,2025,4.70,5.50,4.30
Mozambique,Coal,2026,4.66,5.60,4.18
Mozambique,Coal,2027,4.62,5.70,4.06
Mozambique,Coal,2028,4.58,5.80,3.94
Mozambique,Coal,2029,4.54,5.90,3.82
Mozambique,Coal,2030,4.50,6.00,3.70
Mozambique,Coal,2031,4.46,6.06,3.56
Mozambique,Coal,2032,4.42,6.12,3.42
Mozambique,Coal,2033,4.38,6.18,3.28
Mozambique,Coal,2034,4.34,6.24,3.14
Mozambique,Coal,2035,4.30,6.30,3.00
Mozambique,Coal,2036,4.24,6.34,2.90
Mozambique,Coal,2037,4.18,6.38,2.80
Mozambique,Coal,2038,4.12,6.42,2.70
Mozambique,Coal,2039,4.06,6.46,2.60
Mozambique,Coal,2040,4.00,6.50,2.50
Mozambique,Coal,2041,3.90,6.40,2.42
Mozambique,Coal,2042,3.80,6.30,2.34
Mozambique,Coal,2043,3.70,6.20,2.26
Mozambique,Coal,2044,3.60,6.10,2.18
Mozambique,Coal,2045,3.50,6.00,2.10
Mozambique,Coal,2046,3.40,5.90,2.04
Mozambique,Coal,2047,3.30,5.80,1.98
Mozambique,Coal,2048,3.20,5.70,1.92
Mozambique,Coal,2049,3.10,5.60,1.86
Mozambique,Coal,2050,3.00,5.50,1.80
Mozambique,Coal,2051,2.90,5.40,1.74
Mozambique,Coal,2052,2.80,5.30,1.68
Mozambique,Coal,2053,2.70,5.20,1.62
Mozambique,Coal,2054,2.60,5.10,1.56
Mozambique,Coal,2055,2.50,5.00,1.50
Mozambique,Coal,2056,2.46,4.90,1.46
Mozambique,Coal,2057,2.42,4.80,1.42
Mozambique,Coal,2058,2.38,4.70,1.38
Mozambique,Coal,2059,2.34,4.60,1.34
Mozambique,Coal,2060,2.30,4.50,1.30
Mozambique,Natural Gas,2025,6.50,7.50,6.00
Mozambique,Natural Gas,2026,6.60,7.80,5.90
Mozambique,Natural Gas,2027,6.70,8.10,5.80
Mozambique,Natural Gas,2028,6.80,8.40,5.70
Mozambique,Natural Gas,2029,6.90,8.70,5.60
Mozambique,Natural Gas,2030,7.00,9.00,5.50
Mozambique,Natural Gas,2031,7.10,9.30,5.40
Mozambique,Natural Gas,2032,7.20,9.60,5.30
Mozambique,Natural Gas,2033,7.30,9.90,5.20
Mozambique,Natural Gas,2034,7.40,10.20,5.10
Mozambique,Natural Gas,2035,7.50,10.50,5.00
Mozambique,Natural Gas,2036,7.50,10.60,4.90
Mozambique,Natural Gas,2037,7.50,10.70,4.80
Mozambique,Natural Gas,2038,7.50,10.80,4.70
Mozambique,Natural Gas,2039,7.50,10.90,4.60
Mozambique,Natural Gas,2040,7.50,11.00,4.50
Mozambique,Natural Gas,2041,7.50,11.00,4.40
Mozambique,Natural Gas,2042,7.50,11.00,4.30
Mozambique,Natural Gas,2043,7.50,11.00,4.20
Mozambique,Natural Gas,2044,7.50,11.00,4.10
Mozambique,Natural Gas,2045,7.50,11.00,4.00
Mozambique,Natural Gas,2046,7.40,10.90,3.90
Mozambique,Natural Gas,2047,7.30,10.80,3.80
Mozambique,Natural Gas,2048,7.20,10.70,3.70
Mozambique,Natural Gas,2049,7.10,10.60,3.60
Mozambique,Natural Gas,2050,7.00,10.50,3.50
Mozambique,Natural Gas,2051,6.90,10.40,3.40
Mozambique,Natural Gas,2052,6.80,10.30,3.30
Mozambique,Natural Gas,2053,6.70,10.20,3.20
Mozambique,Natural Gas,2054,6.60,10.10,3.10
Mozambique,Natural Gas,2055,6.50,10.00,3.00
Mozambique,Natural Gas,2056,6.40,9.90,2.90
Mozambique,Natural Gas,2057,6.30,9.80,2.80
Mozambique,Natural Gas,2058,6.20,9.70,2.70
Mozambique,Natural Gas,2059,6.10,9.60,2.60
Mozambique,Natural Gas,2060,6.00,9.50,2.50
Mozambique,LNG,2025,10.50,13.00,9.50
Mozambique,LNG,2026,10.60,13.40,9.30
Mozambique,LNG,2027,10.70,13.80,9.10
Mozambique,LNG,2028,10.80,14.20,8.90
Mozambique,LNG,2029,10.90,14.60,8.70
Mozambique,LNG,2030,11.00,15.00,8.50
Mozambique,LNG,2031,11.10,15.40,8.30
Mozambique,LNG,2032,11.20,15.80,8.10
Mozambique,LNG,2033,11.30,16.20,7.90
Mozambique,LNG,2034,11.40,16.60,7.70
Mozambique,LNG,2035,11.50,17.00,7.50
Mozambique,LNG,2036,11.50,17.10,7.30
Mozambique,LNG,2037,11.50,17.20,7.10
Mozambique,LNG,2038,11.50,17.30,6.90
Mozambique,LNG,2039,11.50,17.40,6.70
Mozambique,LNG,2040,11.50,17.50,6.50
