,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
OFSHORE_WIND_COT,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_LIB,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_NGA,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_SEN,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_SIL,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_TOG,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
OFSHORE_WIND_MAU,1,1,1,0.968253968,0.936507937,0.904761905,0.873015873,0.841269841,0.80952381,0.777777778,0.746031746,0.714285714,0.682539683,0.675396825,0.668253968,0.661111111,0.653968254,0.646825397,0.63968254,0.632539683,0.625396825,0.618253968,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111,0.611111111
Sto_Benin,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Benin2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Burkina,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Bur2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Gambia,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Gambia2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Ghana,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Ghana2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Guinea,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Guinea2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_GuineaBissau,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_GuineaBi2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_IvoryCoast,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Ivory2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Liberia,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Libe2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Mali,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Mali2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Niger,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Niger2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Nigeria,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Nigeria2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Senegal,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Senegal2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_SierraLeone,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_SierraLe2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Togo,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Togo2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Mauritania,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Sto_Mauri2,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
PV_CAND_2024_Benin,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Burkina,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Gambia,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Ghana,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Guinea,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_GuineaBissau,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_IvoryCoast,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Liberia,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Mali,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Niger,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Senegal,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_SierraLeone,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Togo,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2024_Mauritania_grid,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Benin,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Burkina,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Gambia,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Ghana,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Guinea,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_GuineaBissau,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_IvoryCoast,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Liberia,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Mali,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Niger,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Senegal,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_SierraLeone,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Togo,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
PV_CAND_2030_Mauritania_grid,1,1,1,0.971,0.942,0.913,0.884,0.855,0.826,0.797,0.768,0.739,0.71,0.7005,0.691,0.6815,0.672,0.6625,0.653,0.6435,0.634,0.6245,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.615
Storage_CAND_2027_Benin,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Burkina,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Gambia,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Ghana,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Guinea,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_GuineaBissau,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_IvoryCoast,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Liberia,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Mali,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Niger,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Nigeria,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
Storage_CAND_2027_Senegal,1,1,1,0.959163987,0.918327974,0.877491961,0.836655949,0.795819936,0.754983923,0.71414791,0.673311897,0.632475884,0.591639871,0.573151125,0.554662379,0.536173633,0.517684887,0.499196141,0.480707395,0.46221865,0.443729904,0.425241158,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412,0.406752412
