Plants,Zone,Type,fuel1,StYr,RetrYr,Capacity,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,Status,HeatRate2,MinUtilization,RETech,UnitSize
PowerAfrica_TH_BWA,Bostwana,ICE,HFO,2015,2040,0,,10.41544727,,,,,,,,0,,0,0,0,,1,0,0,0,0
PretoriaWest_TH_ZAF,South_Africa,ST,Coal,1952,2019,180,,13.09693531,,,,,,,,0,,,,0,,1,0,0.05,0,180
SA_IRP_New_PV_2036,South_Africa,PV,PV,2036,2061,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2037,South_Africa,PV,PV,2037,2062,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2038,South_Africa,PV,PV,2038,2063,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2039,South_Africa,PV,PV,2039,2064,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
Quedas&Ocua_HY_MOZ,Mozambique,ROR,Water,2030,2060,0,,,,,,0.406440138,,,,5.49875969,,1500,1500,0,,3,0,0,0,0
Quilengues_HY_AGO,Angola,ROR,Water,2040,2060,210,,,,,,0.121826136,,,,5.86744186,,210,210,0,,3,0,0,0,0
RessanoGarciaEDM/Sasol_TH_MOZ,Mozambique,GT,Gas,2015,2065,170,0.06,9.990938997,,,,0.4,8000,6.4,,0,,,,0,7,1,10.690939,0.5,0,0
RessanoGarciaGigawatt_TH_MOZ,Mozambique,GT,Gas,2016,2066,120,,9.990938997,,,,,,,,0,,,,0,7,1,10.690939,0.5,0,0
RochaPinto_TH_AGO,Angola,GT,Gas,2000,2019,40,,13.62126767,,,,,,,,,,,,0,7,1,14.32126767,0.25,0,0
Rooiwal_TH_ZAF,South_Africa,ST,Coal,1963,2019,300,,12.32541227,,,,,,,,0,,,,0,,1,0,0.05,0,300
SA_IRP_New_PV_2040,South_Africa,PV,PV,2040,2065,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
Ruacana_HY_NAM,Namibia,ROR,Water,1975,2060,347,,,,,,0.175,,,,0,,,,0,,1,0,0,0,0
Ruhudji,Tanzania,STOHY,Water,2032,2060,358,0,0,1,1,0,0.285,1640,0.5,0,1.4794,50,358,358,0,,3,0,0,0,0
Rukuru_C_MWI,Malawi,ST,Coal,2055,2060,0,,9.853126851,,,,,,,,2.84,,0,80,0,,3,0,0.05,0,0
Rumakali,Tanzania,STOHY,Water,2030,2060,222,0,0,1,1,0,0.305,1640,0.5,0,2.197,50,222,222,0,,3,0,0,0,0
Rusumo_HY_TZA,Tanzania,ROR,Water,2025,2060,26.7,,,,,,0.29,1640,0.5,,4.248837209,,26.7,26.7,0,,2,0,0,0,0
Ruzizi12Tshopo_HY_ZAR,DRC,ROR,Water,1972,2060,40,,,,,,0.31,,,,0,,,,0,,1,0,0,0,0
Ruzizi3_HY_ZAR,DRC,ROR,Water,2024,2060,110,,,,,,0.31,,,,4.248837209,,110,110,0,,3,0,0,0,0
Ruzizi4_HY_ZAR,DRC,ROR,Water,2024,2060,270,,,,,,0.31,,,,4.248837209,,270,270,0,,3,0,0,0,0
SA_CahoraBassa29_HY_MOZ,Mozambique,ROR,Water,2000,2060,1375,,,,,,0.4,,,,0,,,,0,,1,0,0,0,0
SA_CahoraBassa30_HY_MOZ,Mozambique,ROR,Water,2034,2060,1245,,,,,,0.4,,,,4.251,,,,0,,3,0,0,0,0
SA_IRP_New_BESS_2031,South_Africa,STORAGE,Battery,2031,2056,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2032,South_Africa,STORAGE,Battery,2032,2057,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2033,South_Africa,STORAGE,Battery,2033,2058,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2034,South_Africa,STORAGE,Battery,2034,2059,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2035,South_Africa,STORAGE,Battery,2035,2060,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2036,South_Africa,STORAGE,Battery,2036,2061,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2037,South_Africa,STORAGE,Battery,2037,2062,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2038,South_Africa,STORAGE,Battery,2038,2063,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2039,South_Africa,STORAGE,Battery,2039,2064,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2040,South_Africa,STORAGE,Battery,2040,2065,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2041,South_Africa,STORAGE,Battery,2041,2066,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2042,South_Africa,STORAGE,Battery,2042,2067,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2043,South_Africa,STORAGE,Battery,2043,2068,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2044,South_Africa,STORAGE,Battery,2044,2069,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2045,South_Africa,STORAGE,Battery,2045,2070,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2046,South_Africa,STORAGE,Battery,2046,2071,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2047,South_Africa,STORAGE,Battery,2047,2072,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2048,South_Africa,STORAGE,Battery,2048,2073,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2049,South_Africa,STORAGE,Battery,2049,2074,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_BESS_2050,South_Africa,STORAGE,Battery,2050,2075,0,,0,,,,,,,,,,0,10000,0,,2,0,0,0,0
SA_IRP_New_Gas_CCGT_2031,South_Africa,CCGT,Gas,2031,2081,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2032,South_Africa,CCGT,Gas,2032,2082,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2033,South_Africa,CCGT,Gas,2033,2083,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2034,South_Africa,CCGT,Gas,2034,2084,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2035,South_Africa,CCGT,Gas,2035,2085,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2036,South_Africa,CCGT,Gas,2036,2086,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2037,South_Africa,CCGT,Gas,2037,2087,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2038,South_Africa,CCGT,Gas,2038,2088,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2039,South_Africa,CCGT,Gas,2039,2089,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2040,South_Africa,CCGT,Gas,2040,2090,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2041,South_Africa,CCGT,Gas,2041,2091,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2042,South_Africa,CCGT,Gas,2042,2092,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2043,South_Africa,CCGT,Gas,2043,2093,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2044,South_Africa,CCGT,Gas,2044,2094,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2045,South_Africa,CCGT,Gas,2045,2095,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2046,South_Africa,CCGT,Gas,2046,2096,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2047,South_Africa,CCGT,Gas,2047,2097,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2048,South_Africa,CCGT,Gas,2048,2098,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2049,South_Africa,CCGT,Gas,2049,2099,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_CCGT_2050,South_Africa,CCGT,Gas,2050,2100,0,,,,,,,,,,,,0,0,0,7,2,7.1,0.05,0,0
SA_IRP_New_Gas_GT_2031,South_Africa,GT,Gas,2031,2081,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2036,South_Africa,GT,Gas,2036,2086,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2041,South_Africa,GT,Gas,2041,2091,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2042,South_Africa,GT,Gas,2043,2093,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2043,South_Africa,GT,Gas,2045,2095,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2044,South_Africa,GT,Gas,2047,2097,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2045,South_Africa,GT,Gas,2045,2095,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2046,South_Africa,GT,Gas,2046,2096,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2047,South_Africa,GT,Gas,2047,2097,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2048,South_Africa,GT,Gas,2048,2098,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2049,South_Africa,GT,Gas,2049,2099,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_Gas_GT_2050,South_Africa,GT,Gas,2050,2100,0,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,0,0,0,7,2,9.7,0.05,0,0
SA_IRP_New_PV_2041,South_Africa,PV,PV,2041,2066,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2042,South_Africa,PV,PV,2042,2067,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2043,South_Africa,PV,PV,2043,2068,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2044,South_Africa,PV,PV,2044,2069,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2045,South_Africa,PV,PV,2045,2070,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2046,South_Africa,PV,PV,2046,2071,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2047,South_Africa,PV,PV,2047,2072,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2048,South_Africa,PV,PV,2048,2073,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2049,South_Africa,PV,PV,2049,2074,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_PV_2050,South_Africa,PV,PV,2050,2075,0,,,,,,,15000,,,,,0,0,0,,2,0,0,1,0
SAGenericSolarPV(Large)22_REN_ZAF,South_Africa,PV,PV,2022,2060,190,,,,,,,15000,,,0,,0,0,0,,1,0,0,1,0
SAGenericSolarPV(Medium)23_REN_ZAF,South_Africa,PV,PV,2023,2060,190,,,,,,,15000,,,0,,0,0,0,,1,0,0,1,0
SAGenericSolarPV(Medium)24_REN_ZAF,South_Africa,PV,PV,2024,2060,0,,,,,,,15000,,,,,1000,0,0,,2,0,0,1,0
SAGenericSolarPV(Medium)25_REN_ZAF,South_Africa,PV,PV,2025,2060,2115,,,,,,,15000,,,,,2115,2115,0,,2,0,0,1,0
SAGenericSolarPV(Medium)26_REN_ZAF,South_Africa,PV,PV,2026,2060,0,,,,,,,15000,,,,,1000,0,0,,2,0,0,1,0
SAGenericSolarPV(Medium)27_REN_ZAF,South_Africa,PV,PV,2027,2060,0,,,,,,,15000,,,,,1000,0,0,,2,0,0,1,0
SAGenericSolarPV(Medium)28_REN_ZAF,South_Africa,PV,PV,2028,2060,500,,,,,,,15000,,,,,500,500,0,,2,0,0,1,0
SAGenericSolarPV(Medium)29_REN_ZAF,South_Africa,PV,PV,2029,2060,500,,,,,,,15000,,,,,500,500,0,,2,0,0,1,0
SAGenericSolarPV(Medium)30_REN_ZAF,South_Africa,PV,PV,2030,2060,500,,,,,,,15000,,,,,500,500,0,,2,0,0,1,0
Kishapu_I,Tanzania,PV,PV,2025,2050,50,,,,,,,14000,,,,,50,50,0,,2,0,0,1,0
SA_IRP_New_Wind_2031,South_Africa,WIND,OnshoreWind,2031,2061,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2032,South_Africa,WIND,OnshoreWind,2032,2062,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2033,South_Africa,WIND,OnshoreWind,2033,2063,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2034,South_Africa,WIND,OnshoreWind,2034,2064,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2035,South_Africa,WIND,OnshoreWind,2035,2065,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2036,South_Africa,WIND,OnshoreWind,2036,2066,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2037,South_Africa,WIND,OnshoreWind,2037,2067,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2038,South_Africa,WIND,OnshoreWind,2038,2068,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2039,South_Africa,WIND,OnshoreWind,2039,2069,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2040,South_Africa,WIND,OnshoreWind,2040,2070,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2041,South_Africa,WIND,OnshoreWind,2041,2071,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2042,South_Africa,WIND,OnshoreWind,2042,2072,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2043,South_Africa,WIND,OnshoreWind,2043,2073,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2044,South_Africa,WIND,OnshoreWind,2044,2074,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2045,South_Africa,WIND,OnshoreWind,2045,2075,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2046,South_Africa,WIND,OnshoreWind,2046,2076,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2047,South_Africa,WIND,OnshoreWind,2047,2077,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2048,South_Africa,WIND,OnshoreWind,2048,2078,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2049,South_Africa,WIND,OnshoreWind,2049,2079,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SA_IRP_New_Wind_2050,South_Africa,WIND,OnshoreWind,2050,2080,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SACCGTNG_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,1875,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,937.5,1875,0,7,3,7.1,0.05,0,0
SACCGTNG2025_TH_ZAF,South_Africa,CCGT,Gas,2025,2078,1220,,,,,,,,,,,,1220,1220,0,7,2,7.1,0.05,0,0
SACCGTNG2027_TH_ZAF,South_Africa,CCGT,Gas,2027,2078,1000,,,,,,,,,,,,1000,1000,0,7,3,7.1,0.05,0,0
SACCGTNG2028_TH_ZAF,South_Africa,CCGT,Gas,2028,2078,4000,,,,,,,,,,,,4000,4000,0,7,3,7.1,0.05,0,0
SACCGTNG2029_TH_ZAF,South_Africa,CCGT,Gas,2030,2078,7500,,,,,,,,,,,,7500,7500,0,7,3,7.1,0.05,0,0
SACCGTNG2035_TH_ZAF,South_Africa,CCGT,Gas,2035,2078,7500,,,,,,,,,,,,7500,7500,0,7,3,7.1,0.05,0,0
SACCGTNG2040_TH_ZAF,South_Africa,CCGT,Gas,2040,2078,7500,,,,,,,,,,,,7500,7500,0,7,3,7.1,0.05,0,0
SACCGTNG2045_TH_ZAF,South_Africa,CCGT,Gas,2045,2078,7500,,,,,,,,,,,,7500,7500,0,7,3,7.1,0.05,0,0
SACCGTNGcan_TH_ZAF,South_Africa,CCGT,LNG,2031,2081,3750,0.45,6.4,1,1,0,0.07,6600,3.5,0,1.245080501,30,1875,3750,0,7,3,7.1,0.05,0,0
SACoal(Large)_TH_ZAF,South_Africa,ST,Coal,2025,2075,7500,,8.6,,,,,,,,4.073488372,,2500,7500,0,,3,0,0.05,0,312.5
SACoal(Medium)_TH_ZAF,South_Africa,ST,Coal,2025,2075,2600,,8.6,,,,,,,,5.447227191,,2600,2600,0,,3,0,0.05,0,325
SACoal(Medium)can_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,,8.6,,,,,,,,4.416923077,,2500,5000,0,,3,0,0.05,0,312.5
SACoal(Medium)new_TH_ZAF,South_Africa,ST,Coal,2025,2075,5000,,8.6,,,,,,,,4.416923077,,1500,5000,0,,3,0,0.05,0,375
SACSP_REN_ZAF,South_Africa,CSP,CSP,2019,2059,200,0,0,1,1,0,0.8,22000,3,0,0,30,0,0,0,,1,0,0,0,0
SAGenericBiomass_BIO_ZAF,South_Africa,ST,Biomass,2024,2074,500,0.3,10,0.33,0.33,0,0.8,48000,3,0,4.423148479,30,500,500,0,,3,0,0,0,500
Kishapu_II,Tanzania,PV,PV,2026,2051,50,,,,,,,14000,,,,,50,50,0,,2,0,0,1,0
Kishapu_III,Tanzania,PV,PV,2027,2052,50,,,,,,,14000,,,,,50,50,0,,2,0,0,1,0
PV_Tanzania,Tanzania,PV,PV,2027,2052,8000,,,,,,,14000,,,,,100,8000,0,,3,0,0,1,0
TanzaniaSolarPV_REN_TZA,Tanzania,PV,PV,2024,2060,150,,,,,,,15000,,,0.8,,150,150,0,,2,0,0,1,0
New_PV_ZMB_2026,Zambia,PV,PV,2026,2060,8000,,,,,,,15000,,,,,600,8000,0,,3,0,0,1,0
New_PV_ZMB_2031,Zambia,PV,PV,2031,2060,0,,,,,,,15000,,,,,0,0,0,,3,0,0,1,0
New_PV_ZMB_2040,Zambia,PV,PV,2041,2060,0,,,,,,,15000,,,,,800,0,0,,3,0,0,1,0
NewSolar2025_PV_ZMB,Zambia,PV,PV,2025,2060,165,,,,,,,15000,,,,,8.25,165,0,,2,0,0,1,0
SolarRound(PV)_ZMB,Zambia,PV,PV,2019,2060,88,,,,,,,15000,,,0,,,,0,,1,0,0,1,0
SAGenericWind21_REN_ZAF,South_Africa,WIND,OnshoreWind,2021,2051,0,,0,,,,,,,,0,,0,0,0,,1,0,0,1,0
SAGenericWind22_REN_ZAF,South_Africa,WIND,OnshoreWind,2022,2052,647,,0,,,,,,,,0,,0,0,0,,1,0,0,1,0
SAGenericWind23_REN_ZAF,South_Africa,WIND,OnshoreWind,2023,2053,279,,0,,,,,,,,0,,0,0,0,,1,0,0,1,0
SAGenericWind24_REN_ZAF,South_Africa,WIND,OnshoreWind,2024,2054,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SAGenericWind25_REN_ZAF,South_Africa,WIND,OnshoreWind,2025,2055,644,,0,,,,,,,,,,644,644,0,,2,0,0,1,0
SAGenericWind26_REN_ZAF,South_Africa,WIND,OnshoreWind,2026,2056,140,,0,,,,,,,,,,140,140,0,,2,0,0,1,0
SAGenericWind27_REN_ZAF,South_Africa,WIND,OnshoreWind,2027,2057,684,,0,,,,,,,,,,684,684,0,,2,0,0,1,0
SAGenericWind28_REN_ZAF,South_Africa,WIND,OnshoreWind,2028,2058,0,,0,,,,,,,,,,0,0,0,,2,0,0,1,0
SAGenericWind29_REN_ZAF,South_Africa,WIND,OnshoreWind,2029,2059,1500,,0,,,,,,,,,,1500,1500,0,,2,0,0,1,0
SAGenericWind30_REN_ZAF,South_Africa,WIND,OnshoreWind,2030,2060,1500,,0,,,,,,,,,,1500,1500,0,,2,0,0,1,0
SolarRound(PV)New_ZMB,Zambia,PV,PV,2023,2060,35,,,,,,,15000,,,0,,,,0,,1,0,0,1,0
SANuclear_NU_ZAF,South_Africa,ST,Uranium,2035,2073,8000,0.7,9.2886066,0.1,0.1,0,0,100000,2.3,0,6.295957066,50,2000,8000,0,,3,0,0.6,0,0
SAOCGTNG_TH_ZAF,South_Africa,GT,Gas,2031,2081,700,0.2,9,1,1,0,0.2,17000,4,0,1.016815742,30,700,700,0,7,3,9.7,0.05,0,0
Sasolburg_TH_ZAF,South_Africa,GT,Gas,2012,2062,174.6,0.06,9.990938997,1,1,0,0.4,8000,6.4,0,0,30,,,0,7,1,10.690939,0.05,0,0
Secunda(SasolChemical)_TH_ZAF,South_Africa,ST,Coal,2010,2060,130,,12.08277112,,,,,,,,0,,,,0,,1,0,0.05,0,130
Secunda(SasolSynthetic)_TH_ZAF,South_Africa,GT,Gas,2010,2060,150,0.2,11.49796803,1,1,0,0.2,17000,4,0,0,30,,,0,7,1,12.19796803,0.05,0,0
Existing _PV_ZIM,Zimbabwe,PV,PV,2022,2060,38,,,,,,,15000,,,0,,,,0,,1,0,0,1,0
Singida_II,Tanzania,WIND,OnshoreWind,2026,2051,75,,0,,,,,,,,,,75,75,0,,3,0,0,1,0
SingidaWind2_REN_TZA,Tanzania,WIND,OnshoreWind,2026,2056,75,,0,,,,,22000,,,,,37.5,75,0,,2,0,0,1,0
SmallHydro_HY_ZAR,DRC,ROR,Water,2000,2060,187,,,,,,0.193435172,,,,0,,,,0,,1,0,0,0,0
New_PV_ZWE_2026,Zimbabwe,PV,PV,2026,2060,8000,,,,,,,15000,,,,,600,8000,0,,3,0,0,1,0
New_PV_ZWE_2031,Zimbabwe,PV,PV,2031,2060,0,,,,,,,15000,,,,,0,0,0,,3,0,0,1,0
Somanga,Tanzania,GT,Gas,2010,2030,7.4,,8.34,0.3,0.3,,,4.5,4,,,,,,0,,1,0,0.05,0,0
Somanga_Mtama,Tanzania,CCGT,Gas,2028,2078,345,,,,,,,,,,1.262,,345,345,0,,3,0,0.05,0,0
Somanga_PPP,Tanzania,CCGT,Gas,2028,2078,300,,,,,,,,,,1.063,,300,300,0,,3,0,0.05,0,0
Somanga_Tanesco,Tanzania,CCGT,Gas,2028,2078,450,,,,,,,,,,1.124,,450,450,0,,3,0,0.05,0,0
Sombwe_HY_ZAR,DRC,ROR,Water,2024,2060,300,,,,,,0.193435172,,,,4.248837209,,300,300,0,,3,0,0,0,0
Songas,Tanzania,GT,Gas,2004,2024,178,,9.6,0.1,0.1,,,13300,,,,,,,0,,1,0,0.05,0,0
Songwe_Manolo,Tanzania,STOHY,Water,2030,2060,88,0,0,1,1,0,0.2,4090,0.5,0,3.9728,50,88,88,0,,3,0,0,0,0
Songwe_Sofre,Tanzania,STOHY,Water,2030,2060,79.5,0,0,1,1,0,0.19,4090,0.5,0,3.8779,50,79.5,79.5,0,,3,0,0,0,0
SouthernEnergy_TH_ZWE,Zimbabwe,ST,Coal,2021,2071,0,,9.22225941,,,,,,,,2.466504472,,0,0,0,,3,0,0.05,0,150
SoyoII_TH_AGO,Angola,CCGT,Gas,2055,2105,750,,,,,,,17000,,,,,750,5000,0,7,3,7.1,0.05,0,0
SoyoIII_TH_AGO,Angola,CCGT,Gas,2055,2082,375,,,,,,,,,,,,375,5000,0,7,3,7.1,0.05,0,0
SreenbrasPH_HY_ZAF,South_Africa,STORAGE,Water,1988,2060,180,,0,1,1,0,0.8,46500,0.55,0,0,50,,,0,,1,0,0,0,0
Sto_AGO,Angola,STORAGE,Battery,2027,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
Sto_BWA,Bostwana,STORAGE,Battery,2030,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
Sto_DRC,DRC,STORAGE,Battery,2025,2055,2000,,0,,,,,,,,,,200,2000,0,,3,0,0,0,0
Sto_DRCSouth,DRC_South,STORAGE,Battery,2025,2055,2000,,0,,,,,,,,,,200,2000,0,,3,0,0,0,0
Sto_LSO,Lesotho,STORAGE,Battery,2025,2055,500,,0,,,,,,,,,,50,500,0,,3,0,0,0,0
Sto_MOZ,Mozambique,STORAGE,Battery,2025,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
Sto_MWI_2027,Malawi,STORAGE,Battery,2027,2055,300,,0,,,,,,,,0.2,,100,300,0,,3,0,0,0,0
Sto_MWI_2030,Malawi,STORAGE,Battery,2030,2055,3000,,0,,,,,,,,0.2,,150,3000,0,,3,0,0,0,0
Sto_NAM,Namibia,STORAGE,Battery,2028,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
Sto_SWE,Zimbabwe,STORAGE,Battery,2025,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
Sto_SWZ,Eswatini,STORAGE,Battery,2025,2055,1000,,0,,,,,,,,,,100,1000,0,,3,0,0,0,0
Sto_TZA,Tanzania,STORAGE,Battery,2027,2055,4000,,0,,,,,,,,,,400,4000,0,,3,0,0,0,0
Sto_ZAF,South_Africa,STORAGE,Battery,2027,2055,15000,,0,,,,,,,,,,1500,15000,0,,3,0,0,0,0
Sto_ZAF_2024,South_Africa,STORAGE,Battery,2024,2054,200,,0,,,,,,,,,,1000,10000,0,,2,0,0,0,0
Sto_ZAF_2025,South_Africa,STORAGE,Battery,2025,2055,654,,0,,,,,,,,,,1000,10000,0,,2,0,0,0,0
