g,z,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize
Rukuru_C_MWI,Malawi,ST,Coal,2055,2060,300,0,,,,,,,,,,,,0,,,0,0.05,0,
Rukwa_I_TH_TZA,Tanzania,ST,Coal,2060,2060,300,0,,,,,,,,,,,,300,,,,,,
Rukwa_II_TH_TZA,Tanzania,ST,Coal,2060,2060,600,0,,,,,,,,,,,,300,,,,,,
Rusumo_HY_TZA,Tanzania,ROR,Water,2025,2105,27,1,,,,,,,,,,,,,,,,,0,
SmallHydro_2025_HY_TZA,Tanzania,ReservoirHydro,Water,2025,2105,14,1,,,,,,,,,,,,,,,,,0,
SmallHydro_2026_HY_TZA,Tanzania,ReservoirHydro,Water,2026,2106,15,2,,,,,,,,,,,,15,,,,,0,
SmallHydro_2027_HY_TZA,Tanzania,ReservoirHydro,Water,2027,2107,27,2,,,,,,,,,,,,27,,,,,0,
SmallHydro_HY_TZA,Tanzania,ROR,Water,2016,2060,40,1,,,,,,,,,,,,,,,,,0,
Dondo_PV_MOZ,Mozambique_Central,PV,Solar,2027,2057,30,3,,,,,,,,,,,,30,,,,,1,
Ruzizi4_HY_DRC,DRC,ReservoirHydro,Water,2037,2115,270,3,,,,,,,,,,,,270,,,,,0,
SA_NewGas_ESKOM_ZAF,South_Africa,CCGT,Gas,2029,2078,3000,3,,,,,,,,,,,,3000,,,,,0,
Jangamo_OnshoreWind_MOZ,Mozambique_South,OnshoreWind,Wind,2028,2058,50,3,,,,,,,,,,,,50,,,,,1,
Lichinga_PV_MOZ,Mozambique_North,PV,Solar,2028,2058,30,3,,,,,,,,,,,,30,,,,,1,
Lupata_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2035,2110,650,3,,,,,,,,,,,,650,,,,,0,
Manje_PV_MOZ,Mozambique_Central,PV,Solar,2028,2058,30,3,,,,,,,,,,,,30,,,,,1,
Mapai_HY_MOZ,Mozambique_South,ReservoirHydro,Water,2040,2110,75,3,,,,,,,,,,,,75,,,,,0,
Massingir_HY_MOZ,Mozambique_South,ROR,Water,2033,2110,18,3,,,,,,,,,,,,18,,,,,0,
MavuziII_HY_MOZ,Mozambique_Central,ROR,Water,2034,2110,37,3,,,,,,,,,,,,18,,,,,0,
Mugeba_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,150,3,,,,,,,,,,,,150,,,,,0,
Nacala_TH_MOZ,Mozambique_North,OCGT,Gas,2030,2060,250,3,,,,,,,,,,,,250,,,,,0,
Namaacha_OnshoreWind_MOZ,Mozambique_South,OnshoreWind,Wind,2028,2058,120,3,,,,,,,,,,,,120,,,,,1,
New_OffshoreWind_MOZ,Mozambique_South,OffshoreWind,Wind,2032,2062,8000,3,,,,,,,,,,,,200,,,,,1,
New_OnshoreWind2030_MOZ,Mozambique_South,OnshoreWind,Wind,2030,2060,4000,3,,,,,,,,,,,,150,,,,,1,
New_OnshoreWindII_2030_MOZ,Mozambique_Central,OnshoreWind,Wind,2030,2060,4000,3,,,,,,,,,,,,100,,,,,1,
New_PV_2026_MOZ,Mozambique_Central,PV,Solar,2029,2056,200,3,,,,,,,,,,,,30,,,,,1,
New_PV_2030_MOZ_CE,Mozambique_Central,PV,Solar,2030,2060,8000,3,,,,,,,,,,,,30,,,,,1,
New_PV_2030_MOZ_NO,Mozambique_North,PV,Solar,2030,2060,3000,3,,,,,,,,,,,,30,,,,,1,
Ruo_HY_MOZ,Mozambique_North,ReservoirHydro,Water,2035,2110,85,3,,,,,,,,,,,,85,,,,,0,
SA_SolarGeneric_2031_REN_ZAF,South_Africa,PV,Solar,2031,2056,18400,3,,,,,,,,,,,,1500,,,,,1,
SA_WindNew_REN_ZAF,South_Africa,OnshoreWind,Wind,2031,2060,35700,3,,,,,,,,,,,,3000,,,,,1,
SACCGTNG2032_TH_ZAF,South_Africa,CCGT,Gas,2032,2062,15250,3,,,,,,,,,,,,1250,,,,,0,
Singida_II_WIND_TZA,Tanzania,OnshoreWind,Wind,2026,2060,75,3,,,,,,,,,,,,75,,,,,1,
Somanga_Mtama_TH_TZA,Tanzania,CCGT,Gas,2030,2060,345,3,,,,,,,,,,,,30,,,,,0,
Somanga_PPP_TH_TZA,Tanzania,CCGT,Gas,2030,2060,300,3,,,,,,,,,,,,30,,,,,0,
Somanga_Tanesco_TH_TZA,Tanzania,CCGT,Gas,2030,2060,450,3,,,,,,,,,,,,30,,,,,0,
Inga3BC1_HY_DRC,DRC,ReservoirHydro,Water,2040,2110,7100,0,,,,,,,,,,,,1400,,,0,0,0,
Sombwe_HY_DRC,DRC,ReservoirHydro,Water,2024,2104,300,0,,,,,,,,,,,,300,,,0,0,0,
Songwe_Manolo_HY_TZA,Tanzania,ReservoirHydro,Water,2035,2110,88,3,,,,,,,,,,,,88,,,,,0,
Songwe_Sofre_HY_TZA,Tanzania,ReservoirHydro,Water,2035,2110,80,3,,,,,,,,,,,,80,,,,,0,
Tsate_HY_MOZ,Mozambique_Central,ReservoirHydro,Water,2035,2110,50,3,,,,,,,,,,,,50,,,,,0,
Upper_Kihansi_HY_TZA,Tanzania,ROR,Water,2035,2110,47,3,,,,,,,,,,,,47,,,,,0,
Vuka_HY_AGO_EA,Angola_East,ROR,Water,2032,2112,121,3,,,,,,,,,,,,121,,,,,0,
PV_2040_MWI,Malawi,PV,Solar,2040,2060,1000,3,,,,,,,,,,,,20,,,,,1,
Waste_to_energy_(Blantyre)_BM_MWI,Malawi,ST,Biomass,2031,2061,10,3,,,,,,,,,,,,10,,,,,0,
Wind_2030_MWI,Malawi,OnshoreWind,Wind,2030,2060,350,3,,,,,,,,,,,,20,,,,,1,
Zenzo_HY_AGO_NO,Angola_North,ReservoirHydro,Water,2045,2115,570,3,,,,,,,,,,,,570,,,,,0,
NewGeothermal_TZA,Tanzania,ST,Geothermal,2035,2060,4000,3,,,,,,,,,,,,300,,,,,0,
NewGeothermal_ZMB,Zambia,ST,Geothermal,2045,2060,300,3,,,,,,,,,,,,100,,,,,0,
NewGeothermal_DRC,DRC,ST,Geothermal,2045,2060,500,3,,,,,,,,,,,,100,,,,,0,
New_PV_2035_MOZ_CE,Mozambique_Central,PV,Solar,2035,2060,8000,3,,,,,,,,,,,,30,,,,,1,
New_PV_2035_MOZ_NO,Mozambique_North,PV,Solar,2035,2060,3000,3,,,,,,,,,,,,30,,,,,1,
SA_SolarGeneric_2040_REN_ZAF,South_Africa,PV,Solar,2040,2070,18400,3,,,,,,,,,,,,1500,,,,,1,
Centragrid_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2024,2049,25,1,,,,,,,,,,,,,,,,,1,
Hwange3Extension_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Hwan,2023,2073,600,1,,,,,,,,,,,,,,,,,0,
HwangeI_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Hwan,1987,2037,600,1,,,,,,,,,,,,,,,,,0,
HwangeII_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Hwan,2020,2070,320,1,,,,,,,,,,,,,,,,,0,
KaribaSouth1_HY_ZWE_EA,Zimbabwe_East,ReservoirHydro,Water,1962,2060,1050,1,,,,,,,,,,,,,,,,,0,
ZhongXinIPP_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Zhon,2022,2060,100,1,,,,,,,,,,,,,,,,,0,
Xhongxin_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Zhon,2025,2067,50,1,,,,,,,,,,,,,,,,,0,
Small_Hydro_OrangeGroove_ZWE_EA,Zimbabwe_East,ROR,Water,2024,2084,48.04,1,,,,,,,,,,,,,,,,,0,
Small_solar_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2024,2050,101.2,1,,,,,,,,,,,,,,,,,1,
Smallsolar_metering26_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2026,2051,55.93,2,,,,,,,,,,,,,,,,,1,
Smallsolar_metering27_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2027,2051,29,2,,,,,,,,,,,,,,,,,1,
Smallsolar_metering28_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2028,2051,30,2,,,,,,,,,,,,,,,,,1,
ZhongXinIPP_P2_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Zhon,2027,2061,135,2,,,,,,,,,,,,,,,,,0,
Xhongxin_Ph2_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Zhon,2029,2069,200,2,,,,,,,,,,,,,,,,,0,
ChidobeMizpah_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2027,2057,5,2,,,,,,,,,,,,,,,,,1,
UMC_Nyanga_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2028,2058,19,2,,,,,,,,,,,,,,,,,1,
Centrachine_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2026,2056,100,2,,,,,,,,,,,,,,,,,1,
Bijou_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2027,2057,100,2,,,,,,,,,,,,,,,,,1,
Magdmorris_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2028,2058,35,2,,,,,,,,,,,,,,,,,1,
Handerson_Solar_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2029,2059,70,2,,,,,,,,,,,,,,,,,1,
Matobo_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2028,2058,130,2,,,,,,,,,,,,,,,,,1,
WB_Bids_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2029,2059,141,2,,,,,,,,,,,,,,,,,1,
WB_Bids_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2029,2059,217,2,,,,,,,,,,,,,,,,,1,
New_PV_ZWE_EA,Zimbabwe_East,PV,Solar,2029,2059,3000,3,,,,,,,,,,,,60,,,,,1,
New_PV_ZWE_WE,Zimbabwe_East,PV,Solar,2029,2059,3000,3,,,,,,,,,,,,50,,,,,1,
Munyati_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2028,2058,100,3,,,,,,,,,,,,100,,,,,1,
UnionPeak_TH_ZWE_WE,Zimbabwe_West,ST,Coal_Munya,2030,2063,120,3,,,,,,,,,,,,,,,,,0,
BatokaGorgeSouth_HY_ZWE_WE,Zimbabwe_West,ReservoirHydro,Water,2035,2112,1200,3,,,,,,,,,,,,,,,,,0,
Gairezi_HY_ZWE_EA,Zimbabwe_East,ROR,Water,2030,2060,40,0,,,,,,,,,,,,,,,,,0,
Devil'sGorgeSouth_HY_ZWE_WE,Zimbabwe_West,ReservoirHydro,Water,2037,2115,620,0,,,,,,,,,,,,,,,,,0,
MupataGorgeSouth_HY_ZWE_EA,Zimbabwe_East,ReservoirHydro,Water,2040,2110,600,0,,,,,,,,,,,,,,,,,0,
Muzarabani_TH_ZWE_EA,Zimbabwe_East,CCGT,Gas_Moz,2031,2052,500,3,,,,,,,,,,,,,,,,,0,
Insukamini_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2028,2058,200,3,,,,,,,,,,,,,,,,,1,
Hwange_PV_ZWE_WE,Zimbabwe_West,PV,Solar,2028,2058,20,3,,,,,,,,,,,,,,,,,1,
AfDB_Ph1_WIND_ZWE_WE,Zimbabwe_West,OnshoreWind,Wind,2029,2040,400,3,,,,,,,,,,,,,,,,,1,
New_CCGT_MozGas_TH_ZWE_EA,Zimbabwe_East,CCGT,Gas_Moz,2032,2065,500,0,,,,,,,,,,,,,,,,,0,
Titan_TH_ZWE_WE,Zimbabwe_West,ST,Coal,2034,2064,120,0,,,,,,,,,,,,,,,,,0,
ZhongJinHeli_TH_ZWE,Zimbabwe,ST,Coal,2025,2060,100,0,,,,,,,,,,,,,,,,,0,
ZhongXinIPP_Phase2_TH_ZWE_WE,Zimbabwe,ST,Coal,2026,2060,270,0,,,,,,,,,,,,,,,,,0,
Hwange_Rehab_TH_ZWE_WE,Zimbabwe,ST,Coal_Hwan,2032,2067,700,0,,,,,,,,,,,,,,,,,0,
ZimbabweNG_TH_ZWE,Zimbabwe,ICE,HFO,2024,2054,500,0,,,,,,,,,,,,,,,,,0,
ZZEE_TH_ZWB,Zimbabwe,ST,Coal,2028,2060,270,0,,,,,,,,,,,,,,,,,0,
Import_MOZ_EDM_ZWE,Zimbabwe,INT,Import_MOZ_EDM,2025,2055,50,0,,,,,,,,,,,,,,,,,0,
Import_SAPP_ZWE,Zimbabwe,INT,Import_SAPP,2025,2055,280,0,,,,,,,,,,,,,,,,,0,
Thuli_TH_ZWE,Zimbabwe,ST,Coal,2027,2061,50,0,,,,,,,,,,,,,,,,,0,
Hwange9_10_TH_ZWE,Zimbabwe,ST,Coal_Hwan,2030,2070,600,0,,,,,,,,,,,,,,,,,0,
Centrachine_TH_ZWE,Zimbabwe,ST,Coal_Hara,2029,2059,150,0,,,,,,,,,,,,,,,,,0,
CloverNewEnergy_TH_ZWE,Zimbabwe,ST,Coal_Hara,2028,2063,100,0,,,,,,,,,,,,,,,,,0,
Afrochine_PV_ZWE,Zimbabwe,PV,Solar,2026,2060,100,0,,,,,,,,,,,,,,,,,1,
Karibafloating_Sunspire,Zimbabwe,PV,Solar,2029,2059,150,0,,,,,,,,,,,,,,,,,1,
Karibafloating_Sunspire_Ph2,Zimbabwe,PV,Solar,2030,2060,300,0,,,,,,,,,,,,,,,,,1,
Karibafloating_Sunspire_Ph3,Zimbabwe,PV,Solar,2030,2060,150,0,,,,,,,,,,,,,,,,,1,
NewGlovers_Phase1_PV_ZWE,Zimbabwe,PV,Solar,2026,2056,10,0,,,,,,,,,,,,,,,,,1,
NewGlovers_Phase2_PV_ZWE,Zimbabwe,PV,Solar,2027,2057,100,0,,,,,,,,,,,,,,,,,1,
Guruve_PV_ZWE,Zimbabwe,PV,Solar,2026,2056,5,0,,,,,,,,,,,,,,,,,1,
Grove_PV_ZWE,Zimbabwe,PV,Solar,2026,2056,5,0,,,,,,,,,,,,,,,,,1,
Sabi_PV_ZWE,Zimbabwe,PV,Solar,2026,2056,5,0,,,,,,,,,,,,,,,,,1,
Sunports_PV_ZWE,Zimbabwe,PV,Solar,2026,2056,5,0,,,,,,,,,,,,,,,,,1,
Mapanzure_PV_ZWE,Zimbabwe,PV,Solar,2026,2051,50,0,,,,,,,,,,,,,,,,,1,
Zimplats_Phase2_PV_ZWE,Zimbabwe,PV,Solar,2026,2056,45,0,,,,,,,,,,,,,,,,,1,
Skypower_PV_ZWE,Zimbabwe,PV,Solar,2027,2057,130,0,,,,,,,,,,,,,,,,,1,
New_OnshoreWind_ZWE,Zimbabwe,OnshoreWind,Wind,2030,2058,2000,0,,,,,,,,,,,,,,,,,1,
Import_MOZ_HCB_ZWE,Zimbabwe,INT,Import_MOZ_HCB,2024,2025,50,0,,,,,,,,,,,,,,,,,0,
Import_ZAM_ZWE,Zimbabwe,INT,Import_ZAM,2025,2026,25,0,,,,,,,,,,,,,,,,,0,
Export_NAM_ZWE,Zimbabwe,EXP,Export,2025,2030,80,0,,,,,,,,,,,,,,,,,0,
Import_MOZ_ZWE_new,Zimbabwe,INT,Import_MOZ_HCB,2035,2065,100,0,,,,,,,,,,,,,,,,,0,
Import_BWA_ZWE_new,Zimbabwe,INT,Import_BWA,2030,2060,549,0,,,,,,,,,,,,,,,,,0,
Import_ZAM_ZWE_new,Zimbabwe,INT,Import_ZAM,2035,2065,410,0,,,,,,,,,,,,,,,,,0,
GowkeNorth_TH_ZWE,Zimbabwe,ST,Coal,2031,2060,1400,0,,,,,,,,,,,,,,,,,0,
Chisumbanje_BIO_ZWE,Zimbabwe,ST,Biomass,2024,2074,4,0,,,,,,,,,,,,,,,,,0,
Afrochine_TH_ZWE,Zimbabwe,ST,Coal,2027,2062,150,0,,,,,,,,,,,,,,,,,0,
KaribaSouth1_HY_ZWE_EA,Zimbabwe_East,ReservoirHydro,Water,1962,2060,1050,1,,,,,,,,,,,,,,,,,0,
