Zone,m,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,,,,,,,,,,,,,,,,,,,,,,,
Zambia,Q4,d3,0.44,0.5,0.42,0.4,0.4,0.39,0.42,0.54,0.71,0.75,0.76,0.76,0.76,0.76,0.75,0.76,0.75,0.75,0.76,0.7,0.71,0.71,0.67,0.5,0.825,1.006711409,0.9,0.909090909,0.909090909,0.73125,0.594339623,0.716814159,0.938325991,0.995575221,1.008849558,1.022421525,1.017857143,1.008849558,1.004464286,1.027027027,0.995575221,0.97826087,0.991304348,0.92920354,0.942477876,0.942477876,0.952606635
Zambia,Q4,d4,0.5,0.44,0.5,0.42,0.42,0.5,0.68,0.74,0.75,0.74,0.74,0.73,0.74,0.74,0.74,0.72,0.74,0.74,0.75,0.74,0.74,0.74,0.68,0.5,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q1,d1,0.39,0.39,0.39,0.35,0.35,0.39,0.51,0.65,0.71,0.83,0.83,0.87,0.86,0.83,0.78,0.78,0.83,0.86,0.75,0.71,0.6,0.56,0.51,0.39,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q1,d2,0.35,0.36,0.35,0.33,0.33,0.35,0.47,0.58,0.62,0.72,0.72,0.78,0.76,0.72,0.72,0.68,0.72,0.72,0.62,0.58,0.5,0.5,0.47,0.35,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q1,d3,0.36,0.36,0.31,0.31,0.31,0.31,0.31,0.39,0.52,0.65,0.7,0.7,0.7,0.65,0.6,0.6,0.6,0.6,0.52,0.47,0.47,0.47,0.43,0.36,0.964285714,0.955752212,0.853211009,0.902912621,0.902912621,0.830357143,0.628378378,0.64640884,0.776119403,0.826271186,0.889830508,0.843373494,0.857142857,0.826271186,0.796460177,0.810810811,0.762711864,0.753138075,0.746411483,0.734375,0.854545455,0.875776398,0.871621622
Zimbabwe,Q1,d4,0.38,0.38,0.35,0.35,0.35,0.38,0.5,0.58,0.68,0.81,0.81,0.84,0.83,0.81,0.76,0.76,0.81,0.81,0.72,0.63,0.55,0.55,0.5,0.38,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q2,d1,0.43,0.43,0.4,0.4,0.4,0.43,0.55,0.73,0.85,0.95,0.93,0.97,0.95,0.93,0.9,0.87,0.95,1,0.93,0.87,0.73,0.65,0.55,0.4,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q2,d2,0.4,0.41,0.4,0.37,0.37,0.4,0.53,0.68,0.75,0.87,0.87,0.91,0.89,0.87,0.81,0.81,0.87,0.9,0.81,0.75,0.63,0.58,0.53,0.4,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q2,d3,0.41,0.41,0.34,0.34,0.34,0.34,0.37,0.49,0.59,0.81,0.83,0.85,0.83,0.76,0.7,0.7,0.7,0.7,0.63,0.59,0.54,0.54,0.49,0.41,0.976190476,0.968503937,0.857142857,0.879310345,0.879310345,0.80952381,0.668674699,0.693396226,0.725409836,0.880434783,0.908759124,0.901060071,0.892473118,0.841328413,0.807692308,0.817120623,0.760869565,0.729166667,0.713207547,0.719512195,0.782608696,0.870967742,0.907407407
Zimbabwe,Q2,d4,0.43,0.43,0.39,0.39,0.39,0.43,0.58,0.71,0.84,0.94,0.94,0.95,0.95,0.91,0.89,0.89,0.94,0.98,0.91,0.84,0.71,0.63,0.54,0.43,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q3,d1,0.43,0.43,0.4,0.4,0.4,0.43,0.55,0.72,0.85,0.95,0.93,0.96,0.96,0.93,0.9,0.87,0.95,0.99,0.93,0.87,0.72,0.65,0.55,0.4,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q3,d2,0.43,0.43,0.39,0.39,0.39,0.43,0.54,0.7,0.83,0.91,0.93,0.95,0.95,0.91,0.88,0.87,0.93,0.98,0.88,0.83,0.7,0.63,0.54,0.39,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q3,d3,0.41,0.41,0.37,0.37,0.37,0.41,0.55,0.7,0.77,0.88,0.88,0.92,0.91,0.88,0.83,0.83,0.88,0.93,0.83,0.77,0.64,0.59,0.52,0.41,0.976190476,0.976190476,0.991071429,0.991071429,0.991071429,1.033613445,1.161971831,1.129032258,1.03125,1.027237354,1,1.010989011,1.014869888,1.035294118,1.024691358,1.041841004,1.043478261,1.064885496,1.050632911,1.022123894,0.994818653,0.988826816,0.987341772
Zimbabwe,Q3,d4,0.4,0.4,0.33,0.33,0.33,0.33,0.33,0.44,0.56,0.71,0.78,0.82,0.78,0.71,0.65,0.65,0.65,0.65,0.56,0.56,0.51,0.51,0.49,0.4,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q4,d1,0.39,0.38,0.35,0.35,0.35,0.39,0.5,0.64,0.69,0.81,0.81,0.85,0.84,0.81,0.76,0.76,0.81,0.83,0.72,0.69,0.59,0.55,0.5,0.39,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q4,d2,0.38,0.38,0.35,0.35,0.35,0.38,0.47,0.58,0.68,0.8,0.8,0.84,0.83,0.8,0.75,0.75,0.8,0.8,0.71,0.63,0.54,0.54,0.49,0.38,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Q4,d3,0.34,0.32,0.29,0.29,0.29,0.29,0.29,0.37,0.46,0.57,0.67,0.67,0.67,0.62,0.57,0.53,0.57,0.57,0.53,0.48,0.46,0.46,0.41,0.32,0.910714286,0.857142857,0.828571429,0.844660194,0.844660194,0.776785714,0.608391608,0.616666667,0.693467337,0.737068966,0.862660944,0.817073171,0.827160494,0.798283262,0.77027027,0.726027397,0.733905579,0.727659574,0.775609756,0.757894737,0.846625767,0.867924528,0.848275862
Zimbabwe,Q4,d4,0.35,0.36,0.35,0.33,0.33,0.35,0.46,0.58,0.62,0.71,0.72,0.77,0.76,0.72,0.71,0.68,0.72,0.72,0.62,0.58,0.5,0.5,0.46,0.35,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q1,d1,0.58,0.58,0.58,0.56,0.56,0.58,0.69,0.81,0.86,0.95,0.95,1,0.98,0.95,0.95,0.92,0.95,0.95,0.86,0.81,0.72,0.72,0.69,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q1,d2,0.58,0.58,0.58,0.56,0.56,0.58,0.69,0.82,0.86,0.95,0.95,1,0.98,0.95,0.95,0.92,0.95,0.95,0.86,0.82,0.73,0.73,0.69,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q1,d3,0.58,0.58,0.51,0.51,0.51,0.51,0.51,0.59,0.72,0.88,0.92,0.92,0.92,0.88,0.81,0.81,0.81,0.81,0.72,0.69,0.69,0.69,0.62,0.58,1,1.005780347,0.889534884,0.910714286,0.910714286,0.879310345,0.739130435,0.740585774,0.837209302,0.923076923,0.965034965,0.923076923,0.93877551,0.923076923,0.861702128,0.880434783,0.84965035,0.84965035,0.84375,0.848360656,0.958333333,0.958333333,0.898550725
DRC_South,Q1,d4,0.58,0.57,0.56,0.56,0.56,0.58,0.69,0.76,0.86,0.96,0.96,0.99,0.98,0.96,0.92,0.92,0.96,0.96,0.84,0.81,0.71,0.71,0.69,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q2,d1,0.58,0.57,0.58,0.55,0.55,0.58,0.7,0.81,0.85,0.96,0.96,1,0.99,0.96,0.91,0.91,0.96,0.94,0.91,0.85,0.75,0.71,0.7,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q2,d2,0.58,0.57,0.58,0.55,0.55,0.58,0.7,0.81,0.85,0.97,0.97,1,0.97,0.97,0.9,0.9,0.92,0.95,0.9,0.85,0.75,0.71,0.7,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q2,d3,0.57,0.58,0.51,0.51,0.51,0.51,0.56,0.64,0.71,0.87,0.9,0.92,0.9,0.85,0.81,0.81,0.81,0.81,0.75,0.71,0.7,0.7,0.64,0.58,0.982758621,1.011627907,0.889534884,0.921686747,0.921686747,0.879310345,0.807692308,0.8,0.835294118,0.903114187,0.934256055,0.923076923,0.915254237,0.894736842,0.893382353,0.893382353,0.855633803,0.864768683,0.824175824,0.835294118,0.921052632,0.985915493,0.927536232
DRC_South,Q2,d4,0.58,0.58,0.56,0.56,0.56,0.58,0.68,0.78,0.85,0.96,0.96,0.99,0.99,0.92,0.91,0.91,0.96,0.92,0.92,0.85,0.78,0.71,0.67,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q3,d1,0.58,0.58,0.57,0.57,0.57,0.58,0.65,0.8,0.86,0.97,0.97,1,0.94,0.96,0.94,0.89,0.97,0.92,0.94,0.9,0.77,0.71,0.69,0.58,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q3,d2,0.58,0.58,0.56,0.56,0.56,0.58,0.67,0.77,0.85,0.92,0.96,0.99,0.99,0.92,0.91,0.91,0.96,0.92,0.91,0.85,0.77,0.71,0.67,0.56,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q3,d3,0.58,0.58,0.56,0.56,0.56,0.58,0.68,0.81,0.85,0.97,0.97,1,0.97,0.97,0.9,0.9,0.92,0.92,0.9,0.85,0.75,0.71,0.68,0.58,1.023529412,0.994285714,1.024390244,1.024390244,1.024390244,1.041916168,1.114754098,1.125,1.053719008,1.062043796,1.017482517,1.038062284,1.017482517,1.065934066,1.015037594,1.034482759,1.00729927,1.041509434,1.0546875,1.036585366,1.004464286,1.004716981,1.014925373
DRC_South,Q3,d4,0.54,0.59,0.51,0.51,0.51,0.51,0.51,0.59,0.71,0.85,0.93,0.9,0.93,0.85,0.81,0.81,0.81,0.81,0.71,0.71,0.7,0.7,0.65,0.59,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q4,d1,0.59,0.57,0.56,0.56,0.56,0.59,0.7,0.81,0.86,0.96,0.96,1,0.99,0.96,0.93,0.93,0.96,0.92,0.84,0.86,0.75,0.71,0.7,0.59,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q4,d2,0.59,0.59,0.56,0.56,0.56,0.59,0.64,0.75,0.86,0.96,0.96,1,0.99,0.96,0.92,0.92,0.96,0.96,0.84,0.81,0.71,0.71,0.7,0.59,,,,,,,,,,,,,,,,,,,,,,,
DRC_South,Q4,d3,0.56,0.51,0.47,0.46,0.46,0.47,0.47,0.58,0.64,0.76,0.88,0.84,0.88,0.8,0.76,0.71,0.76,0.76,0.71,0.7,0.64,0.64,0.59,0.51,0.954545455,0.879310345,0.829411765,0.821428571,0.821428571,0.801136364,0.694581281,0.731092437,0.744186047,0.794425087,0.919860627,0.84,0.891891892,0.836236934,0.814285714,0.768953069,0.794425087,0.80565371,0.838582677,0.843373494,0.880733945,0.897196262,0.846889952
DRC_South,Q4,d4,0.58,0.58,0.58,0.56,0.56,0.58,0.69,0.82,0.86,0.95,0.95,1,0.98,0.95,0.95,0.92,0.95,0.95,0.86,0.82,0.72,0.72,0.69,0.58,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q1,d1,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q1,d2,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q1,d3,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozal,Q1,d4,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q2,d1,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.8,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q2,d2,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.8,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q2,d3,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozal,Q2,d4,0.8,0.8,0.8,0.8,0.8,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.85,0.85,0.85,0.85,0.85,0.8,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q3,d1,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.8,0.8,0.8,0.8,0.8,0.75,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q3,d2,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.8,0.8,0.8,0.8,0.8,0.75,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q3,d3,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.8,0.8,0.8,0.8,0.8,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozal,Q3,d4,0.75,0.75,0.75,0.75,0.75,0.8,0.8,0.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.8,0.8,0.8,0.8,0.8,0.75,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q4,d1,0.7,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.7,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q4,d2,0.7,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.7,,,,,,,,,,,,,,,,,,,,,,,
Mozal,Q4,d3,0.7,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mozal,Q4,d4,0.7,0.7,0.7,0.7,0.7,0.75,0.75,0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.75,0.75,0.75,0.75,0.75,0.7,,,,,,,,,,,,,,,,,,,,,,,
